bucket_topic_number,bucket_topic,book_topic_number,book_topic,score
457,"notation, diagrammatic notation, diagram notation, diagrammatic, diagram, notation diagram, diagrammatic notation displaying, notation displaying",0,Introduction to Database Management Systems,0.0
458,"layer, businesslogic layer, businesslogic, dataaccess layer, dataaccess, layer provides, database businesslogic, model business",13,Multi-Model Databases,0.3723710789539921
459,"extent, class extent, extent class extent, class, extent class, persistent object, persistent, automatically class",0,Introduction to Database Management Systems,0.0
460,"phantom, phantom phenomenon, phenomenon, phantom conflict, phantom problem, conflict, describes avoid, eliminating phantom",0,Introduction to Database Management Systems,0.0
461,"teach relation, teach relation figure, teach, relation figure, relation teach, relation figure teach, teach relation teach, figure teach",0,Introduction to Database Management Systems,0.0
462,"graph, deadlock, waitfor graph, waitfor, cycle, graph contains cycle, contains cycle, graph contains",13,Multi-Model Databases,0.09026539242002347
463,"disease, positive, positive case, person disease, predicts, classifier, person actually disease, positive case person",0,Introduction to Database Management Systems,0.0
464,"information tuples, data item corresponding, relation locking, item corresponding relation, information tuples relation, item corresponding, corresponding relation, relation lock",16,Data Compression and Encryption,0.15740216256938583
465,"armstrong, armstrong axiom, axiom, use armstrong, use armstrong axiom, armstrong axiom prove, axiom prove, prove",0,Introduction to Database Management Systems,0.0
466,"level, level expensive, minimum level, design alternative, potential, highest level number, higher level expensive, high level low",2,Database Design and Normalization,0.2644049708524755
467,"sqlxml, xml query, xml, overview sqlxml, provides overview sqlxml, tripreports, xml output, provides overview",3,Querying Relational Databases,0.15253846628219067
468,"undone, undo, transaction undone, undo transaction, undo effect, undone transaction, undoing, transaction",5,Transaction Management and ACID Properties,0.4062678601155774
469,"chapter recovery, recovery chapter, recovery, chapter recovery chapter, recovery chapter recovery, disk page, chapter, recovery term",21,Database Backup and Recovery,0.5501100303068919
470,"test case, test, case performs, performs update database, match expected, case performs update, test case performs, mutant",25,Database Migration and Schema Evolution,0.3351856339155593
471,"hillside, account, branch, branch hillside, branch hillside account, hillside account, valleyview, hillside account account",0,Introduction to Database Management Systems,0.0
472,"plsql, procedural, procedural language, oracle plsql, written plsql, plsql java, procedural code, procedural language plsql",1,Relational Database Model,0.10078874713503898
473,"idref, idrefs, attribute type, attribute type idref, type idref, type cdata, idref link, reference element attribute",0,Introduction to Database Management Systems,0.0
474,"survey, excellent survey, present excellent survey, present excellent, excellent, graefe, technique database system, tutorial survey",25,Database Migration and Schema Evolution,0.31156949543862433
475,"capacity, useful capacity, total capacity, storage capacity, terabyte, capacity useful capacity, total capacity useful, capacity useful",16,Data Compression and Encryption,0.31361669964951033
476,"facet, art, art object, museum, artobjects, categorized, epoch, artobjects categorized",2,Database Design and Normalization,0.09348127393460844
477,"begin transaction end, transaction end transaction, end transaction, begin transaction, transaction end, usually sequence sql, taken action usually, action usually",5,Transaction Management and ACID Properties,0.4018296331197393
478,"closure, compute closure, extraneous, attribute closure, algorithm compute closure, compute closure includes, extraneous compute, compute",0,Introduction to Database Management Systems,0.0
479,"confidence, support confidence, rule, confidence rule, confidence confidence, support, low confidence, lh rh computed",0,Introduction to Database Management Systems,0.0
480,"process, proving, reengineering, process process, fact hold known, process proving certain, process start process, known theorem proving",0,Introduction to Database Management Systems,0.0
481,"visible, created transaction, tuple visible, contains transaction transaction, tuple, contains transaction, visible transaction, second version",5,Transaction Management and ACID Properties,0.4062678601155774
482,"notion, attribute operation, notion key, section define, notion value, notion value variable, instance corresponds, identity interesting relationship",6,Data Modeling and ER Diagrams,0.09922481925090243
483,"spring, physic, fall, physic spring, gold physic, einstein physic, null null, physic fall",0,Introduction to Database Management Systems,0.0
484,"bank corporation, city residence, residence employee, residence employee work, city residence employee, corporation, employee work bank, residence",0,Introduction to Database Management Systems,0.0
485,"conflict conflict, conflict, conflict conflict conflict, requirement, requirement application requirement, expect potential, conflict expect, detailed complete",1,Relational Database Model,0.07126840656648228
486,"filtered, filtered index, fulltable, nonclustered index, nonclustered, index filtered, filtered statistic, fulltable index",0,Introduction to Database Management Systems,0.0
487,"storage file structure, chapter storage file, storage file, chapter storage, file structure, record record record, record record, comp chapter storage",16,Data Compression and Encryption,0.27355101982920704
488,"bio summer, summer, bio, biology bio summer, biology bio, null null, biology, spring",0,Introduction to Database Management Systems,0.0
489,"genetic algorithm, genetic, alphabet, algorithm, idea genetic, randomized, idea genetic algorithm, neural network",0,Introduction to Database Management Systems,0.0
490,"figure finance, history music, finance history, finance, history music physic, history, music physic, music",0,Introduction to Database Management Systems,0.0
491,"tickled, partly speedy, progressive fountain annoyingly, speedy dog putrid, dog putrid, speedy dog, fountain, annoyingly tickled partly",0,Introduction to Database Management Systems,0.0
492,"multiversion, timestamp ordering, multiversion timestamp, timestamp, multiversion timestamp ordering, ordering, multiversion protocol, protocol",0,Introduction to Database Management Systems,0.0
493,"inability represent, inability, information inability, information inability represent, repetition information, repetition, represent certain information, inability represent information",16,Data Compression and Encryption,0.10990265980907019
494,"set statement, simplified set, element set, difference, operator, set difference, set, value set",0,Introduction to Database Management Systems,0.0
495,"purchase order, purchase, xml purchase order, xml purchase, xml, order, tag, realistic use",0,Introduction to Database Management Systems,0.0
496,"nonserializable, nonserializable schedule, schedule, nonrecoverable schedule chapter, nonserializable global, nonserializable global schedule, global schedule, nonrecoverable schedule",0,Introduction to Database Management Systems,0.0
497,"piece, pawn, piece pawn, move, percent year, game, percent, pawn move",0,Introduction to Database Management Systems,0.0
498,"web application architecture, web application, application architecture, architecture, web, twolayer web application, threelayer, twolayer web",0,Introduction to Database Management Systems,0.2629798414262728
499,"program variable, declare section, exec sql, exec, program, variable, sqlcommand, sqlupdatestring",3,Querying Relational Databases,0.3612204563363911
500,"person, table person, persontype, dateofbirth, dateofbirth date, type persontype, create table person, address address dateofbirth",0,Introduction to Database Management Systems,0.0
501,"atomic object, atomic, object atomic, object state, object, constructor, atomic object state, atom constructor",0,Introduction to Database Management Systems,0.0
502,"binary, binary relationship, binary relationship set, relationship set, relationship, relationship type join, database binary, relationship set binary",6,Data Modeling and ER Diagrams,0.10722500368812339
503,"deleted set, value corresponding value, corresponding value, input, value corresponding, input output, value input output, value deleted set",0,Introduction to Database Management Systems,0.0
504,"covert channel, covert, channel, channel covert, covert channel covert, channel allows, channel covert channel, covert channel allows",0,Introduction to Database Management Systems,0.0
505,"issue application development, issue application, tested, testing application migration, application migration, change program, application, testing application",25,Database Migration and Schema Evolution,0.11994755656325033
506,"retrieve name, retrieve name customer, name customer, retrieve, part, supplier, name, customer ordered part",3,Querying Relational Databases,0.10098722091470684
