bucket_topic_number,bucket_topic,book_topic_number,book_topic,score
396,"noofemps, function, tablevalued, table function, tablevalued function, noofemps return, function table, elseif noofemps return, elseif noofemps, create function statement",0,Introduction to Database Management Systems,0.0
397,"udfs, udts, udf, definition udf, pad work, read write interface, tightly encapsulated, support userdefined data, performs actual function, pointing particular",29,Data Quality Assurance and Data Cleansing,0.5222407697060649
398,"logical undo, undo, logical undo operation, undo operation, logical, lowerlevel lock, early lock release, early lock, lowerlevel, lock release",0,Introduction to Database Management Systems,0.0
399,"assembly, assembly metadata, metadata, manifest, user code implement, contract, user code, code implement, runtime, code",28,Database Scalability and Partitioning,0.3299211370701735
400,"split attribute, split, best split, information gain, best split attribute, best, attribute split, gain, binary split attribute, split attribute split",16,Data Compression and Encryption,0.10990265980907019
401,"legacy, legacy system, switchover, system, system newgeneration, legacy system newgeneration, replacing legacy, newgeneration system, newgeneration, system replacing",21,Database Backup and Recovery,0.2519703568440197
402,"batch, update, index, index sorting, applying batch, applying batch update, facility data, updating index, index update, batch update",29,Data Quality Assurance and Data Cleansing,0.5222407697060649
403,"strategy, efficiency, possible strategy accomplish, let verify, known handle, known handle possible, operating running local, local mechanism, listed second, listed second strategy",30,Database Performance Monitoring and Tuning,0.3028151381136554
404,"serializability order, timestamp, timestamps, serializability, determine serializability order, determine serializability, timestamp transaction, timestamps transaction determine, transaction determine serializability, order",5,Transaction Management and ACID Properties,0.4062678601155774
405,"grid, grid array, grid file, dno age, array, dno, age, scale, dimension grid, nievergelt grid",0,Introduction to Database Management Systems,0.0
406,"zone, time zone, timezone, local time, time time zone, utc, time, timezone information, time time, specifying time",10,Time-Series and Geospatial Databases,0.5257285850284816
407,"fragmentation, allocation, fragmentation replication, data fragmentation, distributed database design, replication, franc, sco, san franc sco, san franc",27,Distributed Databases and Replication,0.6256067332360828
408,"let, let relation, let let relation, let let, schema let, relation let, let relation let, schema let let, relation schema let, let relation schema",25,Database Migration and Schema Evolution,0.3176423806549445
409,"failure, state existed, existed, database recovery, existed prior, recovery, consistent state, consistent, state, database recovery scheme",21,Database Backup and Recovery,0.4538578047995337
410,"indexing hashing, chapter indexing hashing, chapter indexing, indexing, hashing, indexing hashing hash, hashing hash, small chapter indexing, small chapter, index chapter indexing",4,Indexing and Performance Optimization,0.4457440362044633
411,"dbpointer, disk transaction, written disk transaction, disk transaction commits, written disk, transaction commits, new copy, commits, copy database, current copy",5,Transaction Management and ACID Properties,0.4047061368974696
412,"normal form, normal, form, second normal, second normal form, fourth normal form, fourth normal, form normal, normal form normal, form normal form",0,Introduction to Database Management Systems,0.0
413,"multiversion, multiversion concurrency control, multiversion concurrency, multiversion scheme, concurrency control, concurrency, serializability, control, technique multiversion, technique multiversion scheme",7,Database Security and Access Control,0.28960279212250717
414,"srinivasan, brandt, dept salary, physic, srinivasan physic, katz, einstein said, gold, comp, einstein",0,Introduction to Database Management Systems,0.0
415,"collection, related data, collection related data, collection related, database collection related, database collection, collection data, chapter defined database, implicit meaning, defined database collection",31,Geospatial and Temporal Databases,0.3952736695312421
416,"overflow, overflow file, record overflow, overflow record, unordered overflow, unordered overflow file, unordered, overflow block, file, merged master",17,Data Governance and Master Data Management (MDM),0.09345341091313283
417,"elec, elec spring, bourikas elec, bourikas, spring, spring kim elec, aoi elec, elec spring kim, spring kim, elec fall",0,Introduction to Database Management Systems,0.0
418,"mobile, computer, mobile computing, mobility personal, mobile computer, mobility personal database, computing, mobility, personal database, laptop",25,Database Migration and Schema Evolution,0.3351856339155593
419,"parity, parity bit, parity block, bit, data parity, bit byte, raid level, protected parity bit, bit protected, protected parity",29,Data Quality Assurance and Data Cleansing,0.5222407697060649
420,"pnumber, plocation, ssn, sex, hour, pname, ssn ename, ename pnumber pname, plocation ssn, pnumber pname",0,Introduction to Database Management Systems,0.0
421,"parallelism, processor, parallel, good idea, parallelism case, good idea perform, idea perform operation, available good idea, available good, idea perform",0,Introduction to Database Management Systems,0.0
422,"purity, measure purity, entropy, purity set, measure, gini, instance single class, measure defined, reach maximum class, reach maximum",13,Multi-Model Databases,0.09026539242002347
423,"salary salary, salary, update instructor set, instructor set salary, update instructor, instructor set, set salary, set salary salary, instructor salary, salary salary salary",0,Introduction to Database Management Systems,0.0
424,"socialsecurity, socialsecurity number, social security number, security number, social security, social, person, united state, united, socialsecurity number person",14,Database Auditing and Logging,0.3300811972696182
425,"protocol ensures, freedom, protocol ensures serializability, serializability deadlock, serializability deadlock freedom, ensures serializability deadlock, ensures serializability, serializability, ensures, deadlock freedom",0,Introduction to Database Management Systems,0.0
426,"prefetch, prefetching, trigger prefetch, prefetch data, asynchronous, data page, scan trigger, scan trigger prefetch, trigger prefetch data, prefetch data page",29,Data Quality Assurance and Data Cleansing,0.5222407697060649
427,"committed, compensating transaction, compensating, subtransactions, update nested transaction, execution commits action, required compensating transaction, let suppose commits, completed successfully affirms, transaction cti compensating",5,Transaction Management and ACID Properties,0.4062678601155774
428,"slice, dimension block, canada, dimension, dimension block index, block index, region, itemid, bid list, bid list key",0,Introduction to Database Management Systems,0.0
429,"message, message relation, guaranteed delivered, delivered, received message relation, return message, received message, acknowledgment, recipient, received",0,Introduction to Database Management Systems,0.0
430,"dtd, dtd figure, constrain type, constrain, like integer, general second dtd, information present, limitation dtd bibliographical, result dtd figure, widely limitation",18,NoSQL Databases: Document Stores,0.22946670541921288
431,"null, null value, attribute null, null remaining attribute, null remaining, remaining attribute, arises, omitted, listed null guideline, null value omitted",0,Introduction to Database Management Systems,0.0
432,"schedule, schedule set, schedule set transaction, execution sequence, transaction schedule, transaction participates schedule, execution sequence followed, sequence followed, sequence followed schedule, participates schedule",5,Transaction Management and ACID Properties,0.4062678601155774
433,"recursive query, recursive, recursive query processing, transitive closure, approach recursive query, query processing include, recursive sql query, iteration recursive, seminaive approach, processing include",3,Querying Relational Databases,0.5414405549705847
434,"thread, process thread, thread process, concurrently, process, multiple thread, execute concurrently, different process thread, process user session, interleaved",28,Database Scalability and Partitioning,0.23328947327909616
435,"cascade, delete cascade, foreignkey, delete, foreignkey constraint, cascade feature, constraint, foreign key constraint, delete cascade feature, cascade delete",23,Database Constraints and Triggers,0.26243390518929305
436,"insurance, patient, medical, health care, insurance database, health, doctor, consider insurance, consider insurance database, insurance database figure",25,Database Migration and Schema Evolution,0.3351856339155593
437,"probability, class, instance, probability instance, class probability, training, pdc, bayesian classifier, bayesian, distribution",0,Introduction to Database Management Systems,0.0
438,"true superior true, superior true superior, superior true, true superior, superior, true, strongest authority, superior contains, strongest, contains strongest authority",0,Introduction to Database Management Systems,0.0
439,"old, new value, old value, item old, value data item, oldvalue, value data, data item old, oldvalue newvalue, item old value",29,Data Quality Assurance and Data Cleansing,0.5222407697060649
440,"psm, sql psm, stored procedure, database stored procedure, procedure, procedure sql psm, stored procedure sql, module, database stored, procedure sql",1,Relational Database Model,0.38109971284025745
441,"entity relationship model, relationship model, entity relationship, relationship model chapter, modeling entity relationship, data modeling entity, chapter data modeling, modeling entity, modeling, enhanced",6,Data Modeling and ER Diagrams,0.3347824517365467
442,"client, database server, client application, data act, act client, act, server, application, running, database application",1,Relational Database Model,0.1458175888431076
443,"multitable clustering, multitable, clustering file, multitable clustering file, file organization, clustering, clustering file organization, section cluster, different relation stored, record different relation",17,Data Governance and Master Data Management (MDM),0.06608154058168914
444,"shankar comp, shankar, spring shankar comp, spring shankar, shankar comp spring, comp spring shankar, fall shankar comp, fall shankar, shankar comp fall, comp fall shankar",0,Introduction to Database Management Systems,0.0
445,"course title course, dept music, title course, teach course title, music, course title, dept music instructor, music instructor, nametitle, instructor teach",0,Introduction to Database Management Systems,0.0
446,"nonvolatile ram, ram, nonvolatile, nvram, nvram buffer, ram buffer, nonvolatile ram buffer, buffer, disk disk, controller",0,Introduction to Database Management Systems,0.0
447,"city, street, kim, kim kim, street city, live, live city, street city salary, city salary, city salary kim",0,Introduction to Database Management Systems,0.0
448,"intentionally left, left blank, page intentionally, page intentionally left, intentionally left blank, intentionally, blank, blank chapter, left blank chapter, left",0,Introduction to Database Management Systems,0.0
449,"quantifier, universal quantifier, universal, existential, existential quantifier, universal quantifier existential, quantifier existential, quantifier existential quantifier, quantifier universal, quantifier universal quantifier",0,Introduction to Database Management Systems,0.0
450,"blocking factor, blocking, factor, bfr, block, number block, calculate blocking, calculate blocking factor, factor resulting, block assuming unspanned",0,Introduction to Database Management Systems,0.0
451,"implementers, cylinder, database storage, large amount, amount, implementers paid attention, distributed different cylinder, distributed different, storage abstraction, efficiently analysis",19,Big Data and Distributed Databases,0.44099240351999464
452,"point class, point, class, line, lie, plane, classifier, class lie, line classify, line plane",0,Introduction to Database Management Systems,0.0
453,"question, natural language, question answering, answer question, answering, query natural language, question answering system, query natural, killed, answering system",3,Querying Relational Databases,0.309966168442858
454,"teacher, student teacher, people, subtables, table people, subtables student, teacher student, student, people subtables, subtables student teacher",0,Introduction to Database Management Systems,0.0
455,"buffer block, merge, sorted, sorted output, sorting relation, block transfer, final pas, log block transfer, sorting, merge step",14,Database Auditing and Logging,0.13515161490629685
456,"relevance, relevance feedback, feedback, document, vector space, document relevance feedback, term, return document, document relevance, keywords",18,NoSQL Databases: Document Stores,0.2901887707354227
457,"notation, diagrammatic notation, diagram notation, diagrammatic, diagram, notation diagram, diagrammatic notation displaying, notation displaying, displaying, notation diagram text",0,Introduction to Database Management Systems,0.0
458,"layer, businesslogic layer, businesslogic, dataaccess layer, dataaccess, layer provides, database businesslogic, model business, database businesslogic layer, objectoriented",13,Multi-Model Databases,0.3482980835237151
459,"extent, class extent, extent class extent, class, extent class, persistent object, persistent, automatically class, class extent class, created maintained automatically",0,Introduction to Database Management Systems,0.0
460,"phantom, phantom phenomenon, phenomenon, phantom conflict, phantom problem, conflict, describes avoid, eliminating phantom, avoid phantom, avoid phantom phenomenon",0,Introduction to Database Management Systems,0.0
461,"teach relation, teach relation figure, teach, relation figure, relation teach, relation figure teach, teach relation teach, figure teach, figure teach relation, relation teach relation",0,Introduction to Database Management Systems,0.0
462,"graph, deadlock, waitfor graph, waitfor, cycle, graph contains cycle, contains cycle, graph contains, deadlock state, waitfor graph contains",13,Multi-Model Databases,0.09026539242002347
463,"disease, positive, positive case, person disease, predicts, classifier, person actually disease, positive case person, person actually, predicts positive case",0,Introduction to Database Management Systems,0.0
464,"information tuples, data item corresponding, relation locking, item corresponding relation, information tuples relation, item corresponding, corresponding relation, relation lock, locking, locking required",16,Data Compression and Encryption,0.15740216256938583
465,"armstrong, armstrong axiom, axiom, use armstrong, use armstrong axiom, armstrong axiom prove, axiom prove, prove, axiom prove soundness, prove soundness",0,Introduction to Database Management Systems,0.0
466,"level, level expensive, minimum level, design alternative, potential, highest level number, higher level expensive, high level low, level expensive fast, higher lower level",2,Database Design and Normalization,0.2644049708524755
467,"sqlxml, xml query, xml, overview sqlxml, provides overview sqlxml, tripreports, xml output, provides overview, xquery, extension sql",3,Querying Relational Databases,0.24642124373637547
468,"undone, undo, transaction undone, undo transaction, undo effect, undone transaction, undoing, transaction, effect, undo transaction lead",5,Transaction Management and ACID Properties,0.4062678601155774
469,"chapter recovery, recovery chapter, recovery, chapter recovery chapter, recovery chapter recovery, disk page, chapter, recovery term, recovery technique item, failure chapter recovery",21,Database Backup and Recovery,0.5501100303068919
470,"test case, test, case performs, performs update database, match expected, case performs update, test case performs, mutant, test suite, testing",25,Database Migration and Schema Evolution,0.3351856339155593
471,"hillside, account, branch, branch hillside, branch hillside account, hillside account, valleyview, hillside account account, account branch, account account",0,Introduction to Database Management Systems,0.0
472,"plsql, procedural, procedural language, oracle plsql, written plsql, plsql java, procedural code, procedural language plsql, language plsql, defined procedural",1,Relational Database Model,0.10078874713503898
473,"idref, idrefs, attribute type, attribute type idref, type idref, type cdata, idref link, reference element attribute, type idrefs, reference element",0,Introduction to Database Management Systems,0.0
474,"survey, excellent survey, present excellent survey, present excellent, excellent, graefe, technique database system, tutorial survey, recovery technique database, graefe mckenna present",21,Database Backup and Recovery,0.5523872695739834
475,"capacity, useful capacity, total capacity, storage capacity, terabyte, capacity useful capacity, total capacity useful, capacity useful, capacity track, kbytes",16,Data Compression and Encryption,0.31361669964951033
476,"facet, art, art object, museum, artobjects, categorized, epoch, artobjects categorized, exhibition, artist",2,Database Design and Normalization,0.09348127393460844
477,"begin transaction end, transaction end transaction, end transaction, begin transaction, transaction end, usually sequence sql, taken action usually, action usually, action usually sequence, transaction external program",5,Transaction Management and ACID Properties,0.4029929293456683
478,"closure, compute closure, extraneous, attribute closure, algorithm compute closure, compute closure includes, extraneous compute, compute, closure result, closure includes",0,Introduction to Database Management Systems,0.0
479,"confidence, support confidence, rule, confidence rule, confidence confidence, support, low confidence, lh rh computed, low confidence meaningful, implication shown rule",0,Introduction to Database Management Systems,0.0
480,"process, proving, reengineering, process process, fact hold known, process proving certain, process start process, known theorem proving, process called reengineering, process process proving",0,Introduction to Database Management Systems,0.0
481,"visible, created transaction, tuple visible, contains transaction transaction, tuple, contains transaction, visible transaction, second version, created, visibility",5,Transaction Management and ACID Properties,0.4062678601155774
482,"notion, attribute operation, notion key, section define, notion value, notion value variable, instance corresponds, identity interesting relationship, notion key relationship, instance corresponds notion",6,Data Modeling and ER Diagrams,0.09922481925090243
483,"spring, physic, fall, physic spring, gold physic, einstein physic, null null, physic fall, spring fall, fin spring",0,Introduction to Database Management Systems,0.0
484,"bank corporation, city residence, residence employee, residence employee work, city residence employee, corporation, employee work bank, residence, work bank corporation, work bank",0,Introduction to Database Management Systems,0.0
485,"conflict conflict, conflict, conflict conflict conflict, requirement, requirement application requirement, expect potential, conflict expect, detailed complete, particular conflict requirement, requirement requires term",1,Relational Database Model,0.07126840656648228
486,"filtered, filtered index, fulltable, nonclustered index, nonclustered, index filtered, filtered statistic, fulltable index, fulltable nonclustered, fulltable nonclustered index",0,Introduction to Database Management Systems,0.0
487,"storage file structure, chapter storage file, storage file, chapter storage, file structure, record record record, record record, comp chapter storage, structure, comp chapter",16,Data Compression and Encryption,0.24001402626869275
488,"bio summer, summer, bio, biology bio summer, biology bio, null null, biology, spring, tanaka biology, crick biology",0,Introduction to Database Management Systems,0.0
489,"genetic algorithm, genetic, alphabet, algorithm, idea genetic, randomized, idea genetic algorithm, neural network, neural, idea",0,Introduction to Database Management Systems,0.0
490,"figure finance, history music, finance history, finance, history music physic, history, music physic, music, finance history music, physic",0,Introduction to Database Management Systems,0.0
491,"tickled, partly speedy, progressive fountain annoyingly, speedy dog putrid, dog putrid, speedy dog, fountain, annoyingly tickled partly, speedy, annoyingly tickled",0,Introduction to Database Management Systems,0.0
492,"multiversion, timestamp ordering, multiversion timestamp, timestamp, multiversion timestamp ordering, ordering, multiversion protocol, protocol, ordering multiversion timestamp, multiversion protocol based",9,Cloud Databases and DBaaS,0.07700928176362007
493,"inability represent, inability, information inability, information inability represent, repetition information, repetition, represent certain information, inability represent information, inability represent certain, repetition information inability",16,Data Compression and Encryption,0.10990265980907019
494,"set statement, simplified set, element set, difference, operator, set difference, set, value set, multiset set, set statement carry",0,Introduction to Database Management Systems,0.0
495,"purchase order, purchase, xml purchase order, xml purchase, xml, order, tag, realistic use, order show information, order xml",16,Data Compression and Encryption,0.10990265980907019
496,"nonserializable, nonserializable schedule, schedule, nonrecoverable schedule chapter, nonserializable global, nonserializable global schedule, global schedule, nonrecoverable schedule, schedule chapter, nonrecoverable",0,Introduction to Database Management Systems,0.0
497,"piece, pawn, piece pawn, move, percent year, game, percent, pawn move, piece set, part player",0,Introduction to Database Management Systems,0.0
498,"web application architecture, web application, application architecture, architecture, web, twolayer web application, threelayer, twolayer web, application, twolayer",0,Introduction to Database Management Systems,0.22550335362803559
499,"program variable, declare section, exec sql, exec, program, variable, sqlcommand, sqlupdatestring, declare, sqlfetch",3,Querying Relational Databases,0.3612204563363911
500,"person, table person, persontype, dateofbirth, dateofbirth date, type persontype, create table person, address address dateofbirth, address dateofbirth date, address dateofbirth",0,Introduction to Database Management Systems,0.0
501,"atomic object, atomic, object atomic, object state, object, constructor, atomic object state, atom constructor, collection object, atom",0,Introduction to Database Management Systems,0.0
502,"binary, binary relationship, binary relationship set, relationship set, relationship, relationship type join, database binary, relationship set binary, set binary, nary relationship set",6,Data Modeling and ER Diagrams,0.10610604346987512
503,"deleted set, value corresponding value, corresponding value, input, value corresponding, input output, value input output, value deleted set, target variable wish, set set state",0,Introduction to Database Management Systems,0.0
504,"covert channel, covert, channel, channel covert, covert channel covert, channel allows, channel covert channel, covert channel allows, classification level, security",14,Database Auditing and Logging,0.3300811972696182
505,"issue application development, issue application, tested, testing application migration, application migration, change program, application, testing application, migration, application development",25,Database Migration and Schema Evolution,0.15083860164981472
506,"retrieve name, retrieve name customer, name customer, retrieve, part, supplier, name, customer ordered part, customer ordered, part costing retrieve",3,Querying Relational Databases,0.10098722091470684
