id,QID,tagSlug
3069,995,queue
3070,995,sliding-window
3071,995,prefix-sum
3072,996,array
3073,996,math
3074,996,dynamic-programming
3075,996,backtracking
3076,996,bit-manipulation
3077,996,bitmask
3078,997,array
3079,997,hash-table
3080,997,graph
3081,998,tree
3082,998,binary-tree
3083,999,array
3084,999,matrix
3085,999,simulation
3086,1000,array
3087,1000,dynamic-programming
3088,1001,array
3089,1001,hash-table
3090,1002,array
3091,1002,hash-table
3092,1002,string
3093,1003,string
3094,1003,stack
3095,1004,array
3096,1004,binary-search
3097,1004,sliding-window
3098,1004,prefix-sum
3099,1005,array
3100,1005,greedy
3101,1005,sorting
3102,1006,math
3103,1006,stack
3104,1006,simulation
3105,1007,array
3106,1007,greedy
3107,1008,array
3108,1008,stack
3109,1008,tree
3110,1008,binary-search-tree
3111,1008,monotonic-stack
3112,1008,binary-tree
3113,1009,bit-manipulation
3114,1010,array
3115,1010,hash-table
3116,1010,counting
3117,1011,array
3118,1011,binary-search
3119,1012,math
3120,1012,dynamic-programming
3121,1013,array
3122,1013,greedy
3123,1014,array
3124,1014,dynamic-programming
3125,1015,hash-table
3126,1015,math
3127,1016,string
3128,1017,math
3129,1018,array
3130,1019,array
3131,1019,linked-list
3132,1019,stack
3133,1019,monotonic-stack
3134,1020,array
3135,1020,depth-first-search
3136,1020,breadth-first-search
3137,1020,union-find
3138,1020,matrix
3139,1021,string
3140,1021,stack
3141,1022,tree
3142,1022,depth-first-search
3143,1022,binary-tree
3144,1023,two-pointers
3145,1023,string
3146,1023,trie
3147,1023,string-matching
3148,1024,array
3149,1024,dynamic-programming
3150,1024,greedy
3151,1025,math
3152,1025,dynamic-programming
3153,1025,brainteaser
3154,1025,game-theory
3155,1026,tree
3156,1026,depth-first-search
3157,1026,binary-tree
3158,1027,array
3159,1027,hash-table
3160,1027,binary-search
3161,1027,dynamic-programming
3162,1028,string
3163,1028,tree
3164,1028,depth-first-search
3165,1028,binary-tree
3166,1029,array
3167,1029,greedy
3168,1029,sorting
3169,1030,array
3170,1030,math
3171,1030,geometry
3172,1030,sorting
3173,1030,matrix
3174,1031,array
3175,1031,dynamic-programming
3176,1031,sliding-window
3177,1032,array
3178,1032,string
3179,1032,design
3180,1032,trie
3181,1032,data-stream
3182,1033,math
3183,1033,brainteaser
3184,1034,array
3185,1034,depth-first-search
3186,1034,breadth-first-search
3187,1034,matrix
3188,1035,array
3189,1035,dynamic-programming
3190,1036,array
3191,1036,hash-table
3192,1036,depth-first-search
3193,1036,breadth-first-search
3194,1037,array
3195,1037,math
3196,1037,geometry
3197,1038,tree
3198,1038,depth-first-search
3199,1038,binary-search-tree
3200,1038,binary-tree
3201,1039,array
3202,1039,dynamic-programming
3203,1040,array
3204,1040,math
3205,1040,two-pointers
3206,1040,sorting
3207,1041,math
3208,1041,string
3209,1041,simulation
3210,1042,depth-first-search
3211,1042,breadth-first-search
3212,1042,graph
3213,1043,array
3214,1043,dynamic-programming
3215,1044,string
3216,1044,binary-search
3217,1044,sliding-window
3218,1044,rolling-hash
3219,1044,suffix-array
3220,1044,hash-function
3221,1045,database
3222,1046,array
3223,1046,heap-priority-queue
3224,1047,string
3225,1047,stack
3226,1048,array
3227,1048,hash-table
3228,1048,two-pointers
3229,1048,string
3230,1048,dynamic-programming
3231,1049,array
3232,1049,dynamic-programming
3233,1050,database
3234,1051,array
3235,1051,sorting
3236,1051,counting-sort
3237,1052,array
3238,1052,sliding-window
3239,1053,array
3240,1053,greedy
3241,1054,array
3242,1054,hash-table
3243,1054,greedy
3244,1054,sorting
3245,1054,heap-priority-queue
3246,1054,counting
3247,1055,two-pointers
3248,1055,string
3249,1055,greedy
3250,1056,math
3251,1057,array
3252,1057,greedy
3253,1057,sorting
3254,1058,array
3255,1058,math
3256,1058,string
3257,1058,greedy
3258,1059,depth-first-search
3259,1059,graph
3260,1060,array
3261,1060,binary-search
3262,1061,string
3263,1061,union-find
3264,1062,string
3265,1062,binary-search
3266,1062,dynamic-programming
3267,1062,rolling-hash
3268,1062,suffix-array
3269,1062,hash-function
3270,1063,array
3271,1063,stack
3272,1063,monotonic-stack
3273,1064,array
3274,1064,binary-search
3275,1065,array
3276,1065,string
3277,1065,trie
3278,1065,sorting
3279,1066,array
3280,1066,dynamic-programming
3281,1066,backtracking
3282,1066,bit-manipulation
3283,1066,bitmask
3284,1067,math
3285,1067,dynamic-programming
3286,1068,database
3287,1069,database
3288,1070,database
3289,1071,math
3290,1071,string
3291,1072,array
3292,1072,hash-table
3293,1072,matrix
3294,1073,array
3295,1073,math
3296,1074,array
3297,1074,hash-table
3298,1074,matrix
3299,1074,prefix-sum
3300,1075,database
3301,1076,database
3302,1077,database
3303,1078,string
3304,1079,hash-table
3305,1079,string
3306,1079,backtracking
3307,1079,counting
3308,1080,tree
3309,1080,depth-first-search
3310,1080,binary-tree
3311,1081,string
3312,1081,stack
3313,1081,greedy
3314,1081,monotonic-stack
3315,1082,database
3316,1083,database
3317,1084,database
3318,1085,array
3319,1085,math
3320,1086,array
3321,1086,hash-table
3322,1086,sorting
3323,1087,string
3324,1087,backtracking
3325,1087,breadth-first-search
3326,1088,math
3327,1088,backtracking
3328,1089,array
3329,1089,two-pointers
3330,1090,array
3331,1090,hash-table
3332,1090,greedy
3333,1090,sorting
3334,1090,counting
3335,1091,array
3336,1091,breadth-first-search
3337,1091,matrix
3338,1092,string
3339,1092,dynamic-programming
3340,1093,array
3341,1093,math
3342,1093,probability-and-statistics
3343,1094,array
3344,1094,sorting
3345,1094,heap-priority-queue
3346,1094,simulation
3347,1094,prefix-sum
3348,1095,array
3349,1095,binary-search
3350,1095,interactive
3351,1096,string
3352,1096,backtracking
3353,1096,stack
3354,1096,breadth-first-search
3355,1097,database
3356,1098,database
3357,1099,array
3358,1099,two-pointers
3359,1099,binary-search
3360,1099,sorting
3361,1100,hash-table
3362,1100,string
3363,1100,sliding-window
3364,1101,array
3365,1101,union-find
3366,1102,array
3367,1102,depth-first-search
3368,1102,breadth-first-search
3369,1102,union-find
3370,1102,heap-priority-queue
3371,1102,matrix
3372,1103,math
3373,1103,simulation
3374,1104,math
3375,1104,tree
3376,1104,binary-tree
3377,1105,array
3378,1105,dynamic-programming
3379,1106,string
3380,1106,stack
3381,1106,recursion
3382,1107,database
3383,1108,string
3384,1109,array
3385,1109,prefix-sum
3386,1110,tree
3387,1110,depth-first-search
3388,1110,binary-tree
3389,1111,string
3390,1111,stack
3391,1112,database
3392,1113,database
3393,1114,concurrency
3394,1115,concurrency
3395,1116,concurrency
3396,1117,concurrency
3397,1118,math
3398,1119,string
3399,1120,tree
3400,1120,depth-first-search
3401,1120,binary-tree
3402,1121,array
3403,1121,greedy
3404,1122,array
3405,1122,hash-table
3406,1122,sorting
3407,1122,counting-sort
3408,1123,hash-table
3409,1123,tree
3410,1123,depth-first-search
3411,1123,breadth-first-search
3412,1123,binary-tree
3413,1124,array
3414,1124,hash-table
3415,1124,stack
3416,1124,monotonic-stack
3417,1124,prefix-sum
3418,1125,array
3419,1125,dynamic-programming
3420,1125,bit-manipulation
3421,1125,bitmask
3422,1126,database
3423,1127,database
3424,1128,array
3425,1128,hash-table
3426,1128,counting
3427,1129,breadth-first-search
3428,1129,graph
3429,1130,dynamic-programming
3430,1130,stack
3431,1130,greedy
3432,1130,monotonic-stack
3433,1131,array
3434,1131,math
3435,1132,database
3436,1133,array
3437,1133,hash-table
3438,1133,sorting
3439,1134,math
3440,1135,union-find
3441,1135,graph
3442,1135,heap-priority-queue
3443,1135,minimum-spanning-tree
3444,1136,graph
3445,1136,topological-sort
3446,1137,math
3447,1137,dynamic-programming
3448,1137,memoization
3449,1138,hash-table
3450,1138,string
3451,1139,array
3452,1139,dynamic-programming
3453,1139,matrix
3454,1140,array
3455,1140,math
3456,1140,dynamic-programming
3457,1140,game-theory
3458,1141,database
3459,1142,database
3460,1143,string
3461,1143,dynamic-programming
3462,1144,array
3463,1144,greedy
3464,1145,tree
3465,1145,depth-first-search
3466,1145,binary-tree
3467,1146,array
3468,1146,hash-table
3469,1146,binary-search
3470,1146,design
3471,1147,two-pointers
3472,1147,string
3473,1147,dynamic-programming
3474,1147,greedy
3475,1147,rolling-hash
3476,1147,hash-function
3477,1148,database
3478,1149,database
3479,1150,array
3480,1150,binary-search
3481,1151,array
3482,1151,sliding-window
3483,1152,array
3484,1152,hash-table
3485,1152,sorting
3486,1153,hash-table
3487,1153,string
3488,1154,math
3489,1154,string
3490,1155,dynamic-programming
3491,1156,string
3492,1156,sliding-window
3493,1157,array
3494,1157,binary-search
3495,1157,design
3496,1157,binary-indexed-tree
3497,1157,segment-tree
3498,1158,database
3499,1159,database
3500,1160,array
3501,1160,hash-table
3502,1160,string
3503,1161,tree
3504,1161,depth-first-search
3505,1161,breadth-first-search
3506,1161,binary-tree
3507,1162,array
3508,1162,dynamic-programming
3509,1162,breadth-first-search
3510,1162,matrix
3511,1163,two-pointers
3512,1163,string
3513,1164,database
3514,1165,hash-table
3515,1165,string
3516,1166,hash-table
3517,1166,string
3518,1166,design
3519,1166,trie
3520,1167,array
3521,1167,greedy
3522,1167,heap-priority-queue
3523,1168,union-find
3524,1168,graph
3525,1168,minimum-spanning-tree
3526,1169,array
3527,1169,hash-table
3528,1169,string
3529,1169,sorting
3530,1170,array
3531,1170,hash-table
3532,1170,string
3533,1170,binary-search
3534,1170,sorting
3535,1171,hash-table
3536,1171,linked-list
3537,1172,hash-table
3538,1172,stack
3539,1172,design
3540,1172,heap-priority-queue
3541,1173,database
3542,1174,database
3543,1175,math
3544,1176,array
3545,1176,sliding-window
3546,1177,hash-table
3547,1177,string
3548,1177,bit-manipulation
3549,1177,prefix-sum
3550,1178,array
3551,1178,hash-table
3552,1178,string
3553,1178,bit-manipulation
3554,1178,trie
3555,1179,database
3556,1180,math
3557,1180,string
3558,1181,array
3559,1181,hash-table
3560,1181,string
3561,1181,sorting
3562,1182,array
3563,1182,binary-search
3564,1182,dynamic-programming
3565,1183,greedy
3566,1183,heap-priority-queue
3567,1184,array
3568,1185,math
3569,1186,array
3570,1186,dynamic-programming
3571,1187,array
3572,1187,binary-search
3573,1187,dynamic-programming
3574,1187,sorting
3575,1188,concurrency
3576,1189,hash-table
3577,1189,string
3578,1189,counting
3579,1190,string
3580,1190,stack
3581,1191,array
3582,1191,dynamic-programming
3583,1192,depth-first-search
3584,1192,graph
3585,1192,biconnected-component
3586,1193,database
3587,1194,database
3588,1195,concurrency
3589,1196,array
3590,1196,greedy
3591,1196,sorting
3592,1197,breadth-first-search
3593,1198,array
3594,1198,hash-table
3595,1198,binary-search
3596,1198,matrix
3597,1198,counting
3598,1199,math
3599,1199,greedy
3600,1199,heap-priority-queue
3601,1200,array
3602,1200,sorting
3603,1201,math
3604,1201,binary-search
3605,1201,number-theory
3606,1202,hash-table
3607,1202,string
3608,1202,depth-first-search
3609,1202,breadth-first-search
3610,1202,union-find
3611,1203,depth-first-search
3612,1203,breadth-first-search
3613,1203,graph
3614,1203,topological-sort
3615,1204,database
3616,1205,database
3617,1206,linked-list
3618,1206,design
3619,1207,array
3620,1207,hash-table
3621,1208,string
3622,1208,binary-search
3623,1208,sliding-window
3624,1208,prefix-sum
3625,1209,string
3626,1209,stack
3627,1210,array
3628,1210,breadth-first-search
3629,1210,matrix
3630,1211,database
3631,1212,database
3632,1213,array
3633,1213,hash-table
3634,1213,binary-search
3635,1213,counting
3636,1214,two-pointers
3637,1214,binary-search
3638,1214,stack
3639,1214,tree
3640,1214,depth-first-search
3641,1214,binary-search-tree
3642,1214,binary-tree
3643,1215,backtracking
3644,1215,breadth-first-search
3645,1216,string
3646,1216,dynamic-programming
3647,1217,array
3648,1217,math
3649,1217,greedy
3650,1218,array
3651,1218,hash-table
3652,1218,dynamic-programming
3653,1219,array
3654,1219,backtracking
3655,1219,matrix
3656,1220,dynamic-programming
3657,1221,string
3658,1221,greedy
3659,1221,counting
3660,1222,array
3661,1222,matrix
3662,1222,simulation
3663,1223,array
3664,1223,dynamic-programming
3665,1224,array
3666,1224,hash-table
3667,1225,database
3668,1226,concurrency
3669,1227,math
3670,1227,dynamic-programming
3671,1227,brainteaser
3672,1227,probability-and-statistics
3673,1228,array
3674,1228,math
3675,1229,array
3676,1229,two-pointers
3677,1229,sorting
3678,1230,math
3679,1230,dynamic-programming
3680,1230,probability-and-statistics
3681,1231,array
3682,1231,binary-search
3683,1232,array
3684,1232,math
3685,1232,geometry
3686,1233,array
3687,1233,string
3688,1233,trie
3689,1234,string
3690,1234,sliding-window
3691,1235,array
3692,1235,binary-search
3693,1235,dynamic-programming
3694,1235,sorting
3695,1236,string
3696,1236,depth-first-search
3697,1236,breadth-first-search
3698,1236,interactive
3699,1237,math
3700,1237,two-pointers
3701,1237,binary-search
3702,1237,interactive
3703,1238,math
3704,1238,backtracking
3705,1238,bit-manipulation
3706,1239,array
3707,1239,string
3708,1239,backtracking
3709,1239,bit-manipulation
3710,1240,dynamic-programming
3711,1240,backtracking
3712,1241,database
3713,1242,depth-first-search
3714,1242,breadth-first-search
3715,1242,concurrency
3716,1243,array
3717,1243,simulation
3718,1244,hash-table
3719,1244,design
3720,1244,sorting
3721,1245,tree
3722,1245,depth-first-search
3723,1245,breadth-first-search
3724,1245,graph
3725,1245,topological-sort
3726,1246,array
3727,1246,dynamic-programming
3728,1247,math
3729,1247,string
3730,1247,greedy
3731,1248,array
3732,1248,hash-table
3733,1248,math
3734,1248,sliding-window
3735,1249,string
3736,1249,stack
3737,1250,array
3738,1250,math
3739,1250,number-theory
3740,1251,database
3741,1252,array
3742,1252,math
3743,1252,simulation
3744,1253,array
3745,1253,greedy
3746,1253,matrix
3747,1254,array
3748,1254,depth-first-search
3749,1254,breadth-first-search
3750,1254,union-find
3751,1254,matrix
3752,1255,array
3753,1255,string
3754,1255,dynamic-programming
3755,1255,backtracking
3756,1255,bit-manipulation
3757,1255,bitmask
3758,1256,math
3759,1256,string
3760,1256,bit-manipulation
3761,1257,array
3762,1257,hash-table
3763,1257,string
3764,1257,tree
3765,1257,depth-first-search
3766,1257,breadth-first-search
3767,1258,array
3768,1258,hash-table
3769,1258,string
3770,1258,backtracking
3771,1258,union-find
3772,1259,math
3773,1259,dynamic-programming
3774,1260,array
3775,1260,matrix
3776,1260,simulation
3777,1261,hash-table
3778,1261,tree
3779,1261,depth-first-search
3780,1261,breadth-first-search
3781,1261,design
3782,1261,binary-tree
3783,1262,array
3784,1262,dynamic-programming
3785,1262,greedy
3786,1263,array
3787,1263,breadth-first-search
3788,1263,heap-priority-queue
3789,1263,matrix
3790,1264,database
3791,1265,linked-list
3792,1265,two-pointers
3793,1265,stack
3794,1265,recursion
3795,1266,array
3796,1266,math
3797,1266,geometry
3798,1267,array
3799,1267,depth-first-search
3800,1267,breadth-first-search
3801,1267,union-find
3802,1267,matrix
3803,1267,counting
3804,1268,array
3805,1268,string
3806,1268,trie
3807,1269,dynamic-programming
3808,1270,database
3809,1271,math
3810,1271,string
3811,1272,array
3812,1273,tree
3813,1273,depth-first-search
3814,1273,breadth-first-search
3815,1274,array
3816,1274,divide-and-conquer
3817,1274,interactive
3818,1275,array
3819,1275,hash-table
3820,1275,matrix
3821,1275,simulation
3822,1276,math
3823,1277,array
3824,1277,dynamic-programming
3825,1277,matrix
3826,1278,string
3827,1278,dynamic-programming
3828,1279,concurrency
3829,1280,database
3830,1281,math
3831,1282,array
3832,1282,hash-table
3833,1283,array
3834,1283,binary-search
3835,1284,array
3836,1284,bit-manipulation
3837,1284,breadth-first-search
3838,1284,matrix
3839,1285,database
3840,1286,string
3841,1286,backtracking
3842,1286,design
3843,1286,iterator
3844,1287,array
3845,1288,array
3846,1288,sorting
3847,1289,array
3848,1289,dynamic-programming
3849,1289,matrix
3850,1290,linked-list
3851,1290,math
3852,1291,enumeration
3853,1292,array
3854,1292,binary-search
3855,1292,matrix
3856,1292,prefix-sum
3857,1293,array
3858,1293,breadth-first-search
3859,1293,matrix
3860,1294,database
3861,1295,array
3862,1296,array
3863,1296,hash-table
3864,1296,greedy
3865,1296,sorting
3866,1297,hash-table
3867,1297,string
3868,1297,sliding-window
3869,1298,array
3870,1298,breadth-first-search
3871,1298,graph
3872,1299,array
3873,1300,array
3874,1300,binary-search
3875,1300,sorting
3876,1301,array
3877,1301,dynamic-programming
3878,1301,matrix
3879,1302,tree
3880,1302,depth-first-search
3881,1302,breadth-first-search
3882,1302,binary-tree
3883,1303,database
3884,1304,array
3885,1304,math
3886,1305,tree
3887,1305,depth-first-search
3888,1305,binary-search-tree
3889,1305,sorting
3890,1305,binary-tree
3891,1306,array
3892,1306,depth-first-search
3893,1306,breadth-first-search
3894,1307,array
3895,1307,math
3896,1307,string
3897,1307,backtracking
3898,1308,database
3899,1309,string
3900,1310,array
3901,1310,bit-manipulation
3902,1310,prefix-sum
3903,1311,array
3904,1311,hash-table
3905,1311,breadth-first-search
3906,1311,graph
3907,1311,sorting
3908,1312,string
3909,1312,dynamic-programming
3910,1313,array
3911,1314,array
3912,1314,matrix
3913,1314,prefix-sum
3914,1315,tree
3915,1315,depth-first-search
3916,1315,breadth-first-search
3917,1315,binary-tree
3918,1316,string
3919,1316,trie
3920,1316,rolling-hash
3921,1316,hash-function
3922,1317,math
3923,1318,bit-manipulation
3924,1319,depth-first-search
3925,1319,breadth-first-search
3926,1319,union-find
3927,1319,graph
3928,1320,string
3929,1320,dynamic-programming
3930,1321,database
3931,1322,database
3932,1323,math
3933,1323,greedy
3934,1324,array
3935,1324,string
3936,1324,simulation
3937,1325,tree
3938,1325,depth-first-search
3939,1325,binary-tree
3940,1326,array
3941,1326,dynamic-programming
3942,1326,greedy
3943,1327,database
3944,1328,string
3945,1328,greedy
3946,1329,array
3947,1329,sorting
3948,1329,matrix
3949,1330,array
3950,1330,math
3951,1330,greedy
3952,1331,array
3953,1331,hash-table
3954,1331,sorting
3955,1332,two-pointers
3956,1332,string
3957,1333,array
3958,1333,sorting
3959,1334,dynamic-programming
3960,1334,graph
3961,1334,shortest-path
3962,1335,array
3963,1335,dynamic-programming
3964,1336,database
3965,1337,array
3966,1337,binary-search
3967,1337,sorting
3968,1337,heap-priority-queue
3969,1337,matrix
3970,1338,array
3971,1338,hash-table
3972,1338,greedy
3973,1338,sorting
3974,1338,heap-priority-queue
3975,1339,tree
3976,1339,depth-first-search
3977,1339,binary-tree
3978,1340,array
3979,1340,dynamic-programming
3980,1340,sorting
3981,1341,database
3982,1342,math
3983,1342,bit-manipulation
3984,1343,array
3985,1343,sliding-window
3986,1344,math
3987,1345,array
3988,1345,hash-table
3989,1345,breadth-first-search
3990,1346,array
3991,1346,hash-table
3992,1346,two-pointers
3993,1346,binary-search
3994,1346,sorting
3995,1347,hash-table
3996,1347,string
3997,1347,counting
3998,1348,hash-table
3999,1348,binary-search
4000,1348,design
4001,1348,sorting
4002,1348,ordered-set
4003,1349,array
4004,1349,dynamic-programming
4005,1349,bit-manipulation
4006,1349,matrix
4007,1349,bitmask
4008,1350,database
4009,1351,array
4010,1351,binary-search
4011,1351,matrix
4012,1352,array
4013,1352,math
4014,1352,design
4015,1352,queue
4016,1352,data-stream
4017,1353,array
4018,1353,greedy
4019,1353,sorting
4020,1353,heap-priority-queue
4021,1354,array
4022,1354,heap-priority-queue
4023,1355,database
4024,1356,array
4025,1356,bit-manipulation
4026,1356,sorting
4027,1356,counting
4028,1357,array
4029,1357,hash-table
4030,1357,design
4031,1358,hash-table
4032,1358,string
4033,1358,sliding-window
4034,1359,math
4035,1359,dynamic-programming
4036,1359,combinatorics
4037,1360,math
4038,1360,string
4039,1361,tree
4040,1361,depth-first-search
4041,1361,breadth-first-search
4042,1361,union-find
4043,1361,graph
4044,1361,binary-tree
4045,1362,math
4046,1363,array
4047,1363,dynamic-programming
4048,1363,greedy
4049,1364,database
4050,1365,array
4051,1365,hash-table
4052,1365,sorting
4053,1365,counting
4054,1366,array
4055,1366,hash-table
4056,1366,string
4057,1366,sorting
4058,1366,counting
4059,1367,linked-list
4060,1367,tree
4061,1367,depth-first-search
4062,1367,breadth-first-search
4063,1367,binary-tree
4064,1368,array
4065,1368,breadth-first-search
4066,1368,graph
4067,1368,heap-priority-queue
4068,1368,matrix
4069,1368,shortest-path
4070,1369,database
4071,1370,hash-table
4072,1370,string
4073,1370,counting
4074,1371,hash-table
4075,1371,string
4076,1371,bit-manipulation
4077,1371,prefix-sum
4078,1372,dynamic-programming
4079,1372,tree
4080,1372,depth-first-search
4081,1372,binary-tree
4082,1373,dynamic-programming
4083,1373,tree
4084,1373,depth-first-search
4085,1373,binary-search-tree
4086,1373,binary-tree
4087,1374,string
4088,1375,array
4089,1376,tree
4090,1376,depth-first-search
4091,1376,breadth-first-search
4092,1377,tree
4093,1377,depth-first-search
4094,1377,breadth-first-search
4095,1377,graph
4096,1378,database
4097,1379,tree
4098,1379,depth-first-search
4099,1379,breadth-first-search
4100,1379,binary-tree
4101,1380,array
4102,1380,matrix
4103,1381,array
4104,1381,stack
4105,1381,design
4106,1382,divide-and-conquer
4107,1382,greedy
4108,1382,tree
4109,1382,depth-first-search
4110,1382,binary-search-tree
4111,1382,binary-tree
4112,1383,array
4113,1383,greedy
4114,1383,sorting
4115,1383,heap-priority-queue
4116,1384,database
4117,1385,array
4118,1385,two-pointers
4119,1385,binary-search
4120,1385,sorting
4121,1386,array
4122,1386,hash-table
4123,1386,greedy
4124,1386,bit-manipulation
4125,1387,dynamic-programming
4126,1387,memoization
4127,1387,sorting
4128,1388,array
4129,1388,dynamic-programming
4130,1388,greedy
4131,1388,heap-priority-queue
4132,1389,array
4133,1389,simulation
4134,1390,array
4135,1390,math
4136,1391,array
4137,1391,depth-first-search
4138,1391,breadth-first-search
4139,1391,union-find
4140,1391,matrix
4141,1392,string
4142,1392,rolling-hash
4143,1392,string-matching
4144,1392,hash-function
4145,1393,database
4146,1394,array
4147,1394,hash-table
4148,1394,counting
4149,1395,array
4150,1395,dynamic-programming
4151,1395,binary-indexed-tree
4152,1396,hash-table
4153,1396,string
4154,1396,design
4155,1397,string
4156,1397,dynamic-programming
4157,1397,string-matching
4158,1398,database
4159,1399,hash-table
4160,1399,math
4161,1400,hash-table
4162,1400,string
4163,1400,greedy
4164,1400,counting
4165,1401,math
4166,1401,geometry
4167,1402,array
4168,1402,dynamic-programming
4169,1402,greedy
4170,1402,sorting
4171,1403,array
4172,1403,greedy
4173,1403,sorting
4174,1404,string
4175,1404,bit-manipulation
4176,1405,string
4177,1405,greedy
4178,1405,heap-priority-queue
4179,1406,array
4180,1406,math
4181,1406,dynamic-programming
4182,1406,game-theory
4183,1407,database
4184,1408,array
4185,1408,string
4186,1408,string-matching
4187,1409,array
4188,1409,binary-indexed-tree
4189,1409,simulation
4190,1410,hash-table
4191,1410,string
4192,1411,dynamic-programming
4193,1412,database
4194,1413,array
4195,1413,prefix-sum
4196,1414,math
4197,1414,greedy
4198,1415,string
4199,1415,backtracking
4200,1416,string
4201,1416,dynamic-programming
4202,1417,string
4203,1418,array
4204,1418,hash-table
4205,1418,string
4206,1418,sorting
4207,1418,ordered-set
4208,1419,string
4209,1419,counting
4210,1420,dynamic-programming
4211,1421,database
4212,1422,string
4213,1423,array
4214,1423,sliding-window
4215,1423,prefix-sum
4216,1424,array
4217,1424,sorting
4218,1424,heap-priority-queue
4219,1425,array
4220,1425,dynamic-programming
4221,1425,queue
4222,1425,sliding-window
4223,1425,heap-priority-queue
4224,1425,monotonic-queue
4225,1426,array
4226,1426,hash-table
4227,1427,array
4228,1427,math
4229,1427,string
4230,1428,array
4231,1428,binary-search
4232,1428,matrix
4233,1428,interactive
4234,1429,array
4235,1429,hash-table
4236,1429,design
4237,1429,queue
4238,1429,data-stream
4239,1430,tree
4240,1430,depth-first-search
4241,1430,breadth-first-search
4242,1430,binary-tree
4243,1431,array
4244,1432,math
4245,1432,greedy
4246,1433,string
4247,1433,greedy
4248,1433,sorting
4249,1434,array
4250,1434,dynamic-programming
4251,1434,bit-manipulation
4252,1434,bitmask
4253,1435,database
4254,1436,hash-table
4255,1436,string
4256,1437,array
4257,1438,array
4258,1438,queue
4259,1438,sliding-window
4260,1438,heap-priority-queue
4261,1438,ordered-set
4262,1438,monotonic-queue
4263,1439,array
4264,1439,binary-search
4265,1439,heap-priority-queue
4266,1439,matrix
4267,1440,database
4268,1441,array
4269,1441,stack
4270,1441,simulation
4271,1442,array
4272,1442,hash-table
4273,1442,math
4274,1442,bit-manipulation
4275,1442,prefix-sum
4276,1443,hash-table
4277,1443,tree
4278,1443,depth-first-search
4279,1443,breadth-first-search
4280,1444,array
4281,1444,dynamic-programming
4282,1444,memoization
4283,1444,matrix
4284,1445,database
4285,1446,string
4286,1447,math
4287,1447,string
4288,1447,number-theory
4289,1448,tree
4290,1448,depth-first-search
4291,1448,breadth-first-search
4292,1448,binary-tree
4293,1449,array
4294,1449,dynamic-programming
4295,1450,array
4296,1451,string
4297,1451,sorting
4298,1452,array
4299,1452,hash-table
4300,1452,string
4301,1453,array
4302,1453,math
4303,1453,geometry
4304,1454,database
4305,1455,string
4306,1455,string-matching
4307,1456,string
4308,1456,sliding-window
4309,1457,bit-manipulation
4310,1457,tree
4311,1457,depth-first-search
4312,1457,breadth-first-search
4313,1457,binary-tree
4314,1458,array
4315,1458,dynamic-programming
4316,1459,database
4317,1460,array
4318,1460,hash-table
4319,1460,sorting
4320,1461,hash-table
4321,1461,string
4322,1461,bit-manipulation
4323,1461,rolling-hash
4324,1461,hash-function
4325,1462,depth-first-search
4326,1462,breadth-first-search
4327,1462,graph
4328,1462,topological-sort
4329,1463,array
4330,1463,dynamic-programming
4331,1463,matrix
4332,1464,array
4333,1464,sorting
4334,1464,heap-priority-queue
4335,1465,array
4336,1465,greedy
4337,1465,sorting
4338,1466,depth-first-search
4339,1466,breadth-first-search
4340,1466,graph
4341,1467,array
4342,1467,math
4343,1467,dynamic-programming
4344,1467,backtracking
4345,1467,combinatorics
4346,1467,probability-and-statistics
4347,1468,database
4348,1469,tree
4349,1469,depth-first-search
4350,1469,breadth-first-search
4351,1469,binary-tree
4352,1470,array
4353,1471,array
4354,1471,two-pointers
4355,1471,sorting
4356,1472,array
4357,1472,linked-list
4358,1472,stack
4359,1472,design
4360,1472,doubly-linked-list
4361,1472,data-stream
4362,1473,array
4363,1473,dynamic-programming
4364,1474,linked-list
4365,1475,array
4366,1475,stack
4367,1475,monotonic-stack
4368,1476,array
4369,1476,design
4370,1476,matrix
4371,1477,array
4372,1477,hash-table
4373,1477,binary-search
4374,1477,dynamic-programming
4375,1477,sliding-window
4376,1478,array
4377,1478,math
4378,1478,dynamic-programming
4379,1478,sorting
4380,1479,database
4381,1480,array
4382,1480,prefix-sum
4383,1481,array
4384,1481,hash-table
4385,1481,greedy
4386,1481,sorting
4387,1481,counting
4388,1482,array
4389,1482,binary-search
4390,1483,binary-search
4391,1483,dynamic-programming
4392,1483,tree
4393,1483,depth-first-search
4394,1483,breadth-first-search
4395,1483,design
4396,1484,database
4397,1485,hash-table
4398,1485,tree
4399,1485,depth-first-search
4400,1485,breadth-first-search
4401,1485,binary-tree
4402,1486,math
4403,1486,bit-manipulation
4404,1487,array
4405,1487,hash-table
4406,1487,string
4407,1488,array
4408,1488,hash-table
4409,1488,binary-search
4410,1488,greedy
4411,1488,heap-priority-queue
4412,1489,union-find
4413,1489,graph
4414,1489,sorting
4415,1489,minimum-spanning-tree
4416,1489,strongly-connected-component
4417,1490,hash-table
4418,1490,tree
4419,1490,depth-first-search
4420,1490,breadth-first-search
4421,1491,array
4422,1491,sorting
4423,1492,math
4424,1492,number-theory
4425,1493,array
4426,1493,dynamic-programming
4427,1493,sliding-window
4428,1494,dynamic-programming
4429,1494,bit-manipulation
4430,1494,graph
4431,1494,bitmask
4432,1495,database
