titleSlug,title,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
minimum-remove-to-make-valid-parentheses,Minimum Remove to Make Valid Parentheses,Medium,65.84705205,FALSE,"string,stack",algorithms
check-if-it-is-a-good-array,Check If It Is a Good Array,Hard,58.87586734,FALSE,"array,math,number-theory",algorithms
average-selling-price,Average Selling Price,Easy,80.8012557,FALSE,database,database
cells-with-odd-values-in-a-matrix,Cells with Odd Values in a Matrix,Easy,78.5043073,FALSE,"array,math,simulation",algorithms
reconstruct-a-2-row-binary-matrix,Reconstruct a 2-Row Binary Matrix,Medium,44.40226961,FALSE,"array,greedy,matrix",algorithms
number-of-closed-islands,Number of Closed Islands,Medium,67.01932734,FALSE,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
maximum-score-words-formed-by-letters,Maximum Score Words Formed by Letters,Hard,72.33945065,FALSE,"array,string,dynamic-programming,backtracking,bit-manipulation,bitmask",algorithms
encode-number,Encode Number,Medium,69.86585125,TRUE,"math,string,bit-manipulation",algorithms
smallest-common-region,Smallest Common Region,Medium,64.41170706,TRUE,"array,hash-table,string,tree,depth-first-search,breadth-first-search",algorithms
synonymous-sentences,Synonymous Sentences,Medium,56.58664159,TRUE,"array,hash-table,string,backtracking,union-find",algorithms
handshakes-that-dont-cross,Handshakes That Don't Cross,Hard,60.40224631,TRUE,"math,dynamic-programming",algorithms
shift-2d-grid,Shift 2D Grid,Easy,67.7752841,FALSE,"array,matrix,simulation",algorithms
find-elements-in-a-contaminated-binary-tree,Find Elements in a Contaminated Binary Tree,Medium,76.40906692,FALSE,"hash-table,tree,depth-first-search,breadth-first-search,design,binary-tree",algorithms
greatest-sum-divisible-by-three,Greatest Sum Divisible by Three,Medium,50.77049108,FALSE,"array,dynamic-programming,greedy",algorithms
minimum-moves-to-move-a-box-to-their-target-location,Minimum Moves to Move a Box to Their Target Location,Hard,48.90749398,FALSE,"array,breadth-first-search,heap-priority-queue,matrix",algorithms
page-recommendations,Page Recommendations,Medium,66.39457908,TRUE,database,database
print-immutable-linked-list-in-reverse,Print Immutable Linked List in Reverse,Medium,94.22077299,TRUE,"linked-list,two-pointers,stack,recursion",algorithms
minimum-time-visiting-all-points,Minimum Time Visiting All Points,Easy,79.08136236,FALSE,"array,math,geometry",algorithms
count-servers-that-communicate,Count Servers that Communicate,Medium,59.55383123,FALSE,"array,depth-first-search,breadth-first-search,union-find,matrix,counting",algorithms
search-suggestions-system,Search Suggestions System,Medium,66.21998989,FALSE,"array,string,trie",algorithms
number-of-ways-to-stay-in-the-same-place-after-some-steps,Number of Ways to Stay in the Same Place After Some Steps,Hard,43.52465599,FALSE,dynamic-programming,algorithms
all-people-report-to-the-given-manager,All People Report to the Given Manager,Medium,86.87616207,TRUE,database,database
hexspeak,Hexspeak,Easy,57.16638204,TRUE,"math,string",algorithms
remove-interval,Remove Interval,Medium,63.65599981,TRUE,array,algorithms
delete-tree-nodes,Delete Tree Nodes,Medium,61.09670729,TRUE,"tree,depth-first-search,breadth-first-search",algorithms
number-of-ships-in-a-rectangle,Number of Ships in a Rectangle,Hard,69.17348172,TRUE,"array,divide-and-conquer,interactive",algorithms
find-winner-on-a-tic-tac-toe-game,Find Winner on a Tic Tac Toe Game,Easy,54.23270487,FALSE,"array,hash-table,matrix,simulation",algorithms
number-of-burgers-with-no-waste-of-ingredients,Number of Burgers with No Waste of Ingredients,Medium,50.72147533,FALSE,math,algorithms
count-square-submatrices-with-all-ones,Count Square Submatrices with All Ones,Medium,74.54288046,FALSE,"array,dynamic-programming,matrix",algorithms
palindrome-partitioning-iii,Palindrome Partitioning III,Hard,60.77369846,FALSE,"string,dynamic-programming",algorithms
traffic-light-controlled-intersection,Traffic Light Controlled Intersection,Easy,74.33526792,TRUE,concurrency,concurrency
students-and-examinations,Students and Examinations,Easy,70.27199443,FALSE,database,database
subtract-the-product-and-sum-of-digits-of-an-integer,Subtract the Product and Sum of Digits of an Integer,Easy,86.61920681,FALSE,math,algorithms
group-the-people-given-the-group-size-they-belong-to,Group the People Given the Group Size They Belong To,Medium,85.58254154,FALSE,"array,hash-table",algorithms
find-the-smallest-divisor-given-a-threshold,Find the Smallest Divisor Given a Threshold,Medium,56.21241861,FALSE,"array,binary-search",algorithms
minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,Hard,71.88161718,FALSE,"array,bit-manipulation,breadth-first-search,matrix",algorithms
find-the-start-and-end-number-of-continuous-ranges,Find the Start and End Number of Continuous Ranges,Medium,85.37838426,TRUE,database,database
iterator-for-combination,Iterator for Combination,Medium,73.32179182,FALSE,"string,backtracking,design,iterator",algorithms
element-appearing-more-than-25-in-sorted-array,Element Appearing More Than 25% In Sorted Array,Easy,59.3854865,FALSE,array,algorithms
remove-covered-intervals,Remove Covered Intervals,Medium,56.96972916,FALSE,"array,sorting",algorithms
minimum-falling-path-sum-ii,Minimum Falling Path Sum II,Hard,58.46415301,FALSE,"array,dynamic-programming,matrix",algorithms
convert-binary-number-in-a-linked-list-to-integer,Convert Binary Number in a Linked List to Integer,Easy,82.10405066,FALSE,"linked-list,math",algorithms
sequential-digits,Sequential Digits,Medium,61.29862818,FALSE,enumeration,algorithms
maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,Medium,53.35004355,FALSE,"array,binary-search,matrix,prefix-sum",algorithms
shortest-path-in-a-grid-with-obstacles-elimination,Shortest Path in a Grid with Obstacles Elimination,Hard,45.30356065,FALSE,"array,breadth-first-search,matrix",algorithms
weather-type-in-each-country,Weather Type in Each Country,Easy,67.20591057,TRUE,database,database
find-numbers-with-even-number-of-digits,Find Numbers with Even Number of Digits,Easy,77.0307045,FALSE,array,algorithms
divide-array-in-sets-of-k-consecutive-numbers,Divide Array in Sets of K Consecutive Numbers,Medium,56.45066077,FALSE,"array,hash-table,greedy,sorting",algorithms
maximum-number-of-occurrences-of-a-substring,Maximum Number of Occurrences of a Substring,Medium,51.85923143,FALSE,"hash-table,string,sliding-window",algorithms
maximum-candies-you-can-get-from-boxes,Maximum Candies You Can Get from Boxes,Hard,59.73382285,FALSE,"array,breadth-first-search,graph",algorithms
replace-elements-with-greatest-element-on-right-side,Replace Elements with Greatest Element on Right Side,Easy,73.20986141,FALSE,array,algorithms
sum-of-mutated-array-closest-to-target,Sum of Mutated Array Closest to Target,Medium,43.67383943,FALSE,"array,binary-search,sorting",algorithms
number-of-paths-with-max-score,Number of Paths with Max Score,Hard,38.703162,FALSE,"array,dynamic-programming,matrix",algorithms
deepest-leaves-sum,Deepest Leaves Sum,Medium,86.62255365,FALSE,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
find-the-team-size,Find the Team Size,Easy,90.01363731,TRUE,database,database
find-n-unique-integers-sum-up-to-zero,Find N Unique Integers Sum up to Zero,Easy,76.91832645,FALSE,"array,math",algorithms
all-elements-in-two-binary-search-trees,All Elements in Two Binary Search Trees,Medium,79.83284545,FALSE,"tree,depth-first-search,binary-search-tree,sorting,binary-tree",algorithms
jump-game-iii,Jump Game III,Medium,63.57117636,FALSE,"array,depth-first-search,breadth-first-search",algorithms
verbal-arithmetic-puzzle,Verbal Arithmetic Puzzle,Hard,34.14005532,FALSE,"array,math,string,backtracking",algorithms
running-total-for-different-genders,Running Total for Different Genders,Medium,87.01254498,TRUE,database,database
decrypt-string-from-alphabet-to-integer-mapping,Decrypt String from Alphabet to Integer Mapping,Easy,79.75959213,FALSE,string,algorithms
xor-queries-of-a-subarray,XOR Queries of a Subarray,Medium,72.27772763,FALSE,"array,bit-manipulation,prefix-sum",algorithms
get-watched-videos-by-your-friends,Get Watched Videos by Your Friends,Medium,45.95579916,FALSE,"array,hash-table,breadth-first-search,graph,sorting",algorithms
minimum-insertion-steps-to-make-a-string-palindrome,Minimum Insertion Steps to Make a String Palindrome,Hard,66.36523832,FALSE,"string,dynamic-programming",algorithms
decompress-run-length-encoded-list,Decompress Run-Length Encoded List,Easy,85.77226296,FALSE,array,algorithms
matrix-block-sum,Matrix Block Sum,Medium,75.42254416,FALSE,"array,matrix,prefix-sum",algorithms
sum-of-nodes-with-even-valued-grandparent,Sum of Nodes with Even-Valued Grandparent,Medium,85.47589328,FALSE,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
distinct-echo-substrings,Distinct Echo Substrings,Hard,49.5793864,FALSE,"string,trie,rolling-hash,hash-function",algorithms
convert-integer-to-the-sum-of-two-no-zero-integers,Convert Integer to the Sum of Two No-Zero Integers,Easy,55.43807095,FALSE,math,algorithms
minimum-flips-to-make-a-or-b-equal-to-c,Minimum Flips to Make a OR b Equal to c,Medium,65.97119605,FALSE,bit-manipulation,algorithms
number-of-operations-to-make-network-connected,Number of Operations to Make Network Connected,Medium,62.1480455,FALSE,"depth-first-search,breadth-first-search,union-find,graph",algorithms
minimum-distance-to-type-a-word-using-two-fingers,Minimum Distance to Type a Word Using Two Fingers,Hard,59.50819322,FALSE,"string,dynamic-programming",algorithms
restaurant-growth,Restaurant Growth,Medium,69.68474321,FALSE,database,database
ads-performance,Ads Performance,Easy,60.27015366,TRUE,database,database
maximum-69-number,Maximum 69 Number,Easy,82.10041751,FALSE,"math,greedy",algorithms
print-words-vertically,Print Words Vertically,Medium,61.57117608,FALSE,"array,string,simulation",algorithms
delete-leaves-with-a-given-value,Delete Leaves With a Given Value,Medium,74.69329775,FALSE,"tree,depth-first-search,binary-tree",algorithms
minimum-number-of-taps-to-open-to-water-a-garden,Minimum Number of Taps to Open to Water a Garden,Hard,47.47647026,FALSE,"array,dynamic-programming,greedy",algorithms
list-the-products-ordered-in-a-period,List the Products Ordered in a Period,Easy,75.64922218,FALSE,database,database
break-a-palindrome,Break a Palindrome,Medium,52.56238811,FALSE,"string,greedy",algorithms
sort-the-matrix-diagonally,Sort the Matrix Diagonally,Medium,83.3171323,FALSE,"array,sorting,matrix",algorithms
reverse-subarray-to-maximize-array-value,Reverse Subarray To Maximize Array Value,Hard,40.32921811,FALSE,"array,math,greedy",algorithms
rank-transform-of-an-array,Rank Transform of an Array,Easy,59.28421565,FALSE,"array,hash-table,sorting",algorithms
remove-palindromic-subsequences,Remove Palindromic Subsequences,Easy,76.21670269,FALSE,"two-pointers,string",algorithms
filter-restaurants-by-vegan-friendly-price-and-distance,"Filter Restaurants by Vegan-Friendly, Price and Distance",Medium,60.10137912,FALSE,"array,sorting",algorithms
find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,Find the City With the Smallest Number of Neighbors at a Threshold Distance,Medium,54.78473781,FALSE,"dynamic-programming,graph,shortest-path",algorithms
minimum-difficulty-of-a-job-schedule,Minimum Difficulty of a Job Schedule,Hard,58.45676249,FALSE,"array,dynamic-programming",algorithms
number-of-transactions-per-visit,Number of Transactions per Visit,Hard,49.5430869,TRUE,database,database
the-k-weakest-rows-in-a-matrix,The K Weakest Rows in a Matrix,Easy,72.08406996,FALSE,"array,binary-search,sorting,heap-priority-queue,matrix",algorithms
reduce-array-size-to-the-half,Reduce Array Size to The Half,Medium,69.40131956,FALSE,"array,hash-table,greedy,sorting,heap-priority-queue",algorithms
maximum-product-of-splitted-binary-tree,Maximum Product of Splitted Binary Tree,Medium,47.78602423,FALSE,"tree,depth-first-search,binary-tree",algorithms
jump-game-v,Jump Game V,Hard,62.3304365,FALSE,"array,dynamic-programming,sorting",algorithms
movie-rating,Movie Rating,Medium,56.51161815,FALSE,database,database
number-of-steps-to-reduce-a-number-to-zero,Number of Steps to Reduce a Number to Zero,Easy,85.15350618,FALSE,"math,bit-manipulation",algorithms
number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,Medium,67.64162187,FALSE,"array,sliding-window",algorithms
angle-between-hands-of-a-clock,Angle Between Hands of a Clock,Medium,63.27034379,FALSE,math,algorithms
jump-game-iv,Jump Game IV,Hard,46.95049448,FALSE,"array,hash-table,breadth-first-search",algorithms
check-if-n-and-its-double-exist,Check If N and Its Double Exist,Easy,36.56658605,FALSE,"array,hash-table,two-pointers,binary-search,sorting",algorithms
minimum-number-of-steps-to-make-two-strings-anagram,Minimum Number of Steps to Make Two Strings Anagram,Medium,77.84502522,FALSE,"hash-table,string,counting",algorithms
tweet-counts-per-frequency,Tweet Counts Per Frequency,Medium,43.82852812,FALSE,"hash-table,binary-search,design,sorting,ordered-set",algorithms
maximum-students-taking-exam,Maximum Students Taking Exam,Hard,49.21927783,FALSE,"array,dynamic-programming,bit-manipulation,matrix,bitmask",algorithms
students-with-invalid-departments,Students With Invalid Departments,Easy,90.24113475,TRUE,database,database
count-negative-numbers-in-a-sorted-matrix,Count Negative Numbers in a Sorted Matrix,Easy,75.50463378,FALSE,"array,binary-search,matrix",algorithms
product-of-the-last-k-numbers,Product of the Last K Numbers,Medium,50.07034083,FALSE,"array,math,design,queue,data-stream",algorithms
maximum-number-of-events-that-can-be-attended,Maximum Number of Events That Can Be Attended,Medium,32.49660755,FALSE,"array,greedy,sorting,heap-priority-queue",algorithms
construct-target-array-with-multiple-sums,Construct Target Array With Multiple Sums,Hard,36.2708121,FALSE,"array,heap-priority-queue",algorithms
activity-participants,Activity Participants,Medium,73.61401674,TRUE,database,database
sort-integers-by-the-number-of-1-bits,Sort Integers by The Number of 1 Bits,Easy,73.20080523,FALSE,"array,bit-manipulation,sorting,counting",algorithms
apply-discount-every-n-orders,Apply Discount Every n Orders,Medium,69.86687549,FALSE,"array,hash-table,design",algorithms
number-of-substrings-containing-all-three-characters,Number of Substrings Containing All Three Characters,Medium,63.38781069,FALSE,"hash-table,string,sliding-window",algorithms
count-all-valid-pickup-and-delivery-options,Count All Valid Pickup and Delivery Options,Hard,62.37640696,FALSE,"math,dynamic-programming,combinatorics",algorithms
number-of-days-between-two-dates,Number of Days Between Two Dates,Easy,48.2087502,FALSE,"math,string",algorithms
validate-binary-tree-nodes,Validate Binary Tree Nodes,Medium,39.79260277,FALSE,"tree,depth-first-search,breadth-first-search,union-find,graph,binary-tree",algorithms
closest-divisors,Closest Divisors,Medium,59.94316368,FALSE,math,algorithms
largest-multiple-of-three,Largest Multiple of Three,Hard,33.18357115,FALSE,"array,dynamic-programming,greedy",algorithms
number-of-trusted-contacts-of-a-customer,Number of Trusted Contacts of a Customer,Medium,77.32789814,TRUE,database,database
how-many-numbers-are-smaller-than-the-current-number,How Many Numbers Are Smaller Than the Current Number,Easy,86.61198058,FALSE,"array,hash-table,sorting,counting",algorithms
rank-teams-by-votes,Rank Teams by Votes,Medium,57.84951435,FALSE,"array,hash-table,string,sorting,counting",algorithms
linked-list-in-binary-tree,Linked List in Binary Tree,Medium,43.74436778,FALSE,"linked-list,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
minimum-cost-to-make-at-least-one-valid-path-in-a-grid,Minimum Cost to Make at Least One Valid Path in a Grid,Hard,61.63916647,FALSE,"array,breadth-first-search,graph,heap-priority-queue,matrix,shortest-path",algorithms
get-the-second-most-recent-activity,Get the Second Most Recent Activity,Hard,69.01219875,TRUE,database,database
increasing-decreasing-string,Increasing Decreasing String,Easy,77.19780871,FALSE,"hash-table,string,counting",algorithms
find-the-longest-substring-containing-vowels-in-even-counts,Find the Longest Substring Containing Vowels in Even Counts,Medium,63.05814869,FALSE,"hash-table,string,bit-manipulation,prefix-sum",algorithms
longest-zigzag-path-in-a-binary-tree,Longest ZigZag Path in a Binary Tree,Medium,60.24243368,FALSE,"dynamic-programming,tree,depth-first-search,binary-tree",algorithms
maximum-sum-bst-in-binary-tree,Maximum Sum BST in Binary Tree,Hard,39.43239867,FALSE,"dynamic-programming,tree,depth-first-search,binary-search-tree,binary-tree",algorithms
generate-a-string-with-characters-that-have-odd-counts,Generate a String With Characters That Have Odd Counts,Easy,77.61834043,FALSE,string,algorithms
number-of-times-binary-string-is-prefix-aligned,Number of Times Binary String Is Prefix-Aligned,Medium,65.80103249,FALSE,array,algorithms
time-needed-to-inform-all-employees,Time Needed to Inform All Employees,Medium,58.31941226,FALSE,"tree,depth-first-search,breadth-first-search",algorithms
frog-position-after-t-seconds,Frog Position After T Seconds,Hard,35.68585292,FALSE,"tree,depth-first-search,breadth-first-search,graph",algorithms
replace-employee-id-with-the-unique-identifier,Replace Employee ID With The Unique Identifier,Easy,90.8999226,FALSE,database,database
find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,Easy,86.58908196,FALSE,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
lucky-numbers-in-a-matrix,Lucky Numbers in a Matrix,Easy,70.62256644,FALSE,"array,matrix",algorithms
design-a-stack-with-increment-operation,Design a Stack With Increment Operation,Medium,77.10195572,FALSE,"array,stack,design",algorithms
balance-a-binary-search-tree,Balance a Binary Search Tree,Medium,80.74817959,FALSE,"divide-and-conquer,greedy,tree,depth-first-search,binary-search-tree,binary-tree",algorithms
maximum-performance-of-a-team,Maximum Performance of a Team,Hard,48.45411225,FALSE,"array,greedy,sorting,heap-priority-queue",algorithms
total-sales-amount-by-year,Total Sales Amount by Year,Hard,64.71249888,TRUE,database,database
find-the-distance-value-between-two-arrays,Find the Distance Value Between Two Arrays,Easy,66.62707157,FALSE,"array,two-pointers,binary-search,sorting",algorithms
cinema-seat-allocation,Cinema Seat Allocation,Medium,40.94339623,FALSE,"array,hash-table,greedy,bit-manipulation",algorithms
sort-integers-by-the-power-value,Sort Integers by The Power Value,Medium,70.12886481,FALSE,"dynamic-programming,memoization,sorting",algorithms
pizza-with-3n-slices,Pizza With 3n Slices,Hard,50.18911135,FALSE,"array,dynamic-programming,greedy,heap-priority-queue",algorithms
create-target-array-in-the-given-order,Create Target Array in the Given Order,Easy,85.84711346,FALSE,"array,simulation",algorithms
four-divisors,Four Divisors,Medium,41.15237575,FALSE,"array,math",algorithms
check-if-there-is-a-valid-path-in-a-grid,Check if There is a Valid Path in a Grid,Medium,47.34503873,FALSE,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
longest-happy-prefix,Longest Happy Prefix,Hard,44.70815112,FALSE,"string,rolling-hash,string-matching,hash-function",algorithms
capital-gainloss,Capital Gain/Loss,Medium,87.30525659,FALSE,database,database
find-lucky-integer-in-an-array,Find Lucky Integer in an Array,Easy,64.6158677,FALSE,"array,hash-table,counting",algorithms
count-number-of-teams,Count Number of Teams,Medium,67.09078887,FALSE,"array,dynamic-programming,binary-indexed-tree",algorithms
design-underground-system,Design Underground System,Medium,73.53120244,FALSE,"hash-table,string,design",algorithms
find-all-good-strings,Find All Good Strings,Hard,42.23316648,FALSE,"string,dynamic-programming,string-matching",algorithms
customers-who-bought-products-a-and-b-but-not-c,Customers Who Bought Products A and B but Not C,Medium,75.65811458,TRUE,database,database
count-largest-group,Count Largest Group,Easy,66.93064045,FALSE,"hash-table,math",algorithms
construct-k-palindrome-strings,Construct K Palindrome Strings,Medium,62.78728811,FALSE,"hash-table,string,greedy,counting",algorithms
circle-and-rectangle-overlapping,Circle and Rectangle Overlapping,Medium,43.97547305,FALSE,"math,geometry",algorithms
reducing-dishes,Reducing Dishes,Hard,76.96057548,FALSE,"array,dynamic-programming,greedy,sorting",algorithms
minimum-subsequence-in-non-increasing-order,Minimum Subsequence in Non-Increasing Order,Easy,72.26681166,FALSE,"array,greedy,sorting",algorithms
number-of-steps-to-reduce-a-number-in-binary-representation-to-one,Number of Steps to Reduce a Number in Binary Representation to One,Medium,52.53224187,FALSE,"string,bit-manipulation",algorithms
longest-happy-string,Longest Happy String,Medium,57.37201063,FALSE,"string,greedy,heap-priority-queue",algorithms
stone-game-iii,Stone Game III,Hard,59.3863942,FALSE,"array,math,dynamic-programming,game-theory",algorithms
top-travellers,Top Travellers,Easy,61.15463001,FALSE,database,database
string-matching-in-an-array,String Matching in an Array,Easy,63.76900531,FALSE,"array,string,string-matching",algorithms
queries-on-a-permutation-with-key,Queries on a Permutation With Key,Medium,83.52518541,FALSE,"array,binary-indexed-tree,simulation",algorithms
html-entity-parser,HTML Entity Parser,Medium,51.60527776,FALSE,"hash-table,string",algorithms
number-of-ways-to-paint-n-3-grid,Number of Ways to Paint N × 3 Grid,Hard,62.62363916,FALSE,dynamic-programming,algorithms
find-the-quiet-students-in-all-exams,Find the Quiet Students in All Exams,Hard,61.83872776,TRUE,database,database
minimum-value-to-get-positive-step-by-step-sum,Minimum Value to Get Positive Step by Step Sum,Easy,67.2470323,FALSE,"array,prefix-sum",algorithms
find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,Medium,65.46197584,FALSE,"math,greedy",algorithms
the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,The k-th Lexicographical String of All Happy Strings of Length n,Medium,72.57547453,FALSE,"string,backtracking",algorithms
restore-the-array,Restore The Array,Hard,38.66030455,FALSE,"string,dynamic-programming",algorithms
reformat-the-string,Reformat The String,Easy,54.64562793,FALSE,string,algorithms
display-table-of-food-orders-in-a-restaurant,Display Table of Food Orders in a Restaurant,Medium,73.92588359,FALSE,"array,hash-table,string,sorting,ordered-set",algorithms
minimum-number-of-frogs-croaking,Minimum Number of Frogs Croaking,Medium,50.16951956,FALSE,"string,counting",algorithms
build-array-where-you-can-find-the-maximum-exactly-k-comparisons,Build Array Where You Can Find The Maximum Exactly K Comparisons,Hard,63.06166547,FALSE,dynamic-programming,algorithms
npv-queries,NPV Queries,Easy,83.1962908,TRUE,database,database
maximum-score-after-splitting-a-string,Maximum Score After Splitting a String,Easy,58.00953471,FALSE,string,algorithms
maximum-points-you-can-obtain-from-cards,Maximum Points You Can Obtain from Cards,Medium,52.24276798,FALSE,"array,sliding-window,prefix-sum",algorithms
diagonal-traverse-ii,Diagonal Traverse II,Medium,50.48701986,FALSE,"array,sorting,heap-priority-queue",algorithms
constrained-subsequence-sum,Constrained Subsequence Sum,Hard,47.58000634,FALSE,"array,dynamic-programming,queue,sliding-window,heap-priority-queue,monotonic-queue",algorithms
counting-elements,Counting Elements,Easy,59.69523219,TRUE,"array,hash-table",algorithms
perform-string-shifts,Perform String Shifts,Easy,54.3220164,TRUE,"array,math,string",algorithms
leftmost-column-with-at-least-a-one,Leftmost Column with at Least a One,Medium,53.47381517,TRUE,"array,binary-search,matrix,interactive",algorithms
first-unique-number,First Unique Number,Medium,52.9809903,TRUE,"array,hash-table,design,queue,data-stream",algorithms
check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,Medium,46.41518888,TRUE,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
kids-with-the-greatest-number-of-candies,Kids With the Greatest Number of Candies,Easy,87.84838815,FALSE,array,algorithms
max-difference-you-can-get-from-changing-an-integer,Max Difference You Can Get From Changing an Integer,Medium,41.86314135,FALSE,"math,greedy",algorithms
check-if-a-string-can-break-another-string,Check If a String Can Break Another String,Medium,68.95157408,FALSE,"string,greedy,sorting",algorithms
number-of-ways-to-wear-different-hats-to-each-other,Number of Ways to Wear Different Hats to Each Other,Hard,43.32623228,FALSE,"array,dynamic-programming,bit-manipulation,bitmask",algorithms
create-a-session-bar-chart,Create a Session Bar Chart,Easy,77.00743922,TRUE,database,database
destination-city,Destination City,Easy,77.45667266,FALSE,"hash-table,string",algorithms
check-if-all-1s-are-at-least-length-k-places-away,Check If All 1's Are at Least Length K Places Away,Easy,58.70972281,FALSE,array,algorithms
longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,Medium,48.34670562,FALSE,"array,queue,sliding-window,heap-priority-queue,ordered-set,monotonic-queue",algorithms
find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,Find the Kth Smallest Sum of a Matrix With Sorted Rows,Hard,61.388018,FALSE,"array,binary-search,heap-priority-queue,matrix",algorithms
evaluate-boolean-expression,Evaluate Boolean Expression,Medium,74.74096796,TRUE,database,database
build-an-array-with-stack-operations,Build an Array With Stack Operations,Medium,71.87373772,FALSE,"array,stack,simulation",algorithms
count-triplets-that-can-form-two-arrays-of-equal-xor,Count Triplets That Can Form Two Arrays of Equal XOR,Medium,76.03756943,FALSE,"array,hash-table,math,bit-manipulation,prefix-sum",algorithms
minimum-time-to-collect-all-apples-in-a-tree,Minimum Time to Collect All Apples in a Tree,Medium,62.69822186,FALSE,"hash-table,tree,depth-first-search,breadth-first-search",algorithms
number-of-ways-of-cutting-a-pizza,Number of Ways of Cutting a Pizza,Hard,63.9906898,FALSE,"array,dynamic-programming,memoization,matrix",algorithms
apples-oranges,Apples & Oranges,Medium,89.5845475,TRUE,database,database
consecutive-characters,Consecutive Characters,Easy,61.16210101,FALSE,string,algorithms
simplified-fractions,Simplified Fractions,Medium,65.16826333,FALSE,"math,string,number-theory",algorithms
count-good-nodes-in-binary-tree,Count Good Nodes in Binary Tree,Medium,74.27731899,FALSE,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
form-largest-integer-with-digits-that-add-up-to-target,Form Largest Integer With Digits That Add up to Target,Hard,47.81266083,FALSE,"array,dynamic-programming",algorithms
number-of-students-doing-homework-at-a-given-time,Number of Students Doing Homework at a Given Time,Easy,75.81780477,FALSE,array,algorithms
rearrange-words-in-a-sentence,Rearrange Words in a Sentence,Medium,63.08877455,FALSE,"string,sorting",algorithms
people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,People Whose List of Favorite Companies Is Not a Subset of Another List,Medium,56.92307692,FALSE,"array,hash-table,string",algorithms
maximum-number-of-darts-inside-of-a-circular-dartboard,Maximum Number of Darts Inside of a Circular Dartboard,Hard,36.76345609,FALSE,"array,math,geometry",algorithms
active-users,Active Users,Medium,37.69263547,TRUE,database,database
check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,Check If a Word Occurs As a Prefix of Any Word in a Sentence,Easy,64.19247788,FALSE,"string,string-matching",algorithms
maximum-number-of-vowels-in-a-substring-of-given-length,Maximum Number of Vowels in a Substring of Given Length,Medium,58.16461965,FALSE,"string,sliding-window",algorithms
pseudo-palindromic-paths-in-a-binary-tree,Pseudo-Palindromic Paths in a Binary Tree,Medium,67.74854393,FALSE,"bit-manipulation,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
max-dot-product-of-two-subsequences,Max Dot Product of Two Subsequences,Hard,46.68213347,FALSE,"array,dynamic-programming",algorithms
rectangles-area,Rectangles Area,Medium,69.09192668,TRUE,database,database
make-two-arrays-equal-by-reversing-subarrays,Make Two Arrays Equal by Reversing Subarrays,Easy,72.17662856,FALSE,"array,hash-table,sorting",algorithms
check-if-a-string-contains-all-binary-codes-of-size-k,Check If a String Contains All Binary Codes of Size K,Medium,56.59528775,FALSE,"hash-table,string,bit-manipulation,rolling-hash,hash-function",algorithms
course-schedule-iv,Course Schedule IV,Medium,49.03520553,FALSE,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
cherry-pickup-ii,Cherry Pickup II,Hard,69.48282772,FALSE,"array,dynamic-programming,matrix",algorithms
maximum-product-of-two-elements-in-an-array,Maximum Product of Two Elements in an Array,Easy,80.01089371,FALSE,"array,sorting,heap-priority-queue",algorithms
maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,Medium,40.87201383,FALSE,"array,greedy,sorting",algorithms
reorder-routes-to-make-all-paths-lead-to-the-city-zero,Reorder Routes to Make All Paths Lead to the City Zero,Medium,66.66414241,FALSE,"depth-first-search,breadth-first-search,graph",algorithms
