bucket_topic_number,bucket_topic,book_topic_number,book_topic,score
469,"hop, metric, distance hop, execution instance, metric hop, packet node, execution, number hop",0,Introduction to Computer Networks,0.0
470,"blocked, traffic blocked, network allowed, host traffic, delivered host, traffic host, traffic, allowed",16,Quality of Service (QoS),0.6319186776702058
471,"movie, metafile, linked, step, medium player, player start reading, movie play movie, movie byte",0,Introduction to Computer Networks,0.0
472,"scenario, scenario shown figure, scenario shown, shown figure scenario, scenario figure, figure scenario, shown figure, figure",0,Introduction to Computer Networks,0.0
473,"broadcast, broadcast lan, connected broadcast, broadcast link, lan, represented, typically lan, host examined",8,Ethernet and LAN Technologies,0.629309043684383
474,"region, hierarchy, cluster, hierarchical routing, routing, level hierarchy, routing scale, region cluster",13,Network Routing and Switching,0.3871279009729205
475,"packet size, overhead, small packet, small packet size, bandwidth wasted, achieved, wasted, large packet reduces",0,Introduction to Computer Networks,0.0
476,"routing table, initial routing table, initial routing, table, node initial, column figure, node initial routing, routing",13,Network Routing and Switching,0.3871279009729205
477,"router router, packet source, packet make, hop, router, broadcast packet, packet arrived, received packet",0,Introduction to Computer Networks,0.0
478,"multimedia, multimedia networking, networking, support multimedia, chapter, multimedia application, multimedia networking foundation, networking foundation",24,Emerging Trends in Networking,0.3494473122183983
479,"knapsack, weight, object, algorithm knapsack algorithm, object knapsack, list object, knapsack algorithm, algorithm knapsack",0,Introduction to Computer Networks,0.0
480,"index, index distributed, distributed, peer, worth effort question, index way index, required search distributed, indexing algorithm",2,Network Topologies and Architectures,0.20708616702078297
481,"city, philadelphia, toronto hong kong, toronto hong, toronto, auckland, cover city, minneapolis",0,Introduction to Computer Networks,0.0
482,"error, error correcting code, correcting code, error correcting, correcting, code error, different error correcting, error extra point",2,Network Topologies and Architectures,0.10354308351039149
483,"mechanism, studied section, machinery resolution, mechanism driven need, studied section foremost, necessary equal, sentence mechanism infrastructure, showed mechanism called",7,DNS (Domain Name System),0.0917951093197401
484,"symbol, volt, represent bit, volt represent, bit volt, volt logical, volt represent bit, bit symbol",2,Network Topologies and Architectures,0.41417233404156595
485,"movie, music, movie rental, sharing, music video, rental, file sharing, peer",2,Network Topologies and Architectures,0.20708616702078297
486,"turn, processed turn wrong, problem way dealing, unecessary, urity perspective, unecessary turn block, unecessary turn, turn problem",0,Introduction to Computer Networks,0.0
