bucket_topic_number,bucket_topic,book_topic_number,book_topic,score
398,"atomic, atomic integer, integer, counter counter, atomic variable, counter counter counter, counter, temp, operation atomic, atomic operation",0,Introduction to Operating Systems,0.0
399,"program counter, counter, current activity process, program counter saved, logical program counter, logical program, counter saved, current activity, activity process, status current",3,Processes and Threads,0.3634052804562201
400,"woman, entry following, entry following entry, following entry following, entry, following entry, entry unchanged, omit entry unchanged, omit entry, enter",0,Introduction to Operating Systems,0.0
401,"cable, ethernet, lan, fiber, optical fiber, optical, ethernet network, wifi, cmnsec, optic cable",17,Network Structures and Protocols,0.6963340764769544
402,"site, failed, failure, failed site, site failed, site failure, link, site failed site, link site, link failure",0,Introduction to Operating Systems,0.0
403,"tuple, tuple space, tuple tuple space, tuple tuple, tuple space tuple, tuple field, space tuple, tuples, field, template",0,Introduction to Operating Systems,0.0
404,"device number, minor device number, minor device, minor, devsda, major device number, major device, major minor, major, brwrw",11,I/O Systems and Device Management,0.6456086634917768
405,"figure structure, structure shown, shown figure, shown figure structure, shown, structure shown figure, structure process shown, figure structure process, structure, process shown figure",2,Computer System Structures,0.1148594078227854
406,"register, set register, register register, register set, multiple set register, multiple set, provide multiple, count register register, register count register, count register",13,Distributed Systems and Networking,0.11687846984412553
407,"solaris, version solaris, later version solaris, solaris commercial, solaris implementation, venus, sun, solaris operating, later version, refer solaris",10,File System Implementation,0.33287458242762263
408,"packet, tcp, protocol, reliable, datagram, unreliable, reliable transport, outoforder packet, reliable transport protocol, received packet",12,Mass Storage Structures,0.0787329532627901
409,"circular wait, circular, boundedwaiting, circularwait, boundedwaiting requirement, wait, condition, boundedwaiting requirement met, circularwait scheme, circular wait condition",0,Introduction to Operating Systems,0.0
410,"provided operating, service provided operating, call, service, call provide, operating service, service provided, service available operating, call provide interface, provide interface service",28,System Calls and API,0.13115503811528995
411,"hydra, amplification, hydra hydra, powerful hydra, type amplification, kind right, right amplification, kind right amplification, hydra solves, hydra solves problem",0,Introduction to Operating Systems,0.0
412,"unsafe, safe, safe state, unsafe state, state unsafe, state, state safe, state safe state, state guarantee, safe state unsafe",27,System Boot and Initialization,0.08646372928912364
413,"russinovich, russinovich russinovich, russinovich russinovich russinovich, alexander, ohallaron russinovich, russinovich russinovich bryant, smith alexander part, russinovich solomon, russinovich bryant ohallaron, smith alexander",0,Introduction to Operating Systems,0.0
414,"peertopeer, peer, clientserver, napster, node, peertopeer computing, peertopeer configuration, gnutella, skype, exchange file",9,File Systems and Storage Management,0.47039038188780763
415,"linux kernel, kernel version, linux kernel version, revision, version, linux, minorversion, number denotes, minorversion number, kernel",24,Case Study: The Linux Operating System,0.6479087617235164
416,"nonvolatile, content power, volatile, loses content, power turned, nonvolatile ram, lost, loses, content, content power turned",18,Distributed Multimedia Systems,0.07970241941195917
417,"replace page, replace, replaced, replaced page, longest, page replaced, given second chance, given second, replace page longest, page longest period",8,Memory Management: Virtual Memory,0.2516794813284454
418,"process creation, creation, process created, process object, new process, created, create process, create new process, minimizes number, pursuing detail",0,Introduction to Operating Systems,0.3135069244399154
419,"information information, information, issue save, interested thing, interested response come, information technical identification, interested response, information tanenbaum wetherall, information useful, interested thing information",0,Introduction to Operating Systems,0.0
420,"sequence, sequence sequence, sequence event, insert sequence, sequence ending possibility, sequence event follows, increase potential consistency, guarantee completion sequence, guaranteed work let, insert sequence field",23,Real-Time and Embedded Systems,0.2206881320823914
421,"blocking call, nonblocking, blocking, call, asynchronous call, nonblocking call, unblock, call called, call alternative, problem blocking call",0,Introduction to Operating Systems,0.0
422,"ready queue, queue, ready, process ready queue, run queue, process ready, perprocessor, scheduler select process, cpu scheduler select, local run",0,Introduction to Operating Systems,0.225404085627212
423,"development edition, love linux kernel, development edition developer, kernel development edition, developer library, linux kernel development, edition developer library, edition developer, love linux, kernel development",24,Case Study: The Linux Operating System,0.6479087617235164
424,"guest, guest operating, guest process, guest run, native operating, host guest, process guest, guest operating system, native operating system, operating system running",27,System Boot and Initialization,0.23521086170763614
425,"fortran, fortran compiler, cobol, compiler, fortran cobol, fortran job, load fortran, fortran program, compiler tape, set fortran",3,Processes and Threads,0.38844063103835946
426,"mcdougall, mauro mcdougall, mauro, mcdougall mauro mcdougall, mcdougall mauro, mauro mcdougall mauro, mcdougall mcdougall mauro, mauro mcdougall mcdougall, mcdougall mcdougall, mmu mcdougall",0,Introduction to Operating Systems,0.0
427,"hadoop, mapreduce, gfs, hadoop framework, hadoop distributed, data server, distributed, framework, file chunk, apache",15,Distributed File Systems,0.3712376812016106
428,"program execution, execution process, program execution process, execution, process program execution, process program, associated program considered, program considered separate, considered separate, process associated program",3,Processes and Threads,0.5099123851164564
429,"chapter synchronization, chapter synchronization tool, synchronization, synchronization tool, chapter synchronization example, synchronization example, tool, chapter, synchronization problem, large class problem",4,Process Synchronization,0.30485779979355865
430,"shared page, sharing, sharing page, shared, page sharing, page containing unrelated, unrelated shared, unrelated shared variable, containing unrelated, sharing library",16,Distributed Shared Memory,0.33162387204104377
431,"decade, development, gone, history, repeat, generation, world, period decade, personal difference, one emerged theme",0,Introduction to Operating Systems,0.0
432,"point, point bedroom, point important worth, west point site, street elementary school, stuck street elementary, stuck street, point stuck, neighborhood west point, point site",6,Deadlocks and Deadlock Handling,0.10275594781425726
433,"killer, outofmemory, outofmemory killer, oom, android outofmemory killer, android outofmemory, kill, oom adj, adj, linux outofmemory killer",26,Case Study: Android Operating System,0.5305472494385011
434,"cloud chap, virtualization cloud chap, virtualization cloud, cloud, chap virtualization, cloud chap virtualization, chap virtualization cloud, virtualization, chap, hypervisor virtualization cloud",22,Virtualization and Hypervisors,0.38355136660678163
435,"tick, page referenced, clock, referenced, clock tick, current clock tick, referenced current clock, referenced current, page referenced current, current clock",8,Memory Management: Virtual Memory,0.2516794813284454
436,"message, copydata, copy message, copying, copying message, copied, copy, message sent, message copied, new block",14,Distributed Coordination and Communication,0.35544782131925795
437,"hypervisors, hypervisor, bios bios, hypervisor operating, type hypervisor, bios, type hypervisors, bios bios bios, type, hypervisor needed",27,System Boot and Initialization,0.33048986205224473
438,"message queue, queue, message, adjacent module, queue adjacent module, queue adjacent, adjacent, program message queue, message queue associated, program message",14,Distributed Coordination and Communication,0.3300250169208796
439,"pipe, file pipe, pipe read, readfile writefile function, writefile function, process file pipe, readfile writefile, pipe accomplished, writefile, writing pipe",9,File Systems and Storage Management,0.6680856124092598
440,"request request request, request request, request, suppose request buddy, help suppose, complete opened, marked completed, buddy satisfy request, buddy satisfy, available request request",8,Memory Management: Virtual Memory,0.08389316044281515
441,"cluster, clustering, system cluster, traffic flow, parallel cluster, node, clusterbased, clustered, oracle, running application",26,Case Study: Android Operating System,0.34319808550961184
442,"segmentation, pure segmentation, segmentation paging, pure, paging, segment, descriptor segment, paging segmentation, descriptor, paging disabled",8,Memory Management: Virtual Memory,0.474571381154285
443,"mutual exclusion, exclusion, mutual, achieving mutual, achieving mutual exclusion, mutualexclusion, exclusion mutual exclusion, strict alternation, exclusion mutual, mutual exclusion mutual",0,Introduction to Operating Systems,0.0
444,"volume, volume directory, specify volume, unmounted volume, separate volume, mounted volume, mounted, unmounted, file volume, filesystem volume",9,File Systems and Storage Management,0.5100378394069689
445,"signature, digital, digital signature, hash, hash function, sign, authenticity, digitally, denning, signing",0,Introduction to Operating Systems,0.0
446,"zombie, botnets, website, malware, spam, criminal, criminal activity, botnet, zombie army, army",0,Introduction to Operating Systems,0.0
447,"openmp, directive, compiler directive, omp, parallel, pragma, pragma omp, omp parallel, pragma omp parallel, parallel region",0,Introduction to Operating Systems,0.0
448,"mode, switch, kernel mode, corresponding kernel, mode thread, kernel thread, user mode, switch corresponding, user thread, corresponding kernel thread",1,Operating System Structures and Components,0.41056118548910314
449,"bcc, ebpf, toolkit, bcc toolkit, tracing, bpf, ebpf instruction, tool, python, inserted running",0,Introduction to Operating Systems,0.0
450,"cpu scheduling, chapter cpu, chapter cpu scheduling, scheduling chapter, cpu scheduling chapter, scheduling chapter cpu, scheduling, chapter, figure chapter cpu, cpu",5,CPU Scheduling,0.7585289583145501
451,"license, licensee, software, licensing issue software, description module, licensor, description module author, company license, license count, module author",28,System Calls and API,0.3439529944331668
452,"acyclicgraph, acyclic, graph, acyclicgraph directory, acyclic graph, acyclicgraph directory structure, general graph, general graph directory, acyclicgraph structure, graph directory",9,File Systems and Storage Management,0.07993982603705396
453,"ack, data packet, packet, seq, ack packet, waiting ack, data ack, seq data, resend, timeout waiting ack",10,File System Implementation,0.24749484657848977
454,"library procedure, library, procedure, call, collection library procedure, collection library, calling library, calling library procedure, library call, normally library procedure",0,Introduction to Operating Systems,0.0
455,"search, linear search, linear, searching, speed searching, search time, large directory, long, directory, longest matchfor example",23,Real-Time and Embedded Systems,0.21197569639548652
456,"node, process node, overloaded, node overloaded, node looking, process node process, overloaded node, node process node, assume node, process assigned node",0,Introduction to Operating Systems,0.3135069244399154
457,"unicode, ascii, milli, ascii unicode, string, characterstring, character, character set, micro, letter",0,Introduction to Operating Systems,0.0
458,"raw mode, raw, mode, canonical mode, cooked mode, discipline, terminal, cooked, canonical, line discipline",0,Introduction to Operating Systems,0.0
459,"memoryaccess time, memoryaccess, effective, nanosecond, time nanosecond, memory access, access time, effective memory access, effective memoryaccess, effective memoryaccess time",23,Real-Time and Embedded Systems,0.31292228103548697
460,"interface, interface simple, interface user interface, interface described, interface interface, generator, interface user, generator stub generator, interface carefully, interface carefully designed",28,System Calls and API,0.33630872013996493
461,"copy file, program copy, abc xyz, xyz, file file copy, program copy file, copy, copyfile, abc, destination file",9,File Systems and Storage Management,0.6591681134178131
462,"macintosh, apple, gui, steve job, apple macintosh, steve, xerox, lisa, brainchild steve, job apple fame",25,Case Study: Microsoft Windows Operating System,0.22501003907601863
463,"pointer, function pointer, object type contains, type contains, type contains pointer, function passed pointer, pointer function table, passed pointer, contains pointer function, function",0,Introduction to Operating Systems,0.0
464,"distributed file, distributed, distributed file system, distributed look like, file system, distributed look, file distributed, use today, design, investigate basic",15,Distributed File Systems,0.5985318530817167
465,"chopstick, philosopher, pick chopstick, philosopher pick, pick, right chopstick, hungry, left chopstick, chopstick time, chopstick available",23,Real-Time and Embedded Systems,0.34645782805948777
466,"cycle, graph, cycle graph, cycle algorithm, contain cycle, contains cycle, graph contains cycle, graph contains, algorithm detect cycle, detecting cycle",0,Introduction to Operating Systems,0.0
467,"trojan, horse, trojan horse, trojan horse attack, containing trojan, horse attack, trojan horse run, called trojan horse, horse run, variation trojan",22,Virtualization and Hypervisors,0.09588784165169541
468,"abstraction, away concept, abstracted away, abstracted away concept, create abstraction, operating abstraction, abstracted, process abstraction, abstraction memory, job operating",8,Memory Management: Virtual Memory,0.2891530203193604
469,"function function, function, predecessor function, predecessor, void, know void, infeasible void us, infeasible void, know void function, exist result",0,Introduction to Operating Systems,0.0
470,"student, chair, hallway, help, helping student, chair hallway, office hour, helping, office, helping student student",0,Introduction to Operating Systems,0.0
471,"memory address, address generated, generated running, sequence memory address, interested sequence, interested sequence memory, memory address interested, generated running program, address generated running, address interested",16,Distributed Shared Memory,0.5655627528543444
472,"character, buffered, character buffered, character time, character stream, read character, character typed, block character, lost host wait, typed buffered shell",23,Real-Time and Embedded Systems,0.5205992294365145
473,"chapter deadlock, deadlock, deadlock chapter, deadlock chapter deadlock, figure chapter deadlock, chapter, deadlock figure chapter, chapter deadlock figure, acquirelock, releaselock",4,Process Synchronization,0.33363436231317944
474,"content provider, provider, contentresolver, content, uri, query, contentresolver method, content provider application, provider application, emailprovider",26,Case Study: Android Operating System,0.15441892353203446
475,"nmap, scanning, port scanning, port, vulnerability, port scanner, insecure orgnmap, like nmap, httpwww insecure orgnmap, tool like nmap",2,Computer System Structures,0.09835436586067958
476,"mckusick, mckusick mckusick, mckusick mckusick mckusick, file mckusick, fast file mckusick, described mckusick, berkeley fast file, berkeley fast, berkeley, fast file",9,File Systems and Storage Management,0.7575312657593908
477,"linux chapter linux, linux chapter, chapter linux, chapter linux chapter, chapter, chapter chapter, linux, mach chapter appeared, shall chapter chapter, consider system chapter",24,Case Study: The Linux Operating System,0.6645523392880678
478,"shared library, library, shared, shared library come, library come, library libc, libc, world referred dll, mapping mechanism, making executable file",16,Distributed Shared Memory,0.25040927592967427
479,"internal fragmentation, fragmentation, internal, page size, large page, large page size, size, small page size, table size, small page",8,Memory Management: Virtual Memory,0.2516794813284454
480,"lseek, position, file position, lseek change, file current position, value position pointer, lseek parameter file, file value returned, lseek absolute position, write begin",9,File Systems and Storage Management,0.7575312657593908
481,"character device, device character, device character device, block device character, character, block device, device, characterdevice driver, block character device, characterdevice",11,I/O Systems and Device Management,0.6456086634917768
482,"transition, state, diagram, state process, state diagram, event shown, shown transition, sequence event shown, state shown transition, process state",27,System Boot and Initialization,0.14780734440108123
483,"switch, omega, omega network, crossbar switch, crossbar, switch omega, switch omega network, switching, switching network, topology",17,Network Structures and Protocols,0.6963340764769544
484,"pid, table given, table given pid, process table given, identifies process, code searching, pid use, given pid, pid manager, pid process",0,Introduction to Operating Systems,0.2868022345849328
485,"multilevel, feedback queue, multilevel feedback queue, multilevel feedback, feedback, queue, queue scheduling, multilevel queue, multilevel queue scheduling, queue scheduling algorithm",5,CPU Scheduling,0.8045379548073075
486,"redirection, redirected, input, output, input output, output program input, output redirected, input output redirection, output redirection, redirects",11,I/O Systems and Device Management,0.12432712921306602
487,"computer, personal computer, personal, million people, early personal, early personal computer, company university, early, million, minicomputer",7,Memory Management: Early Systems,0.2314749049018154
488,"commandready bit, commandready, busy bit, busy, host set, bit command, dataout register, dataout, bit status, status register",0,Introduction to Operating Systems,0.0
489,"migration, computation migration, computation, process migration, migration process migration, migration process, computation migration process, data migration, migration computation, migration computation migration",0,Introduction to Operating Systems,0.3061707296127972
490,"encryption, individual file, bitlocker, file entire, encrypted, efs, file entire volume, content read unauthorized, read unauthorized, content read",9,File Systems and Storage Management,0.43703600839579454
491,"port set, port, message port, message, message port set, passed message, received, operation object, receive message, port received",14,Distributed Coordination and Communication,0.3300250169208796
492,"pipe, child, pipe parent, end pipe, inherit, write end, child process, writing pipe, handle pipe, parent",0,Introduction to Operating Systems,0.3135069244399154
493,"ntos, layer ntos, executive, layer, kernel layer ntos, kernel layer, ntos kernel, ntoskrnl exe, ntoskrnl, ntos executive",1,Operating System Structures and Components,0.30601423989217824
494,"strategy, strategy system, applicable, situation, relocated strategy, way strategy applicable, strategy situation section, strategy sufficient, organizing list, planning needed following",28,System Calls and API,0.4164706882712118
495,"edu, yale, yale edu, www, eric, edu server, yale university, eric yale, eric yale edu, host",0,Introduction to Operating Systems,0.0
496,"granted immediately request, arrives request, arrives request granted, thread arrives, thread arrives request, request thread arrives, request thread, request granted, request, immediately request",0,Introduction to Operating Systems,0.0
497,"multicomputers, multiprocessor multicomputers, multiprocessor, system multiprocessor, perspective, distributed system, precisely, multicomputers like, multicomputers distributed, multiprocessor modern",14,Distributed Coordination and Communication,0.3390985135548213
498,"moore, law, moore law, transistor, number transistor, exponential growth, intel cofounder gordon, double month, cofounder gordon moore, cofounder gordon",0,Introduction to Operating Systems,0.0
499,"create window, view created, function createprocess, createprocess, process creation, win, window, creation, current process, forthcoming alternative example",0,Introduction to Operating Systems,0.3135069244399154
500,"field, field important field, field important, important field, field needed, fourth field field, field present finally, lpfnwndproc long research, necessary information field, field provide necessary",13,Distributed Systems and Networking,0.09240054353568543
501,"router, packet, destination, need packet, need packet need, packet need, packet router, destination network, destination address, extract destination address",17,Network Structures and Protocols,0.6963340764769544
502,"policy mechanism, separation, separation policy mechanism, separation policy, policy, mechanism policy, policy mechanism important, mechanism important, mechanism, mechanism important flexibility",0,Introduction to Operating Systems,0.0
503,"fat, exfat, fat file, fat fat, extension fat, exfat modern, msdos fat file, msdos, msdos fat, bit disk address",9,File Systems and Storage Management,0.5353569980386294
504,"unlink, deleted, removed unlink, file deleted, link, removed, link file, unlink link, unlink link file, removed unlink link",9,File Systems and Storage Management,0.7575312657593908
505,"sorted, fifo, list, fifo ordering, request list, lifo, ordering, list sorted, fifo order, order",0,Introduction to Operating Systems,0.0
506,"pipe, write program unix, unix window pipe, program unix window, window pipe, pipe write program, function described, shell pipeline, program unix, pipeline",3,Processes and Threads,0.38844063103835946
507,"grouped, category, file grouped, category file, divided category, file directory, convenience, directory, structure file, natural way roughly",9,File Systems and Storage Management,0.6436121998036167
508,"memory barrier, application error, memory management management, protected memory, management management, store operation, barrier, memory protection, guard, protected",7,Memory Management: Early Systems,0.5371378264334692
509,"database, database example, database record, database system, adapter, image recorded, engine described salomie, important example small, exact location database, example model access",19,Security and Protection in Operating Systems,0.20157012621476775
510,"executed executed, executed executed executed, executed, fully executed, executed fully executed, executed fully, shown figure code, figure code, process shown figure, process shown",0,Introduction to Operating Systems,0.3135069244399154
511,"chapter process, chapter process chapter, chapter, process chapter, process chapter process, chapter system, variety reason chapter, issue responds quickly, java net chapter, work chapter process",0,Introduction to Operating Systems,0.30451334185711165
512,"kernel buffer, packet, copied, packet copied, copy packet, kernel copy, buffer step, destination cpu, kernel copy packet, packet kernel buffer",1,Operating System Structures and Components,0.2951661035297922
513,"token, access token, token thread, process access token, token process, token belonging user, token effective, token belonging, effective token, threadspecific token",0,Introduction to Operating Systems,0.18138495428158075
514,"transaction, target, submits, target transaction, rewrite transaction, receiving process, objecta, submits kernel, submits transaction, receiving",1,Operating System Structures and Components,0.2244453149863028
515,"owned user read, process owned user, process owned, owned user, user read, access file, say process owned, user read file, entry say process, entry say",0,Introduction to Operating Systems,0.3016340781347312
516,"readerwriter, readerwriter lock, lock, slim, reader writer, reader, writer, lock favor reader, multiple reader, readerwriter lock favor",13,Distributed Systems and Networking,0.09240054353568543
517,"bus, bus bus, typical bus structure, typical bus, bus structure, wire, bus architecture, method speed, method speed throughput, pci mean send",2,Computer System Structures,0.2095276522698724
518,"version version, version version version, version, version beginning version, version beginning, beginning version, beginning version version, beginning, version previous version, starter let look",10,File System Implementation,0.09302752760164179
519,"proc, proc file, entry proc, kernel module, prochello, module, procjiffies, entry proc file, module creates, kernel module creates",9,File Systems and Storage Management,0.4962262272703475
520,"synchronous, gelernter, asynchronous, synchronous asynchronous, carriero, asynchronous communication, communication, carriero gelernter, synchronous asynchronous synchronous, communication synchronous",13,Distributed Systems and Networking,0.27571074087072195
521,"graph, resource graph, allocation graph, resource allocation graph, resource, example resource, resource allocation, resource graph resource, graph resource, graph sort illustrated",0,Introduction to Operating Systems,0.3208126050830609
522,"fig model, model fig, model fig model, model, model illustrated, fig, fig model fig, model shown fig, model illustrated fig, model shown",17,Network Structures and Protocols,0.2331010120994602
523,"thrashing, prevent thrashing, thrashing stop, prevent thrashing thrashing, paging executing, time paging executing, thrashing thrashing, time paging, stop process, stop",8,Memory Management: Virtual Memory,0.2819374780225939
524,"music, music perceptible, importance, perceptible, launcher, android, foreground, android process, app, stack persistent email",26,Case Study: Android Operating System,0.5549395228052626
525,"stack, return address, pushed, pushed stack, pop, activation record, address pushed stack, return, variable return address, parameter local variable",0,Introduction to Operating Systems,0.0
526,"sign, computing, computer, period time prototype, russian said time, software mind, productivity decade, productivity decade time, programmer sign, programmer sign block",23,Real-Time and Embedded Systems,0.45626148696983887
527,"byte page, byte, page byte, byte page msec, page msec load, msec load, page msec, byte page byte, byte page table, example byte",8,Memory Management: Virtual Memory,0.2516794813284454
528,"parameter, createprocess, parameter passed createprocess, passed createprocess, startupinfo, parameter passed, createprocess parameter, handle creator, created process, information structure",0,Introduction to Operating Systems,0.18891301020863105
529,"resident monitor, resident, control card, monitor, card, control, transfer control, resident monitor program, program run, monitor program",3,Processes and Threads,0.2813545213899684
530,"gdt, ldt, ldt gdt, selector, descriptor table, descriptor, segment, gdt entry, table gdt, global descriptor",0,Introduction to Operating Systems,0.0
531,"optimization, obviously going problem, optimized code bigger, method produce, notwithstanding place, optimization complex optimization, method produce accurate, optimization harm, make harder adapt, lead bug important",29,Operating System Performance Monitoring and Tuning,0.27250665230341115
532,"graph, graph figure, edge graph, consider graph figure, consider graph, graph shown figure, figure graph, graph shown, figure illustrate, edge",0,Introduction to Operating Systems,0.0
533,"interrupt, interrupt remapping, remapping, guest, virtual machine interrupt, instance guest, machine interrupt, suppose instance guest, suppose instance, destined",11,I/O Systems and Device Management,0.3175738018183359
534,"malware, criminal, spread, piece malware checked, purpose company release, program combat, publicized newspaper large, malware vastly, prefer work publicized, question people",3,Processes and Threads,0.2746690042956057
535,"example example, example example example, accident, example, consider example, example second example, consider restaurant consider, consider restaurant, consider example example, accident example example",0,Introduction to Operating Systems,0.0
536,"procedure, frame procedure, stack contains, stack, contains frame procedure, frame procedure called, procedure call procedure, stack contains frame, procedure called returned, called returned",0,Introduction to Operating Systems,0.0
537,"gpus, gpu, likely operating run, traffic likely operating, instruction multiple data, single instruction multiple, encryption processing network, run gpus, traffic likely, instruction multiple",17,Network Structures and Protocols,0.18164962692369963
538,"lottery, ticket, lottery scheduling, lottery ticket, winning, ticket chosen, chance winning, ticket get, ticket chosen random, process holding ticket",5,CPU Scheduling,0.7155719889158036
539,"stream, write queue, driver end, queue write, read queue, read queue write, queue write queue, stream head, stream module, write queue read",0,Introduction to Operating Systems,0.0
540,"superblock, superblock object, inodes, information superblock, superblock object represents, superblock contains, object represents, identify filesystem type, typical information superblock, inodes doubled",0,Introduction to Operating Systems,0.0
541,"ext, linux ext, extended file, file ext, ext file, ext linux, linux ext file, ext ext, file linux, disk layout",24,Case Study: The Linux Operating System,0.6349280898183223
542,"polling, poll, busywaiting, polling busy waiting, polling busy, device ready service, busy waiting, busy, ready service, device ready",11,I/O Systems and Device Management,0.42965137611104814
543,"user user, consider user user, consider user, interfere consider user, incorrect idea long, user free irresistible, thing user free, user general mr, user disgust continuous, inherent incorrect",1,Operating System Structures and Components,0.30601423989217824
544,"program associated, kernel provide, directly kernel, kernel, running kernel, kernel type program, kernel simplest level, kernel subsystem kernel, kernel type, leaf environment",1,Operating System Structures and Components,0.29321798569492374
545,"component, different component, level abstraction, need expensive highperformance, semantics us, expensive highperformance, expensive highperformance component, produce naming scheme, produce naming, process taking ibis",15,Distributed File Systems,0.2864021996044867
546,"client process, client, messenger service, messenger, client process sends, message server, process sends message, message, process sends, server",14,Distributed Coordination and Communication,0.24385566516635682
547,"lion, zebra, acacia, tweeter, lion zebra, acacia tree, cat, woofer, animal, dog",0,Introduction to Operating Systems,0.0
548,"stable, cpu crash, crash, write completes, stable write, stable write completes, crash occurs, stable storage, completes, invalid block",2,Computer System Structures,0.4374201601844511
549,"internet, internet cafe, cafe, internet tl wide, log remote computer, incredibly rapid growth, internet cafe distant, indirectly log remote, internet banking engage, internet simplified view",15,Distributed File Systems,0.214801649703365
550,"elf, elf format, format, file main, report main, main report, file main report, command file main, report main elf, main report main",9,File Systems and Storage Management,0.7575312657593908
551,"starvation, starvation problem, deadlock livelock starvation, livelock starvation, starvation avoided, starvation avoided firstcome, avoided firstcome firstserved, avoided firstcome, deadlock livelock, farmer",4,Process Synchronization,0.33363436231317944
552,"mach, mach mach, accent operating, accent, trace ancestry accent, mellon university cmu, developed carnegie, trace ancestry, ancestry accent operating, ancestry accent",26,Case Study: Android Operating System,0.16935186540367633
553,"page fault, page fault kernel, fault kernel, fault, thread cause page, cause page fault, cause page, thread cause, incurs page, incurs page fault",8,Memory Management: Virtual Memory,0.24512616911804425
554,"binder, android, ipc, android binder, binder ipc, rpcs, binder framework, android operating, android binder ipc, ipc process running",26,Case Study: Android Operating System,0.6624068557504774
555,"compression, memory compression, compressed, alternative paging, compression process, memory compression process, store manager, compressed memory, paging, macos supported memory",8,Memory Management: Virtual Memory,0.39589199911993983
556,"global variable, global, variable, variable global variable, variable global, local variable global, globalbufptr, local variable, language way expressing, read global",0,Introduction to Operating Systems,0.0
557,"counter, shift register, shift, value counter, counter counter, referenced, page referenced, number knob, number right set, number knob associated",8,Memory Management: Virtual Memory,0.2516794813284454
558,"alarm, alarm signal, alarm parameter, second second, alarm parameter second, parameter second, signal, second signal, signal canceled, second",0,Introduction to Operating Systems,0.0
559,"elevator, elevator algorithm, scheduling disk, disk request, disk request scan, algorithm scheduling disk, elevator algorithm scheduling, world elevator, scheduling disk request, request scan",5,CPU Scheduling,0.46719578996156697
560,"blocked, process running blocked, running blocked ready, blocked ready, running blocked, blocked state, ready, state process, work state paused, pause blocked state",27,System Boot and Initialization,0.16857553958832744
561,"user switch, user switch application, switch application, application time, away application, switch away application, switch application time, restart application, user switch away, switch away",26,Case Study: Android Operating System,0.2719475448853057
562,"file name, name, character, name limited, file name limited, name limited character, limited character, name shorter character, shorter character, name shorter",9,File Systems and Storage Management,0.7575312657593908
563,"input method, input, voice input, current input method, current input, application enabled, method, keyboard, installed application, keyboard mouse",26,Case Study: Android Operating System,0.10152020317349837
564,"external pager, pager, external, external pager notified, pager notified, external pager page, pager page, notified, policy largely determined, map allocate",8,Memory Management: Virtual Memory,0.22510897151691722
565,"data structure, structure, structure algorithm, data structure algorithm, data, like dynamic possible, possible complicated short, like dynamic, heavily important, form concrete data",10,File System Implementation,0.12980033629764365
566,"lost, data lost, storage failure, result lost, result lost data, failure, lost data, loss, storage medium, corrupted",12,Mass Storage Structures,0.3848869401355023
567,"queueing, sorted lba order, representation process scheduling, queue, sorted lba, lba order, queueing model, queue priority, representation process, lba",5,CPU Scheduling,0.5470405084410151
568,"disk partition, partition, fat, us bit disk, support disk, bit disk address, us bit, bit disk, advantage fat, largest disk partition",12,Mass Storage Structures,0.08299181974066741
569,"cpuscheduling, cpuscheduling algorithm, different cpuscheduling algorithm, different cpuscheduling, algorithm, realtime cpu, realtime cpu scheduling, realtime, cpu scheduling, criterion",5,CPU Scheduling,0.7037450699035607
570,"let consider, consider simple example, simple example, let consider simple, example let, consider simple, let, example illustrates scenario, illustrate answer appropriate, impossible example",0,Introduction to Operating Systems,0.0
571,"subsystem, window subsystem, environment subsystem, subsystem model, window subsystem linux, subsystem linux, operatingsystem personality, elf binary, environment, window",24,Case Study: The Linux Operating System,0.5682566798359479
572,"api, application programmer, available application programmer, api application, programmer, actual call, abi, application programming interface, application programming, available application",26,Case Study: Android Operating System,0.2643180171296104
573,"chapter protection, chapter, figure chapter protection, protection figure chapter, chapter protection figure, chapter protection need, protection, protection figure, protection need, chapter security",19,Security and Protection in Operating Systems,0.3475223760414394
574,"kerberos, ldap, active directory, kerberos network, kerberos network authentication, network authentication protocol, authentication protocol, authentication, network authentication, distributed naming",17,Network Structures and Protocols,0.36781702069779193
575,"zone, highmem, zone highmem, freearea, zone descriptor, free page, freearea freearea, zonedma, zonehighmem, zonenormal",8,Memory Management: Virtual Memory,0.2516794813284454
576,"number page fault, number page, page fault, fault, fault frame, page fault rate, fault rate, increase number, frame increase, number fault frame",8,Memory Management: Virtual Memory,0.2516794813284454
577,"interface keyboard, interface keyboard mouse, user interface keyboard, keyboard mouse monitor, mouse monitor, keyboard mouse, mouse, keyboard, user interface, monitor",28,System Calls and API,0.3128482538427139
578,"html, httpstandards ieee, described httpstools, httpsbtrfs wiki, wiki kernel, wiki, httpstandards ieee orgaboutget, orgaboutget, httpsbtrfs wiki kernel, orgaboutget html",1,Operating System Structures and Components,0.30601423989217824
579,"wafl, wafl file, file layout, example wafl, example wafl file, file concrete example, file example optimization, file huge, file random stablestorage, writeanywhere file layout",9,File Systems and Storage Management,0.7459400104039546
580,"release released, release, released, release released major, release released supported, alpha added, later release included, added release released, alpha added release, need second release",0,Introduction to Operating Systems,0.0
581,"sorting, mergesort, quicksort, sorting thread, sorted, sublists, sorting algorithm, quicksort mergesort, list sorting thread, list sorting",0,Introduction to Operating Systems,0.0
582,"barrier, barrier process, process approaching, barrier barrier, approaching barrier, execute barrier, process approaching barrier, approaching, process finish phase, execute barrier operation",0,Introduction to Operating Systems,0.3135069244399154
