Bucket Number,Bucket
548,"internet, internet cafe, cafe, internet tl wide, log remote computer, incredibly rapid growth, internet cafe distant, indirectly log remote, internet banking engage, internet simplified view"
549,"elf, elf format, format, file main, report main, main report, file main report, command file main, report main elf, main report main"
550,"starvation, starvation problem, deadlock livelock starvation, livelock starvation, starvation avoided, starvation avoided firstcome, avoided firstcome firstserved, avoided firstcome, deadlock livelock, farmer"
551,"mach, mach mach, accent operating, accent, trace ancestry accent, mellon university cmu, developed carnegie, trace ancestry, ancestry accent operating, ancestry accent"
552,"page fault, page fault kernel, fault kernel, fault, thread cause page, cause page fault, cause page, thread cause, incurs page, incurs page fault"
553,"binder, android, ipc, android binder, binder ipc, rpcs, binder framework, android operating, android binder ipc, ipc process running"
554,"compression, memory compression, compressed, alternative paging, compression process, memory compression process, store manager, compressed memory, paging, macos supported memory"
555,"global variable, global, variable, variable global variable, variable global, local variable global, globalbufptr, local variable, language way expressing, read global"
556,"counter, shift register, shift, value counter, counter counter, referenced, page referenced, number knob, number right set, number knob associated"
557,"alarm, alarm signal, alarm parameter, second second, alarm parameter second, parameter second, signal, second signal, signal canceled, second"
558,"elevator, elevator algorithm, scheduling disk, disk request, disk request scan, algorithm scheduling disk, elevator algorithm scheduling, world elevator, scheduling disk request, request scan"
559,"blocked, process running blocked, running blocked ready, blocked ready, running blocked, blocked state, ready, state process, work state paused, pause blocked state"
560,"user switch, user switch application, switch application, application time, away application, switch away application, switch application time, restart application, user switch away, switch away"
561,"file name, name, character, name limited, file name limited, name limited character, limited character, name shorter character, shorter character, name shorter"
562,"input method, input, voice input, current input method, current input, application enabled, method, keyboard, installed application, keyboard mouse"
563,"external pager, pager, external, external pager notified, pager notified, external pager page, pager page, notified, policy largely determined, map allocate"
564,"data structure, structure, structure algorithm, data structure algorithm, data, like dynamic possible, possible complicated short, like dynamic, heavily important, form concrete data"
565,"lost, data lost, storage failure, result lost, result lost data, failure, lost data, loss, storage medium, corrupted"
566,"queueing, sorted lba order, representation process scheduling, queue, sorted lba, lba order, queueing model, queue priority, representation process, lba"
567,"disk partition, partition, fat, us bit disk, support disk, bit disk address, us bit, bit disk, advantage fat, largest disk partition"
568,"cpuscheduling, cpuscheduling algorithm, different cpuscheduling algorithm, different cpuscheduling, algorithm, realtime cpu, realtime cpu scheduling, realtime, cpu scheduling, criterion"
569,"let consider, consider simple example, simple example, let consider simple, example let, consider simple, let, example illustrates scenario, illustrate answer appropriate, impossible example"
570,"subsystem, window subsystem, environment subsystem, subsystem model, window subsystem linux, subsystem linux, operatingsystem personality, elf binary, environment, window"
571,"api, application programmer, available application programmer, api application, programmer, actual call, abi, application programming interface, application programming, available application"
572,"chapter protection, chapter, figure chapter protection, protection figure chapter, chapter protection figure, chapter protection need, protection, protection figure, protection need, chapter security"
573,"kerberos, ldap, active directory, kerberos network, kerberos network authentication, network authentication protocol, authentication protocol, authentication, network authentication, distributed naming"
574,"zone, highmem, zone highmem, freearea, zone descriptor, free page, freearea freearea, zonedma, zonehighmem, zonenormal"
575,"number page fault, number page, page fault, fault, fault frame, page fault rate, fault rate, increase number, frame increase, number fault frame"
576,"interface keyboard, interface keyboard mouse, user interface keyboard, keyboard mouse monitor, mouse monitor, keyboard mouse, mouse, keyboard, user interface, monitor"
577,"html, httpstandards ieee, described httpstools, httpsbtrfs wiki, wiki kernel, wiki, httpstandards ieee orgaboutget, orgaboutget, httpsbtrfs wiki kernel, orgaboutget html"
578,"wafl, wafl file, file layout, example wafl, example wafl file, file concrete example, file example optimization, file huge, file random stablestorage, writeanywhere file layout"
579,"release released, release, released, release released major, release released supported, alpha added, later release included, added release released, alpha added release, need second release"
580,"sorting, mergesort, quicksort, sorting thread, sorted, sublists, sorting algorithm, quicksort mergesort, list sorting thread, list sorting"
581,"barrier, barrier process, process approaching, barrier barrier, approaching barrier, execute barrier, process approaching barrier, approaching, process finish phase, execute barrier operation"
582,"node, multicomputer, node node, main ram, ram, directorybased multiprocessor, directorybased, node multicomputer, node node node, cpu ram"
583,"object type, type object, object type object, object, type object type, instance object type, instance object, type, data type, instance allocated data"
584,"contrast, contrast process, contrast window, meaning contrast, mode invoke, machine contrast, executes user mode, extension assigns meaning, expose correspondence component, extension assigns"
585,"solomon, solomon solomon, solomon solomon solomon, solomon solomon press, solomon press solomon, solomon press, ring solomon solomon, ring solomon, press solomon, press"
586,"format string, format string attack, string attack, string, format, attack, attack exactly, string attack exactly, attack attack, attacker"
587,"lock, contention, block containing lock, contention relatively, thread attempting, thread attempting acquire, containing lock, number thread attempting, attempting acquire lock, contended lock"
588,"load operating, program loading, program load operating, loading, program load, load, loaded, loaded called control, null case commandline, loaded run program"
589,"reason, reason simple, looking reason include, simple people tend, reason simple reason, blush, tend insurance, tend insurance house, usually reason, usually reason reason"
590,"interface board, ram, board, network interface, destination ram, packet, outgoing, interface, unpin, outgoing packet"
591,"process table, ith row, process table process, processtable, ith, table process, look unmarked process, initialization thing like, row mark, slot table"
592,"page reference, reference, reference page, reference string, page reference string, reference string page, string page, string, fault, page"
593,"ipsec, vpns, private network, virtual private network, virtual private, private network vpns, network vpns, widely basis virtual, encryption packet, basis virtual"
594,"cube, hypercube, diameter, corresponding node, block cube, node, excellent delay property, excellent delay, fourdimensional cube built, hypercube illustrated cube"
595,"work work, work work allocationi, true step, work allocationi, allocationi finishi true, work allocationi finishi, finishi true step, allocationi finishi, finishi true, allocationi"
596,"mach, msg, message passing, passing, us message, sending receiving message, message passing example, function mach, passing example, mach message"
597,"java, java language, byte code, language, language like, python, java microsoft, illustrated develop, illustrated develop solution, introduce challenge java"
598,"file system designed, cluster, larger file, improve, norm, system designed, hard disk, file system, filesystem, file cluster file"
599,"listed fig, listed, one listed, one listed fig, fig listed, listed fig listed, fig listed fig, one, listed fig common, important one listed"
600,"semantics, unix semantics, semantics section, semantics standard, unix semantics section, semantic, session semantics, implemented, primarily category, rule widely implemented"
601,"acl, walter, acls, file acl, permission, entry acl, precedence, grant deny, finegrained assigned, example walter file"
602,"kernel log, log buffer, kernel log buffer, log, content kernel log, content kernel, dmesg, buffer, content, output content kernel"
603,"edge, claim edge, claim, assignment edge, request edge, assignment, edge called, graph, edge request, directed edge called"
604,"sent server, file sends, sent server file, file sent, message server, server, sends message server, file opened, server file, file closed"
605,"thompson, ritchie, ritchie thompson, unix ritchie, unix ritchie thompson, turing, joined dennis ritchie, joined dennis, thompson work, soon joined dennis"
606,"socket, close socket, date, connection received, connection received server, connection, received server, socket client, client, close"
607,"section recall, recall section, recall, section recall section, recall section recall, section, consists multiple device, earlier example section, exchange data common, data common recall"
608,"pnp, pnp manager, notification, manager, pnp manager sends, pnp manager support, manager support, manager sends, plugandplay, plugandplay manager operating"
609,"edition microsoft press, microsoft press, edition microsoft, ionescu window, ionescu window internals, window internals seventh, internals seventh, internals seventh edition, seventh edition microsoft, ionescu"
610,"access device, program access device, program access, mean able write, need access device, device unavailable, device unavailable open, remotely normally device, remotely normally, provide explicit facility"
611,"cf, scheduler, fair scheduler cf, scheduler cf, fair scheduler, completely fair scheduler, completely fair, fair, unix process scheduler, traditional unix process"
612,"voltage, cutting voltage, power, cutting, power consumption, energy, consumption, consumption cpu, drop original, drop original value"
613,"suspended, suspend, thread suspended, suspending, thread task, resume, resuming thread, suspend resume thread, resumed, suspend resume"
614,"discussed, discussed section, section discussed, discussed section logical, agreed discussed, agreed discussed section, course controversy, controversy everybody agreed, block discussed section, discussed section discussed"
615,"read value, writes, read writes, write, write move, write move byte, poll read instead, old loop, old loop write, writes similarly writes"
616,"committed, transaction, completed, completed transaction, logfile service, log, logfile, transaction completed, log file, journal"
617,"hole, fit, hole process, compaction, available memory, worst fit require, hole process inevitable, flag fit best, result wasted, fragment large"
618,"java, art, bytecode, dalvik, jni, native library, virtual machine java, dalvik bytecode, machine java, written java"
619,"safety, safety algorithm, sequence satisfies safety, sequence satisfies, satisfies safety, safe, satisfies, sequence, safe state, exists"
620,"special file, entry byte, field, padding, character special file, actual file, character special, length, block special file, special"
621,"fig process, process illustrated fig, process illustrated, process fig process, fig process illustrated, procedure fig, illustrated fig, fig note, fig, process fig"
622,"table entry, entry shown fig, entry shown, bit page table, valid invalid bit, page table entry, invalid bit, valid invalid, use bit, page table"
623,"goal, goal achieved, goal meet, right bat ultimate, requirement divided basic, set clear goal, known goal, goal little bit, goal accomplish, hard set clear"
624,"error, abnormally, error message, terminate abnormally, program terminated, error case, terminate, object program error, input want terminate, unexpected value variable"
625,"shell, background, running background, shell wait, command, wait, process finish, interpret command, process cooperating affect, job wanting input"
626,"linker, linker combine, executable, object file, executable file, binary executable file, combine, binary executable, binary, executable binary"
627,"user mode, mode, mode bit, subset, mode permit, mode added process, user mode performed, mode usermonitor mode, mode setting mode, mode switch user"
628,"processing core, percent parallel, processing, core, speedup, amdahls law, amdahls, percent, core processing core, percent parallel processing"
629,"concurrently, execute concurrently, process execute concurrently, process execute, subprocesses, execute, site, site node, number subprocesses run, site process subprocesses"
630,"exponential, average, exponential average, maximum value, exponential average following, implemented trick determining, following formula initial, formula initial defined, number second determine, exponential average commonly"
631,"us fast inexpensive, legal cost probably, us addition addition, add list possibility, cheap legal cost, addition internal us, exceeded expensive, different us fast, list possibility add, probably exceeded"
632,"inode, inodes, block inode, data block, inode block, use inodes like, group file parent, given inode possible, file requires disk, far inode"
633,"long process, mean process, partially complete execution, process involved work, short lived, second preventing process, short lived run, process twice, lived run completion, process running longer"
