problem_statement,titleslug,title,tags,num_occur
"Given an array of string words, return all strings in words that is a substring of another word. You can return the answer in any order. A substring is a contiguous sequence of characters within a string  ",string-matching-in-an-array,String Matching in an Array,"Array, String, String Matching",3
"There are n soldiers standing in a line. Each soldier is assigned a unique rating value. You have to form a team of 3 soldiers amongst them under the following rules:  Choose 3 soldiers with index (i, j, k) with rating (rating[i], rating[j], rating[k]). A team is valid if: (rating[i] < rating[j] < rating[k]) or (rating[i] > rating[j] > rating[k]) where (0 <= i < j < k < n).  Return the number of teams you can form given the conditions. (soldiers can be part of multiple teams).  ",count-number-of-teams,Count Number of Teams,"Array, Dynamic Programming, Binary Indexed Tree",3
"Given a binary tree root, return the maximum sum of all keys of any sub-tree which is also a Binary Search Tree (BST). Assume a BST is defined as follows:  The left subtree of a node contains only nodes with keys less than the node's key. The right subtree of a node contains only nodes with keys greater than the node's key. Both the left and right subtrees must also be binary search trees.   ",maximum-sum-bst-in-binary-tree,Maximum Sum BST in Binary Tree,"Dynamic Programming, Tree, Depth-First Search, Binary Search Tree, Binary Tree",3
"You are given an array of events where events[i] = [startDayi, endDayi]. Every event i starts at startDayi and ends at endDayi. You can attend an event i at any day d where startTimei <= d <= endTimei. You can only attend one event at any time d. Return the maximum number of events you can attend.  ",maximum-number-of-events-that-can-be-attended,Maximum Number of Events That Can Be Attended,"Array, Greedy, Sorting, Heap (Priority Queue)",3
"Design an algorithm that accepts a stream of integers and retrieves the product of the last k integers of the stream. Implement the ProductOfNumbers class:  ProductOfNumbers() Initializes the object with an empty stream. void add(int num) Appends the integer num to the stream. int getProduct(int k) Returns the product of the last k numbers in the current list. You can assume that always the current list has at least k numbers.  The test cases are generated so that, at any time, the product of any contiguous sequence of numbers will fit into a single 32-bit integer without overflowing.  ",product-of-the-last-k-numbers,Product of the Last K Numbers,"Array, Math, Design, Queue, Data Stream",3
"Given two numbers, hour and minutes, return the smaller angle (in degrees) formed between the hour and the minute hand. Answers within 10-5 of the actual value will be accepted as correct.  ",angle-between-hands-of-a-clock,Angle Between Hands of a Clock,Math,3
"An integer has sequential digits if and only if each digit in the number is one more than the previous digit. Return a sorted list of all the integers in the range [low, high] inclusive that have sequential digits.  ",sequential-digits,Sequential Digits,Enumeration,3
"The Tribonacci sequence Tn is defined as follows:  T0 = 0, T1 = 1, T2 = 1, and Tn+3 = Tn + Tn+1 + Tn+2 for n >= 0. Given n, return the value of Tn.  ",n-th-tribonacci-number,N-th Tribonacci Number,"Math, Dynamic Programming, Memoization",3
"Given the root of a binary tree with unique values and the values of two different nodes of the tree x and y, return true if the nodes corresponding to the values x and y in the tree are cousins, or false otherwise. Two nodes of a binary tree are cousins if they have the same depth with different parents. Note that in a binary tree, the root node is at the depth 0, and children of each depth k node are at the depth k + 1.  ",cousins-in-binary-tree,Cousins in Binary Tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",3
"You are given an m x n integer array grid where grid[i][j] could be:  1 representing the starting square. There is exactly one starting square. 2 representing the ending square. There is exactly one ending square. 0 representing empty squares we can walk over. -1 representing obstacles that we cannot walk over.  Return the number of 4-directional walks from the starting square to the ending square, that walk over every non-obstacle square exactly once.  ",unique-paths-iii,Unique Paths III,"Array, Backtracking, Bit Manipulation, Matrix",3
"Given an integer array nums and an integer k, return the number of non-empty subarrays that have a sum divisible by k. A subarray is a contiguous part of an array.  ",subarray-sums-divisible-by-k,Subarray Sums Divisible by K,"Array, Hash Table, Prefix Sum",3
"The chess knight has a unique movement, it may move two squares vertically and one square horizontally, or two squares horizontally and one square vertically (with both forming the shape of an L). The possible movements of chess knight are shown in this diagaram: A chess knight can move as indicated in the chess diagram below:  We have a chess knight and a phone pad as shown below, the knight can only stand on a numeric cell (i.e. blue cell).  Given an integer n, return how many distinct phone numbers of length n we can dial. You are allowed to place the knight on any numeric cell initially and then you should perform n - 1 jumps to dial a number of length n. All jumps should be valid knight jumps. As the answer may be very large, return the answer modulo 109 + 7.  ",knight-dialer,Knight Dialer,Dynamic Programming,3
"A parentheses string is valid if and only if:  It is the empty string, It can be written as AB (A concatenated with B), where A and B are valid strings, or It can be written as (A), where A is a valid string.  You are given a parentheses string s. In one move, you can insert a parenthesis at any position of the string.  For example, if s = ""()))"", you can insert an opening parenthesis to be ""(()))"" or a closing parenthesis to be ""())))"".  Return the minimum number of moves required to make s valid.  ",minimum-add-to-make-parentheses-valid,Minimum Add to Make Parentheses Valid,"String, Stack, Greedy",3
"Given an array of integers nums, sort the array in ascending order and return it. You must solve the problem without using any built-in functions in O(nlog(n)) time complexity and with the smallest space complexity possible.  ",sort-an-array,Sort an Array,"Array, Divide and Conquer, Sorting, Heap (Priority Queue), Merge Sort, Bucket Sort, Radix Sort, Counting Sort",3
"At a lemonade stand, each lemonade costs $5. Customers are standing in a queue to buy from you and order one at a time (in the order specified by bills). Each customer will only buy one lemonade and pay with either a $5, $10, or $20 bill. You must provide the correct change to each customer so that the net transaction is that the customer pays $5. Note that you do not have any change in hand at first. Given an integer array bills where bills[i] is the bill the ith customer pays, return true if you can provide every customer with the correct change, or false otherwise.  ",lemonade-change,Lemonade Change,"Array, Greedy",3
"You are given an array representing a row of seats where seats[i] = 1 represents a person sitting in the ith seat, and seats[i] = 0 represents that the ith seat is empty (0-indexed). There is at least one empty seat, and at least one person sitting. Alex wants to sit in the seat such that the distance between him and the closest person to him is maximized.  Return that maximum distance to the closest person.  ",maximize-distance-to-closest-person,Maximize Distance to Closest Person,Array,3
"You're given strings jewels representing the types of stones that are jewels, and stones representing the stones you have. Each character in stones is a type of stone you have. You want to know how many of the stones you have are also jewels. Letters are case sensitive, so ""a"" is considered a different type of stone from ""A"".  ",jewels-and-stones,Jewels and Stones,"Hash Table, String",3
"You are given a network of n nodes, labeled from 1 to n. You are also given times, a list of travel times as directed edges times[i] = (ui, vi, wi), where ui is the source node, vi is the target node, and wi is the time it takes for a signal to travel from source to target. We will send a signal from a given node k. Return the minimum time it takes for all the n nodes to receive the signal. If it is impossible for all the n nodes to receive the signal, return -1.  ",network-delay-time,Network Delay Time,"Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Shortest Path",3
"Given an array of integers nums, calculate the pivot index of this array. The pivot index is the index where the sum of all the numbers strictly to the left of the index is equal to the sum of all the numbers strictly to the index's right. If the index is on the left edge of the array, then the left sum is 0 because there are no elements to the left. This also applies to the right edge of the array. Return the leftmost pivot index. If no such index exists, return -1.  ",find-pivot-index,Find Pivot Index,"Array, Prefix Sum",3
"You are given an array prices where prices[i] is the price of a given stock on the ith day, and an integer fee representing a transaction fee. Find the maximum profit you can achieve. You may complete as many transactions as you like, but you need to pay the transaction fee for each transaction. Note: You may not engage in multiple transactions simultaneously (i.e., you must sell the stock before you buy again).  ",best-time-to-buy-and-sell-stock-with-transaction-fee,Best Time to Buy and Sell Stock with Transaction Fee,"Array, Dynamic Programming, Greedy",3
"Given an array of integers nums and an integer k, return the number of contiguous subarrays where the product of all the elements in the subarray is strictly less than k.  ",subarray-product-less-than-k,Subarray Product Less Than K,"Array, Sliding Window",3
"Design a HashSet without using any built-in hash table libraries. Implement MyHashSet class:  void add(key) Inserts the value key into the HashSet. bool contains(key) Returns whether the value key exists in the HashSet or not. void remove(key) Removes the value key in the HashSet. If key does not exist in the HashSet, do nothing.   ",design-hashset,Design HashSet,"Array, Hash Table, Linked List, Design, Hash Function",3
"On an n x n chessboard, a knight starts at the cell (row, column) and attempts to make exactly k moves. The rows and columns are 0-indexed, so the top-left cell is (0, 0), and the bottom-right cell is (n - 1, n - 1). A chess knight has eight possible moves it can make, as illustrated below. Each move is two cells in a cardinal direction, then one cell in an orthogonal direction.  Each time the knight is to move, it chooses one of eight possible moves uniformly at random (even if the piece would go off the chessboard) and moves there. The knight continues moving until it has made exactly k moves or has moved off the chessboard. Return the probability that the knight remains on the board after it has stopped moving.  ",knight-probability-in-chessboard,Knight Probability in Chessboard,Dynamic Programming,3
"You are asked to cut off all the trees in a forest for a golf event. The forest is represented as an m x n matrix. In this matrix:  0 means the cell cannot be walked through. 1 represents an empty cell that can be walked through. A number greater than 1 represents a tree in a cell that can be walked through, and this number is the tree's height.  In one step, you can walk in any of the four directions: north, east, south, and west. If you are standing in a cell with a tree, you can choose whether to cut it off. You must cut off the trees in order from shortest to tallest. When you cut off a tree, the value at its cell becomes 1 (an empty cell). Starting from the point (0, 0), return the minimum steps you need to walk to cut off all the trees. If you cannot cut off all the trees, return -1. Note: The input is generated such that no two trees have the same height, and there is at least one tree needs to be cut off.  ",cut-off-trees-for-golf-event,Cut Off Trees for Golf Event,"Array, Breadth-First Search, Heap (Priority Queue), Matrix",3
"Given the root of a binary search tree and the lowest and highest boundaries as low and high, trim the tree so that all its elements lies in [low, high]. Trimming the tree should not change the relative structure of the elements that will remain in the tree (i.e., any node's descendant should remain a descendant). It can be proven that there is a unique answer. Return the root of the trimmed binary search tree. Note that the root may change depending on the given bounds.  ",trim-a-binary-search-tree,Trim a Binary Search Tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",3
"Given a sorted integer array arr, two integers k and x, return the k closest integers to x in the array. The result should also be sorted in ascending order. An integer a is closer to x than an integer b if:  |a - x| < |b - x|, or |a - x| == |b - x| and a < b   ",find-k-closest-elements,Find K Closest Elements,"Array, Two Pointers, Binary Search, Sliding Window, Sorting, Heap (Priority Queue)",3
"Given a characters array tasks, representing the tasks a CPU needs to do, where each letter represents a different task. Tasks could be done in any order. Each task is done in one unit of time. For each unit of time, the CPU could complete either one task or just be idle. However, there is a non-negative integer n that represents the cooldown period between two same tasks (the same letter in the array), that is that there must be at least n units of time between any two same tasks. Return the least number of units of times that the CPU will take to finish all the given tasks.  ",task-scheduler,Task Scheduler,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), Counting",3
"You are given two binary trees root1 and root2. Imagine that when you put one of them to cover the other, some nodes of the two trees are overlapped while the others are not. You need to merge the two trees into a new binary tree. The merge rule is that if two nodes overlap, then sum node values up as the new value of the merged node. Otherwise, the NOT null node will be used as the node of the new tree. Return the merged tree. Note: The merging process must start from the root nodes of both trees.  ",merge-two-binary-trees,Merge Two Binary Trees,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",3
"You have a long flowerbed in which some of the plots are planted, and some are not. However, flowers cannot be planted in adjacent plots. Given an integer array flowerbed containing 0's and 1's, where 0 means empty and 1 means not empty, and an integer n, return true if n new flowers can be planted in the flowerbed without violating the no-adjacent-flowers rule and false otherwise.  ",can-place-flowers,Can Place Flowers,"Array, Greedy",3
"There is an m x n grid with a ball. The ball is initially at the position [startRow, startColumn]. You are allowed to move the ball to one of the four adjacent cells in the grid (possibly out of the grid crossing the grid boundary). You can apply at most maxMove moves to the ball. Given the five integers m, n, maxMove, startRow, startColumn, return the number of paths to move the ball out of the grid boundary. Since the answer can be very large, return it modulo 109 + 7.  ",out-of-boundary-paths,Out of Boundary Paths,Dynamic Programming,3
"Given two strings s1 and s2, return true if s2 contains a permutation of s1, or false otherwise. In other words, return true if one of s1's permutations is the substring of s2.  ",permutation-in-string,Permutation in String,"Hash Table, Two Pointers, String, Sliding Window",3
"Given a string s, reverse the order of characters in each word within a sentence while still preserving whitespace and initial word order.  ",reverse-words-in-a-string-iii,Reverse Words in a String III,"Two Pointers, String",3
"Given the root of a Binary Search Tree (BST), convert it to a Greater Tree such that every key of the original BST is changed to the original key plus the sum of all keys greater than the original key in BST. As a reminder, a binary search tree is a tree that satisfies these constraints:  The left subtree of a node contains only nodes with keys less than the node's key. The right subtree of a node contains only nodes with keys greater than the node's key. Both the left and right subtrees must also be binary search trees.   ",convert-bst-to-greater-tree,Convert BST to Greater Tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",3
"Given an integer array nums, return the number of reverse pairs in the array. A reverse pair is a pair (i, j) where:  0 <= i < j < nums.length and nums[i] > 2 * nums[j].   ",reverse-pairs,Reverse Pairs,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set",3
"We define str = [s, n] as the string str which consists of the string s concatenated n times.  For example, str == [""abc"", 3] ==""abcabcabc"".  We define that string s1 can be obtained from string s2 if we can remove some characters from s2 such that it becomes s1.  For example, s1 = ""abc"" can be obtained from s2 = ""abdbec"" based on our definition by removing the bolded underlined characters.  You are given two strings s1 and s2 and two integers n1 and n2. You have the two strings str1 = [s1, n1] and str2 = [s2, n2]. Return the maximum integer m such that str = [str2, m] can be obtained from str1.  ",count-the-repetitions,Count The Repetitions,"String, Dynamic Programming",3
"Serialization is converting a data structure or object into a sequence of bits so that it can be stored in a file or memory buffer, or transmitted across a network connection link to be reconstructed later in the same or another computer environment. Design an algorithm to serialize and deserialize a binary search tree. There is no restriction on how your serialization/deserialization algorithm should work. You need to ensure that a binary search tree can be serialized to a string, and this string can be deserialized to the original tree structure. The encoded string should be as compact as possible.  ",serialize-and-deserialize-bst,Serialize and Deserialize BST,"String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Search Tree, Binary Tree",3
"You are given two non-empty linked lists representing two non-negative integers. The most significant digit comes first and each of their nodes contains a single digit. Add the two numbers and return the sum as a linked list. You may assume the two numbers do not contain any leading zero, except the number 0 itself.  ",add-two-numbers-ii,Add Two Numbers II,"Linked List, Math, Stack",3
"Design a data structure to store the strings' count with the ability to return the strings with minimum and maximum counts. Implement the AllOne class:  AllOne() Initializes the object of the data structure. inc(String key) Increments the count of the string key by 1. If key does not exist in the data structure, insert it with count 1. dec(String key) Decrements the count of the string key by 1. If the count of key is 0 after the decrement, remove it from the data structure. It is guaranteed that key exists in the data structure before the decrement. getMaxKey() Returns one of the keys with the maximal count. If no element exists, return an empty string """". getMinKey() Returns one of the keys with the minimum count. If no element exists, return an empty string """".  Note that each function must run in O(1) average time complexity.  ",all-oone-data-structure,All O`one Data Structure,"Hash Table, Linked List, Design, Doubly-Linked List",3
"Given two non-negative integers, num1 and num2 represented as string, return the sum of num1 and num2 as a string. You must solve the problem without using any built-in library for handling large integers (such as BigInteger). You must also not convert the inputs to integers directly.  ",add-strings,Add Strings,"Math, String, Simulation",3
"Given a string s and an integer k, return the length of the longest substring of s such that the frequency of each character in this substring is greater than or equal to k.  ",longest-substring-with-at-least-k-repeating-characters,Longest Substring with At Least K Repeating Characters,"Hash Table, String, Divide and Conquer, Sliding Window",3
You are given two strings s and t. String t is generated by random shuffling string s and then add one more letter at a random position. Return the letter that was added to t.  ,find-the-difference,Find the Difference,"Hash Table, String, Bit Manipulation, Sorting",3
"Given an integer n, return an array ans of length n + 1 such that for each i (0 <= i <= n), ans[i] is the number of 1's in the binary representation of i.  ",counting-bits,Counting Bits,"Dynamic Programming, Bit Manipulation",3
"You are given an array of integers distance. You start at the point (0, 0) on an X-Y plane, and you move distance[0] meters to the north, then distance[1] meters to the west, distance[2] meters to the south, distance[3] meters to the east, and so on. In other words, after each move, your direction changes counter-clockwise. Return true if your path crosses itself or false if it does not.  ",self-crossing,Self Crossing,"Array, Math, Geometry",3
"Given an integer array nums, return an integer array counts where counts[i] is the number of smaller elements to the right of nums[i].  ",count-of-smaller-numbers-after-self,Count of Smaller Numbers After Self,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set",3
"Given an integer array nums, handle multiple queries of the following types:  Update the value of an element in nums. Calculate the sum of the elements of nums between indices left and right inclusive where left <= right.  Implement the NumArray class:  NumArray(int[] nums) Initializes the object with the integer array nums. void update(int index, int val) Updates the value of nums[index] to be val. int sumRange(int left, int right) Returns the sum of the elements of nums between indices left and right inclusive (i.e. nums[left] + nums[left + 1] + ... + nums[right]).   ",range-sum-query-mutable,Range Sum Query - Mutable,"Array, Design, Binary Indexed Tree, Segment Tree",3
"Given a 2D matrix matrix, handle multiple queries of the following type:  Calculate the sum of the elements of matrix inside the rectangle defined by its upper left corner (row1, col1) and lower right corner (row2, col2).  Implement the NumMatrix class:  NumMatrix(int[][] matrix) Initializes the object with the integer matrix matrix. int sumRegion(int row1, int col1, int row2, int col2) Returns the sum of the elements of matrix inside the rectangle defined by its upper left corner (row1, col1) and lower right corner (row2, col2).  You must design an algorithm where sumRegion works on O(1) time complexity.  ",range-sum-query-2d-immutable,Range Sum Query 2D - Immutable,"Array, Design, Matrix, Prefix Sum",3
"Design an iterator that supports the peek operation on an existing iterator in addition to the hasNext and the next operations. Implement the PeekingIterator class:  PeekingIterator(Iterator<int> nums) Initializes the object with the given integer iterator iterator. int next() Returns the next element in the array and moves the pointer to the next element. boolean hasNext() Returns true if there are still elements in the array. int peek() Returns the next element in the array without moving the pointer.  Note: Each language may have a different implementation of the constructor and Iterator, but they all support the int next() and boolean hasNext() functions.  ",peeking-iterator,Peeking Iterator,"Array, Design, Iterator",3
"Given the root of a binary tree, return all root-to-leaf paths in any order. A leaf is a node with no children.  ",binary-tree-paths,Binary Tree Paths,"String, Backtracking, Tree, Depth-First Search, Binary Tree",3
"Given a binary search tree (BST), find the lowest common ancestor (LCA) node of two given nodes in the BST. According to the definition of LCA on Wikipedia: “The lowest common ancestor is defined between two nodes p and q as the lowest node in T that has both p and q as descendants (where we allow a node to be a descendant of itself).”  ",lowest-common-ancestor-of-a-binary-search-tree,Lowest Common Ancestor of a Binary Search Tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",3
"Implement a last-in-first-out (LIFO) stack using only two queues. The implemented stack should support all the functions of a normal stack (push, top, pop, and empty). Implement the MyStack class:  void push(int x) Pushes element x to the top of the stack. int pop() Removes the element on the top of the stack and returns it. int top() Returns the element on the top of the stack. boolean empty() Returns true if the stack is empty, false otherwise.  Notes:  You must use only standard operations of a queue, which means that only push to back, peek/pop from front, size and is empty operations are valid. Depending on your language, the queue may not be supported natively. You may simulate a queue using a list or deque (double-ended queue) as long as you use only a queue's standard operations.   ",implement-stack-using-queues,Implement Stack using Queues,"Stack, Design, Queue",3
"Given an m x n binary matrix filled with 0's and 1's, find the largest square containing only 1's and return its area.  ",maximal-square,Maximal Square,"Array, Dynamic Programming, Matrix",3
"Write a function that takes the binary representation of an unsigned integer and returns the number of '1' bits it has (also known as the Hamming weight). Note:  Note that in some languages, such as Java, there is no unsigned integer type. In this case, the input will be given as a signed integer type. It should not affect your implementation, as the integer's internal binary representation is the same, whether it is signed or unsigned. In Java, the compiler represents the signed integers using 2's complement notation. Therefore, in Example 3, the input represents the signed integer. -3.   ",number-of-1-bits,Number of 1 Bits,"Divide and Conquer, Bit Manipulation",3
"Given the head of a linked list, return the list after sorting it in ascending order.  ",sort-list,Sort List,"Linked List, Two Pointers, Divide and Conquer, Sorting, Merge Sort",3
"You are given the root of a binary tree containing digits from 0 to 9 only. Each root-to-leaf path in the tree represents a number.  For example, the root-to-leaf path 1 -> 2 -> 3 represents the number 123.  Return the total sum of all root-to-leaf numbers. Test cases are generated so that the answer will fit in a 32-bit integer. A leaf node is a node with no children.  ",sum-root-to-leaf-numbers,Sum Root to Leaf Numbers,"Tree, Depth-First Search, Binary Tree",3
"Given an integer array nums where the elements are sorted in ascending order, convert it to a height-balanced binary search tree.  ",convert-sorted-array-to-binary-search-tree,Convert Sorted Array to Binary Search Tree,"Array, Divide and Conquer, Tree, Binary Search Tree, Binary Tree",3
"Given two integer arrays preorder and inorder where preorder is the preorder traversal of a binary tree and inorder is the inorder traversal of the same tree, construct and return the binary tree.  ",construct-binary-tree-from-preorder-and-inorder-traversal,Construct Binary Tree from Preorder and Inorder Traversal,"Array, Hash Table, Divide and Conquer, Tree, Binary Tree",3
"A valid IP address consists of exactly four integers separated by single dots. Each integer is between 0 and 255 (inclusive) and cannot have leading zeros.  For example, ""0.1.2.201"" and ""192.168.1.1"" are valid IP addresses, but ""0.011.255.245"", ""192.168.1.312"" and ""192.168@1.1"" are invalid IP addresses.  Given a string s containing only digits, return all possible valid IP addresses that can be formed by inserting dots into s. You are not allowed to reorder or remove any digits in s. You may return the valid IP addresses in any order.  ",restore-ip-addresses,Restore IP Addresses,"String, Backtracking",3
"Given a rows x cols binary matrix filled with 0's and 1's, find the largest rectangle containing only 1's and return its area.  ",maximal-rectangle,Maximal Rectangle,"Array, Dynamic Programming, Stack, Matrix, Monotonic Stack",3
"Given a string s consisting of words and spaces, return the length of the last word in the string. A word is a maximal substring consisting of non-space characters only.  ",length-of-last-word,Length of Last Word,String,3
"You are given a string s and an array of strings words. All the strings of words are of the same length. A concatenated substring in s is a substring that contains all the strings of any permutation of words concatenated.  For example, if words = [""ab"",""cd"",""ef""], then ""abcdef"", ""abefcd"", ""cdabef"", ""cdefab"", ""efabcd"", and ""efcdab"" are all concatenated strings. ""acdbef"" is not a concatenated substring because it is not the concatenation of any permutation of words.  Return the starting indices of all the concatenated substrings in s. You can return the answer in any order.  ",substring-with-concatenation-of-all-words,Substring with Concatenation of All Words,"Hash Table, String, Sliding Window",3
"A swap is defined as taking two distinct positions in an array and swapping the values in them. A circular array is defined as an array where we consider the first element and the last element to be adjacent. Given a binary circular array nums, return the minimum number of swaps required to group all 1's present in the array together at any location.  ",minimum-swaps-to-group-all-1s-together-ii,Minimum Swaps to Group All 1's Together II,"Array, Sliding Window",2
"A parentheses string is a non-empty string consisting only of '(' and ')'. It is valid if any of the following conditions is true:  It is (). It can be written as AB (A concatenated with B), where A and B are valid parentheses strings. It can be written as (A), where A is a valid parentheses string.  You are given a parentheses string s and a string locked, both of length n. locked is a binary string consisting only of '0's and '1's. For each index i of locked,  If locked[i] is '1', you cannot change s[i]. But if locked[i] is '0', you can change s[i] to either '(' or ')'.  Return true if you can make s a valid parentheses string. Otherwise, return false.  ",check-if-a-parentheses-string-can-be-valid,Check if a Parentheses String Can Be Valid,"String, Stack, Greedy",2
"There are n houses evenly lined up on the street, and each house is beautifully painted. You are given a 0-indexed integer array colors of length n, where colors[i] represents the color of the ith house. Return the maximum distance between two houses with different colors. The distance between the ith and jth houses is abs(i - j), where abs(x) is the absolute value of x.  ",two-furthest-houses-with-different-colors,Two Furthest Houses With Different Colors,"Array, Greedy",2
"A sentence consists of lowercase letters ('a' to 'z'), digits ('0' to '9'), hyphens ('-'), punctuation marks ('!', '.', and ','), and spaces (' ') only. Each sentence can be broken down into one or more tokens separated by one or more spaces ' '. A token is a valid word if all three of the following are true:  It only contains lowercase letters, hyphens, and/or punctuation (no digits). There is at most one hyphen '-'. If present, it must be surrounded by lowercase characters (""a-b"" is valid, but ""-ab"" and ""ab-"" are not valid). There is at most one punctuation mark. If present, it must be at the end of the token (""ab,"", ""cd!"", and ""."" are valid, but ""a!b"" and ""c.,"" are not valid). ",number-of-valid-words-in-a-sentence,Number of Valid Words in a Sentence,String,2
"A teacher is writing a test with n true/false questions, with 'T' denoting true and 'F' denoting false. He wants to confuse the students by maximizing the number of consecutive questions with the same answer (multiple trues or multiple falses in a row). You are given a string answerKey, where answerKey[i] is the original answer to the ith question. In addition, you are given an integer k, the maximum number of times you may perform the following operation:  Change the answer key for any question to 'T' or 'F' (i.e., set answerKey[i] to 'T' or 'F').  Return the maximum number of consecutive 'T's or 'F's in the answer key after performing the operation at most k times.  ",maximize-the-confusion-of-an-exam,Maximize the Confusion of an Exam,"String, Binary Search, Sliding Window, Prefix Sum",2
"Given an array of strings nums containing n unique binary strings each of length n, return a binary string of length n that does not appear in nums. If there are multiple answers, you may return any of them.  ",find-unique-binary-string,Find Unique Binary String,"Array, String, Backtracking",2
"You are given a 0-indexed array nums of distinct integers. You want to rearrange the elements in the array such that every element in the rearranged array is not equal to the average of its neighbors. More formally, the rearranged array should have the property such that for every i in the range 1 <= i < nums.length - 1, (nums[i-1] + nums[i+1]) / 2 is not equal to nums[i]. Return any rearrangement of nums that meets the requirements.  ",array-with-elements-not-equal-to-average-of-neighbors,Array With Elements Not Equal to Average of Neighbors,"Array, Greedy, Sorting",2
"You are given an m x n matrix maze (0-indexed) with empty cells (represented as '.') and walls (represented as '+'). You are also given the entrance of the maze, where entrance = [entrancerow, entrancecol] denotes the row and column of the cell you are initially standing at. In one step, you can move one cell up, down, left, or right. You cannot step into a cell with a wall, and you cannot step outside the maze. Your goal is to find the nearest exit from the entrance. An exit is defined as an empty cell that is at the border of the maze. The entrance does not count as an exit. Return the number of steps in the shortest path from the entrance to the nearest exit, or -1 if no such path exists.  ",nearest-exit-from-entrance-in-maze,Nearest Exit from Entrance in Maze,"Array, Breadth-First Search, Matrix",2
"A square triple (a,b,c) is a triple where a, b, and c are integers and a2 + b2 = c2. Given an integer n, return the number of square triples such that 1 <= a, b, c <= n.  ",count-square-sum-triples,Count Square Sum Triples,"Math, Enumeration",2
"Given two strings s and part, perform the following operation on s until all occurrences of the substring part are removed:  Find the leftmost occurrence of the substring part and remove it from s.  Return s after removing all occurrences of part. A substring is a contiguous sequence of characters in a string.  ",remove-all-occurrences-of-a-substring,Remove All Occurrences of a Substring,String,2
"Given a binary string s, return true if the longest contiguous segment of 1's is strictly longer than the longest contiguous segment of 0's in s, or return false otherwise.  For example, in s = ""110100010"" the longest continuous segment of 1s has length 2, and the longest continuous segment of 0s has length 3.  Note that if there are no 0's, then the longest continuous segment of 0's is considered to have a length 0. The same applies if there is no 1's.  ",longer-contiguous-segments-of-ones-than-zeros,Longer Contiguous Segments of Ones than Zeros,String,2
"There is a school that has classes of students and each class will be having a final exam. You are given a 2D integer array classes, where classes[i] = [passi, totali]. You know beforehand that in the ith class, there are totali total students, but only passi number of students will pass the exam. You are also given an integer extraStudents. There are another extraStudents brilliant students that are guaranteed to pass the exam of any class they are assigned to. You want to assign each of the extraStudents students to a class in a way that maximizes the average pass ratio across all the classes. The pass ratio of a class is equal to the number of students of the class that will pass the exam divided by the total number of students of the class. The average pass ratio is the sum of pass ratios of all the classes divided by the number of the classes. Return the maximum possible average pass ratio after assigning the extraStudents students. Answers within 10-5 of the actual answer will be accepted.  ",maximum-average-pass-ratio,Maximum Average Pass Ratio,"Array, Greedy, Heap (Priority Queue)",2
"You have n boxes. You are given a binary string boxes of length n, where boxes[i] is '0' if the ith box is empty, and '1' if it contains one ball. In one operation, you can move one ball from a box to an adjacent box. Box i is adjacent to box j if abs(i - j) == 1. Note that after doing so, there may be more than one ball in some boxes. Return an array answer of size n, where answer[i] is the minimum number of operations needed to move all the balls to the ith box. Each answer[i] is calculated considering the initial state of the boxes.  ",minimum-number-of-operations-to-move-all-balls-to-each-box,Minimum Number of Operations to Move All Balls to Each Box,"Array, String",2
"Given an array nums, return true if the array was originally sorted in non-decreasing order, then rotated some number of positions (including zero). Otherwise, return false. There may be duplicates in the original array. Note: An array A rotated by x positions results in an array B of the same length such that A[i] == B[(i+x) % A.length], where % is the modulo operation.  ",check-if-array-is-sorted-and-rotated,Check if Array Is Sorted and Rotated,Array,2
"You are given an integer array nums. The absolute sum of a subarray [numsl, numsl+1, ..., numsr-1, numsr] is abs(numsl + numsl+1 + ... + numsr-1 + numsr). Return the maximum absolute sum of any (possibly empty) subarray of nums. Note that abs(x) is defined as follows:  If x is a negative integer, then abs(x) = -x. If x is a non-negative integer, then abs(x) = x.   ",maximum-absolute-sum-of-any-subarray,Maximum Absolute Sum of Any Subarray,"Array, Dynamic Programming",2
"A good meal is a meal that contains exactly two different food items with a sum of deliciousness equal to a power of two. You can pick any two different foods to make a good meal. Given an array of integers deliciousness where deliciousness[i] is the deliciousness of the i​​​​​​th​​​​​​​​ item of food, return the number of different good meals you can make from this list modulo 109 + 7. Note that items with different indices are considered different even if they have the same deliciousness value.  ",count-good-meals,Count Good Meals,"Array, Hash Table",2
"You are given an integer array nums and an integer k. In one operation, you can pick two numbers from the array whose sum equals k and remove them from the array. Return the maximum number of operations you can perform on the array.  ",max-number-of-k-sum-pairs,Max Number of K-Sum Pairs,"Array, Hash Table, Two Pointers, Sorting",2
