problem_statement,titleslug,title,tags,num_occur
"On a single-threaded CPU, we execute a program containing n functions. Each function has a unique ID between 0 and n-1. Function calls are stored in a call stack: when a function call starts, its ID is pushed onto the stack, and when a function call ends, its ID is popped off the stack. The function whose ID is at the top of the stack is the current function being executed. Each time a function starts or ends, we write a log with the ID, whether it started or ended, and the timestamp. You are given a list logs, where logs[i] represents the ith log message formatted as a string ""{function_id}:{""start"" | ""end""}:{timestamp}"". For example, ""0:start:3"" means a function call with function ID 0 started at the beginning of timestamp 3, and ""1:end:2"" means a function call with function ID 1 ended at the end of timestamp 2. Note that a function can be called multiple times, possibly recursively. A function's exclusive time is the sum of execution times for all function calls in the program. For example, if a function is called twice, one call executing for 2 time units and another call executing for 1 time unit, the exclusive time is 2 + 1 = 3. Return the exclusive time of each function in an array, where the value at the ith index represents the exclusive time for the function with ID i.  ",exclusive-time-of-functions,Exclusive Time of Functions,"Array, Stack",3
"Given an integer array nums, you need to find one continuous subarray that if you only sort this subarray in ascending order, then the whole array will be sorted in ascending order. Return the shortest such subarray and output its length.  ",shortest-unsorted-continuous-subarray,Shortest Unsorted Continuous Subarray,"Array, Two Pointers, Stack, Greedy, Sorting, Monotonic Stack",3
"Given the roots of two binary trees root and subRoot, return true if there is a subtree of root with the same structure and node values of subRoot and false otherwise. A subtree of a binary tree tree is a tree that consists of a node in tree and all of this node's descendants. The tree tree could also be considered as a subtree of itself.  ",subtree-of-another-tree,Subtree of Another Tree,"Tree, Depth-First Search, String Matching, Binary Tree, Hash Function",3
"Given the root of a binary tree, return the length of the diameter of the tree. The diameter of a binary tree is the length of the longest path between any two nodes in a tree. This path may or may not pass through the root. The length of a path between two nodes is represented by the number of edges between them.  ",diameter-of-binary-tree,Diameter of Binary Tree,"Tree, Depth-First Search, Binary Tree",3
"Given a string s, find the longest palindromic subsequence's length in s. A subsequence is a sequence that can be derived from another sequence by deleting some or no elements without changing the order of the remaining elements.  ",longest-palindromic-subsequence,Longest Palindromic Subsequence,"String, Dynamic Programming",3
"The median is the middle value in an ordered integer list. If the size of the list is even, there is no middle value. So the median is the mean of the two middle values.  For examples, if arr = [2,3,4], the median is 3. For examples, if arr = [1,2,3,4], the median is (2 + 3) / 2 = 2.5.  You are given an integer array nums and an integer k. There is a sliding window of size k which is moving from the very left of the array to the very right. You can only see the k numbers in the window. Each time the sliding window moves right by one position. Return the median array for each window in the original array. Answers within 10-5 of the actual value will be accepted.  ",sliding-window-median,Sliding Window Median,"Array, Hash Table, Sliding Window, Heap (Priority Queue)",3
"Given an array of strings words (without duplicates), return all the concatenated words in the given list of words. A concatenated word is defined as a string that is comprised entirely of at least two shorter words (not necesssarily distinct) in the given array.  ",concatenated-words,Concatenated Words,"Array, String, Dynamic Programming, Depth-First Search, Trie",3
"Given an n-ary tree, return the level order traversal of its nodes' values. Nary-Tree input serialization is represented in their level order traversal, each group of children is separated by the null value (See examples).  ",n-ary-tree-level-order-traversal,N-ary Tree Level Order Traversal,"Tree, Breadth-First Search",3
"Given an integer n, return a string array answer (1-indexed) where:  answer[i] == ""FizzBuzz"" if i is divisible by 3 and 5. answer[i] == ""Fizz"" if i is divisible by 3. answer[i] == ""Buzz"" if i is divisible by 5. answer[i] == i (as a string) if none of the above conditions are true.   ",fizz-buzz,Fizz Buzz,"Math, String, Simulation",3
"A frog is crossing a river. The river is divided into some number of units, and at each unit, there may or may not exist a stone. The frog can jump on a stone, but it must not jump into the water. Given a list of stones' positions (in units) in sorted ascending order, determine if the frog can cross the river by landing on the last stone. Initially, the frog is on the first stone and assumes the first jump must be 1 unit. If the frog's last jump was k units, its next jump must be either k - 1, k, or k + 1 units. The frog can only jump in the forward direction.  ",frog-jump,Frog Jump,"Array, Dynamic Programming",3
"Given string num representing a non-negative integer num, and an integer k, return the smallest possible integer after removing k digits from num.  ",remove-k-digits,Remove K Digits,"String, Stack, Greedy, Monotonic Stack",3
"There are n bulbs that are initially off. You first turn on all the bulbs, then you turn off every second bulb. On the third round, you toggle every third bulb (turning on if it's off or turning off if it's on). For the ith round, you toggle every i bulb. For the nth round, you only toggle the last bulb. Return the number of bulbs that are on after n rounds.  ",bulb-switcher,Bulb Switcher,"Math, Brainteaser",3
"According to Wikipedia's article: ""The Game of Life, also known simply as Life, is a cellular automaton devised by the British mathematician John Horton Conway in 1970."" The board is made up of an m x n grid of cells, where each cell has an initial state: live (represented by a 1) or dead (represented by a 0). Each cell interacts with its eight neighbors (horizontal, vertical, diagonal) using the following four rules (taken from the above Wikipedia article):  Any live cell with fewer than two live neighbors dies as if caused by under-population. Any live cell with two or three live neighbors lives on to the next generation. Any live cell with more than three live neighbors dies, as if by over-population. Any dead cell with exactly three live neighbors becomes a live cell, as if by reproduction.  The next state is created by applying the above rules simultaneously to every cell in the current state, where births and deaths occur simultaneously. Given the current state of the m x n grid board, return the next state.  ",game-of-life,Game of Life,"Array, Matrix, Simulation",3
"There is a singly-linked list head and we want to delete a node node in it. You are given the node to be deleted node. You will not be given access to the first node of head. All the values of the linked list are unique, and it is guaranteed that the given node node is not the last node in the linked list. Delete the given node. Note that by deleting the node, we do not mean removing it from memory. We mean:  The value of the given node should not exist in the linked list. The number of nodes in the linked list should decrease by one. All the values before node should be in the same order. All the values after node should be in the same order.  Custom testing:  For the input, you should provide the entire linked list head and the node to be given node. node should not be the last node of the list and should be an actual node in the list. We will build the linked list and pass the node to your function. The output will be the entire list after calling your function.   ",delete-node-in-a-linked-list,Delete Node in a Linked List,Linked List,3
"Implement a first in first out (FIFO) queue using only two stacks. The implemented queue should support all the functions of a normal queue (push, peek, pop, and empty). Implement the MyQueue class:  void push(int x) Pushes element x to the back of the queue. int pop() Removes the element from the front of the queue and returns it. int peek() Returns the element at the front of the queue. boolean empty() Returns true if the queue is empty, false otherwise.  Notes:  You must use only standard operations of a stack, which means only push to top, peek/pop from top, size, and is empty operations are valid. Depending on your language, the stack may not be supported natively. You may simulate a stack using a list or deque (double-ended queue) as long as you use only a stack's standard operations.   ",implement-queue-using-stacks,Implement Queue using Stacks,"Stack, Design, Queue",3
"Given an integer array of size n, find all elements that appear more than ⌊ n/3 ⌋ times.  ",majority-element-ii,Majority Element II,"Array, Hash Table, Sorting, Counting",3
"Given an integer array nums, return true if any value appears at least twice in the array, and return false if every element is distinct.  ",contains-duplicate,Contains Duplicate,"Array, Hash Table, Sorting",3
You are given a string s. You can convert s to a palindrome by adding characters in front of it. Return the shortest palindrome you can find by performing this transformation.  ,shortest-palindrome,Shortest Palindrome,"String, Rolling Hash, String Matching, Hash Function",3
"Given the head of a linked list and an integer val, remove all the nodes of the linked list that has Node.val == val, and return the new head.  ",remove-linked-list-elements,Remove Linked List Elements,"Linked List, Recursion",3
"Given an integer array nums, find a subarray that has the largest product, and return the product. The test cases are generated so that the answer will fit in a 32-bit integer.  ",maximum-product-subarray,Maximum Product Subarray,"Array, Dynamic Programming",3
"Given the head of a linked list, return the list after sorting it in ascending order.  ",sort-list,Sort List,"Linked List, Two Pointers, Divide and Conquer, Sorting, Merge Sort",3
"Given head, the head of a linked list, determine if the linked list has a cycle in it. There is a cycle in a linked list if there is some node in the list that can be reached again by continuously following the next pointer. Internally, pos is used to denote the index of the node that tail's next pointer is connected to. Note that pos is not passed as a parameter. Return true if there is a cycle in the linked list. Otherwise, return false.  ",linked-list-cycle,Linked List Cycle,"Hash Table, Linked List, Two Pointers",3
"Given a string s and a dictionary of strings wordDict, add spaces in s to construct a sentence where each word is a valid dictionary word. Return all such possible sentences in any order. Note that the same word in the dictionary may be reused multiple times in the segmentation.  ",word-break-ii,Word Break II,"Array, Hash Table, String, Dynamic Programming, Backtracking, Trie, Memoization",3
"You are given an integer array prices where prices[i] is the price of a given stock on the ith day. On each day, you may decide to buy and/or sell the stock. You can only hold at most one share of the stock at any time. However, you can buy it then immediately sell it on the same day. Find and return the maximum profit you can achieve.  ",best-time-to-buy-and-sell-stock-ii,Best Time to Buy and Sell Stock II,"Array, Dynamic Programming, Greedy",3
"Given a triangle array, return the minimum path sum from top to bottom. For each step, you may move to an adjacent number of the row below. More formally, if you are on index i on the current row, you may move to either index i or index i + 1 on the next row.  ",triangle,Triangle,"Array, Dynamic Programming",3
"Given the head of a singly linked list where elements are sorted in ascending order, convert it to a height-balanced binary search tree.  ",convert-sorted-list-to-binary-search-tree,Convert Sorted List to Binary Search Tree,"Linked List, Divide and Conquer, Tree, Binary Search Tree, Binary Tree",3
"Given the root of a binary tree, return its maximum depth. A binary tree's maximum depth is the number of nodes along the longest path from the root node down to the farthest leaf node.  ",maximum-depth-of-binary-tree,Maximum Depth of Binary Tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",3
"A valid IP address consists of exactly four integers separated by single dots. Each integer is between 0 and 255 (inclusive) and cannot have leading zeros.  For example, ""0.1.2.201"" and ""192.168.1.1"" are valid IP addresses, but ""0.011.255.245"", ""192.168.1.312"" and ""192.168@1.1"" are invalid IP addresses.  Given a string s containing only digits, return all possible valid IP addresses that can be formed by inserting dots into s. You are not allowed to reorder or remove any digits in s. You may return the valid IP addresses in any order.  ",restore-ip-addresses,Restore IP Addresses,"String, Backtracking",3
"Given an integer array nums of unique elements, return all possible subsets (the power set). The solution set must not contain duplicate subsets. Return the solution in any order.  ",subsets,Subsets,"Array, Backtracking, Bit Manipulation",3
"Given a non-negative integer x, return the square root of x rounded down to the nearest integer. The returned integer should be non-negative as well. You must not use any built-in exponent function or operator.  For example, do not use pow(x, 0.5) in c++ or x ** 0.5 in python.   ",sqrtx,Sqrt(x),"Math, Binary Search",3
"Given a collection of numbers, nums, that might contain duplicates, return all possible unique permutations in any order.  ",permutations-ii,Permutations II,"Array, Backtracking",3
"Given two integers dividend and divisor, divide two integers without using multiplication, division, and mod operator. The integer division should truncate toward zero, which means losing its fractional part. For example, 8.345 would be truncated to 8, and -2.7335 would be truncated to -2. Return the quotient after dividing dividend by divisor. Note: Assume we are dealing with an environment that could only store integers within the 32-bit signed integer range: [−231, 231 − 1]. For this problem, if the quotient is strictly greater than 231 - 1, then return 231 - 1, and if the quotient is strictly less than -231, then return -231.  ",divide-two-integers,Divide Two Integers,"Math, Bit Manipulation",3
"Given an integer array nums of length n and an integer target, find three integers in nums such that the sum is closest to target. Return the sum of the three integers. You may assume that each input would have exactly one solution.  ",3sum-closest,3Sum Closest,"Array, Two Pointers, Sorting",3
You are given a string number representing a positive integer and a character digit. Return the resulting string after removing exactly one occurrence of digit from number such that the value of the resulting string in decimal form is maximized. The test cases are generated such that digit occurs at least once in number.  ,remove-digit-from-number-to-maximize-result,Remove Digit From Number to Maximize Result,"String, Greedy, Enumeration",2
"An integer array original is transformed into a doubled array changed by appending twice the value of every element in original, and then randomly shuffling the resulting array. Given an array changed, return original if changed is a doubled array. If changed is not a doubled array, return an empty array. The elements in original may be returned in any order.  ",find-original-array-from-doubled-array,Find Original Array From Doubled Array,"Array, Hash Table, Greedy, Sorting",2
"Given an integer n, return true if it is possible to represent n as the sum of distinct powers of three. Otherwise, return false. An integer y is a power of three if there exists an integer x such that y == 3x.  ",check-if-number-is-a-sum-of-powers-of-three,Check if Number is a Sum of Powers of Three,Math,2
"You are given two arrays of integers nums1 and nums2, possibly of different lengths. The values in the arrays are between 1 and 6, inclusive. In one operation, you can change any integer's value in any of the arrays to any value between 1 and 6, inclusive. Return the minimum number of operations required to make the sum of values in nums1 equal to the sum of values in nums2. Return -1​​​​​ if it is not possible to make the sum of the two arrays equal.  ",equal-sum-arrays-with-minimum-number-of-operations,Equal Sum Arrays With Minimum Number of Operations,"Array, Hash Table, Greedy, Counting",2
"You would like to make dessert and are preparing to buy the ingredients. You have n ice cream base flavors and m types of toppings to choose from. You must follow these rules when making your dessert:  There must be exactly one ice cream base. You can add one or more types of topping or have no toppings at all. There are at most two of each type of topping.  You are given three inputs:  baseCosts, an integer array of length n, where each baseCosts[i] represents the price of the ith ice cream base flavor. toppingCosts, an integer array of length m, where each toppingCosts[i] is the price of one of the ith topping. target, an integer representing your target price for dessert.  You want to make a dessert with a total cost as close to target as possible. Return the closest possible cost of the dessert to target. If there are multiple, return the lower one.  ",closest-dessert-cost,Closest Dessert Cost,"Array, Dynamic Programming, Backtracking",2
"You are given an integer matrix isWater of size m x n that represents a map of land and water cells.  If isWater[i][j] == 0, cell (i, j) is a land cell. If isWater[i][j] == 1, cell (i, j) is a water cell.  You must assign each cell a height in a way that follows these rules:  The height of each cell must be non-negative. If the cell is a water cell, its height must be 0. Any two adjacent cells must have an absolute height difference of at most 1. A cell is adjacent to another cell if the former is directly north, east, south, or west of the latter (i.e., their sides are touching).  Find an assignment of heights such that the maximum height in the matrix is maximized. Return an integer matrix height of size m x n where height[i][j] is cell (i, j)'s height. If there are multiple solutions, return any of them.  ",map-of-highest-peak,Map of Highest Peak,"Array, Breadth-First Search, Matrix",2
"You are working in a ball factory where you have n balls numbered from lowLimit up to highLimit inclusive (i.e., n == highLimit - lowLimit + 1), and an infinite number of boxes numbered from 1 to infinity. Your job at this factory is to put each ball in the box with a number equal to the sum of digits of the ball's number. For example, the ball number 321 will be put in the box number 3 + 2 + 1 = 6 and the ball number 10 will be put in the box number 1 + 0 = 1. Given two integers lowLimit and highLimit, return the number of balls in the box with the most balls.  ",maximum-number-of-balls-in-a-box,Maximum Number of Balls in a Box,"Hash Table, Math, Counting",2
"There is a special kind of apple tree that grows apples every day for n days. On the ith day, the tree grows apples[i] apples that will rot after days[i] days, that is on day i + days[i] the apples will be rotten and cannot be eaten. On some days, the apple tree does not grow any apples, which are denoted by apples[i] == 0 and days[i] == 0. You decided to eat at most one apple a day (to keep the doctors away). Note that you can keep eating after the first n days. Given two integer arrays days and apples of length n, return the maximum number of apples you can eat.  ",maximum-number-of-eaten-apples,Maximum Number of Eaten Apples,"Array, Greedy, Heap (Priority Queue)",2
"You are given an integer array nums. You can choose exactly one index (0-indexed) and remove the element. Notice that the index of the elements may change after the removal. For example, if nums = [6,1,7,4,1]:  Choosing to remove index 1 results in nums = [6,7,4,1]. Choosing to remove index 2 results in nums = [6,1,4,1]. Choosing to remove index 4 results in nums = [6,1,7,4].  An array is fair if the sum of the odd-indexed values equals the sum of the even-indexed values. Return the number of indices that you could choose such that after the removal, nums is fair.   ",ways-to-make-a-fair-array,Ways to Make a Fair Array,"Array, Dynamic Programming",2
"You are given an integer array heights representing the heights of buildings, some bricks, and some ladders. You start your journey from building 0 and move to the next building by possibly using bricks or ladders. While moving from building i to building i+1 (0-indexed),  If the current building's height is greater than or equal to the next building's height, you do not need a ladder or bricks. If the current building's height is less than the next building's height, you can either use one ladder or (h[i+1] - h[i]) bricks.  Return the furthest building index (0-indexed) you can reach if you use the given ladders and bricks optimally.  ",furthest-building-you-can-reach,Furthest Building You Can Reach,"Array, Greedy, Heap (Priority Queue)",2
"Given a string s containing only lowercase English letters and the '?' character, convert all the '?' characters into lowercase letters such that the final string does not contain any consecutive repeating characters. You cannot modify the non '?' characters. It is guaranteed that there are no consecutive repeating characters in the given string except for '?'. Return the final string after all the conversions (possibly zero) have been made. If there is more than one solution, return any of them. It can be shown that an answer is always possible with the given constraints.  ",replace-all-s-to-avoid-consecutive-repeating-characters,Replace All ?'s to Avoid Consecutive Repeating Characters,String,2
"You have an array arr of length n where arr[i] = (2 * i) + 1 for all valid values of i (i.e., 0 <= i < n). In one operation, you can select two indices x and y where 0 <= x, y < n and subtract 1 from arr[x] and add 1 to arr[y] (i.e., perform arr[x] -=1 and arr[y] += 1). The goal is to make all the elements of the array equal. It is guaranteed that all the elements of the array can be made equal using some operations. Given an integer n, the length of the array, return the minimum number of operations needed to make all the elements of arr equal.  ",minimum-operations-to-make-array-equal,Minimum Operations to Make Array Equal,Math,2
"Given an array arr of positive integers sorted in a strictly increasing order, and an integer k. Return the kth positive integer that is missing from this array.  ",kth-missing-positive-number,Kth Missing Positive Number,"Array, Binary Search",2
"Given an array of strings names of size n. You will create n folders in your file system such that, at the ith minute, you will create a folder with the name names[i]. Since two files cannot have the same name, if you enter a folder name that was previously used, the system will have a suffix addition to its name in the form of (k), where, k is the smallest positive integer such that the obtained name remains unique. Return an array of strings of length n where ans[i] is the actual name the system will assign to the ith folder when you create it.  ",making-file-names-unique,Making File Names Unique,"Array, Hash Table, String",2
Given an array nums. We define a running sum of an array as runningSum[i] = sum(nums[0]…nums[i]). Return the running sum of nums.  ,running-sum-of-1d-array,Running Sum of 1d Array,"Array, Prefix Sum",2
"Given an integer n, return a string with n characters such that each character in such string occurs an odd number of times. The returned string must contain only lowercase English letters. If there are multiples valid strings, return any of them.    ",generate-a-string-with-characters-that-have-odd-counts,Generate a String With Characters That Have Odd Counts,String,2
Given a binary tree root and a linked list with head as the first node.  Return True if all the elements in the linked list starting from the head correspond to some downward path connected in the binary tree otherwise return False. In this context downward path means a path that starts at some node and goes downwards.  ,linked-list-in-binary-tree,Linked List in Binary Tree,"Linked List, Tree, Depth-First Search, Breadth-First Search, Binary Tree",2
"Given a string s consisting only of characters a, b and c. Return the number of substrings containing at least one occurrence of all these characters a, b and c.  ",number-of-substrings-containing-all-three-characters,Number of Substrings Containing All Three Characters,"Hash Table, String, Sliding Window",2
"Given an integer num, return the number of steps to reduce it to zero. In one step, if the current number is even, you have to divide it by 2, otherwise, you have to subtract 1 from it.  ",number-of-steps-to-reduce-a-number-to-zero,Number of Steps to Reduce a Number to Zero,"Math, Bit Manipulation",2
"A matrix diagonal is a diagonal line of cells starting from some cell in either the topmost row or leftmost column and going in the bottom-right direction until reaching the matrix's end. For example, the matrix diagonal starting from mat[2][0], where mat is a 6 x 3 matrix, includes cells mat[2][0], mat[3][1], and mat[4][2]. Given an m x n matrix mat of integers, sort each matrix diagonal in ascending order and return the resulting matrix.  ",sort-the-matrix-diagonally,Sort the Matrix Diagonally,"Array, Sorting, Matrix",2
"You are given an array coordinates, coordinates[i] = [x, y], where [x, y] represents the coordinate of a point. Check if these points make a straight line in the XY plane.    ",check-if-it-is-a-straight-line,Check If It Is a Straight Line,"Array, Math, Geometry",2
"You are given a string s and an integer k, a k duplicate removal consists of choosing k adjacent and equal letters from s and removing them, causing the left and the right side of the deleted substring to concatenate together. We repeatedly make k duplicate removals on s until we no longer can. Return the final string after all such duplicate removals have been made. It is guaranteed that the answer is unique.  ",remove-all-adjacent-duplicates-in-string-ii,Remove All Adjacent Duplicates in String II,"String, Stack",2
"You are given a string s that consists of lower case English letters and brackets. Reverse the strings in each pair of matching parentheses, starting from the innermost one. Your result should not contain any brackets.  ",reverse-substrings-between-each-pair-of-parentheses,Reverse Substrings Between Each Pair of Parentheses,"String, Stack",2
"Implement a SnapshotArray that supports the following interface:  SnapshotArray(int length) initializes an array-like data structure with the given length. Initially, each element equals 0. void set(index, val) sets the element at the given index to be equal to val. int snap() takes a snapshot of the array and returns the snap_id: the total number of times we called snap() minus 1. int get(index, snap_id) returns the value at the given index, at the time we took the snapshot with the given snap_id   ",snapshot-array,Snapshot Array,"Array, Hash Table, Binary Search, Design",2
"Given the root of a binary tree, each node in the tree has a distinct value. After deleting all nodes with a value in to_delete, we are left with a forest (a disjoint union of trees). Return the roots of the trees in the remaining forest. You may return the result in any order.  ",delete-nodes-and-return-forest,Delete Nodes And Return Forest,"Tree, Depth-First Search, Binary Tree",2
"A valid parentheses string is either empty """", ""("" + A + "")"", or A + B, where A and B are valid parentheses strings, and + represents string concatenation.  For example, """", ""()"", ""(())()"", and ""(()(()))"" are all valid parentheses strings.  A valid parentheses string s is primitive if it is nonempty, and there does not exist a way to split it into s = A + B, with A and B nonempty valid parentheses strings. Given a valid parentheses string s, consider its primitive decomposition: s = P1 + P2 + ... + Pk, where Pi are primitive valid parentheses strings. Return s after removing the outermost parentheses of every primitive string in the primitive decomposition of s.  ",remove-outermost-parentheses,Remove Outermost Parentheses,"String, Stack",2
"Given the root of a binary tree with unique values and the values of two different nodes of the tree x and y, return true if the nodes corresponding to the values x and y in the tree are cousins, or false otherwise. Two nodes of a binary tree are cousins if they have the same depth with different parents. Note that in a binary tree, the root node is at the depth 0, and children of each depth k node are at the depth k + 1.  ",cousins-in-binary-tree,Cousins in Binary Tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",2
"Given two integer arrays pushed and popped each with distinct values, return true if this could have been the result of a sequence of push and pop operations on an initially empty stack, or false otherwise.  ",validate-stack-sequences,Validate Stack Sequences,"Array, Stack, Simulation",2
"A permutation perm of n + 1 integers of all the integers in the range [0, n] can be represented as a string s of length n where:  s[i] == 'I' if perm[i] < perm[i + 1], and s[i] == 'D' if perm[i] > perm[i + 1].  Given a string s, reconstruct the permutation perm and return it. If there are multiple valid permutations perm, return any of them.  ",di-string-match,DI String Match,"Array, Two Pointers, String, Greedy",2
"The chess knight has a unique movement, it may move two squares vertically and one square horizontally, or two squares horizontally and one square vertically (with both forming the shape of an L). The possible movements of chess knight are shown in this diagaram: A chess knight can move as indicated in the chess diagram below:  We have a chess knight and a phone pad as shown below, the knight can only stand on a numeric cell (i.e. blue cell).  Given an integer n, return how many distinct phone numbers of length n we can dial. You are allowed to place the knight on any numeric cell initially and then you should perform n - 1 jumps to dial a number of length n. All jumps should be valid knight jumps. As the answer may be very large, return the answer modulo 109 + 7.  ",knight-dialer,Knight Dialer,Dynamic Programming,2
"Given an array of integers nums, half of the integers in nums are odd, and the other half are even. Sort the array so that whenever nums[i] is odd, i is odd, and whenever nums[i] is even, i is even. Return any answer array that satisfies this condition.  ",sort-array-by-parity-ii,Sort Array By Parity II,"Array, Two Pointers, Sorting",2
"Design a stack-like data structure to push elements to the stack and pop the most frequent element from the stack. Implement the FreqStack class:  FreqStack() constructs an empty frequency stack. void push(int val) pushes an integer val onto the top of the stack. int pop() removes and returns the most frequent element in the stack. 	 If there is a tie for the most frequent element, the element closest to the stack's top is removed and returned.     ",maximum-frequency-stack,Maximum Frequency Stack,"Hash Table, Stack, Design, Ordered Set",2
"You are given an array people where people[i] is the weight of the ith person, and an infinite number of boats where each boat can carry a maximum weight of limit. Each boat carries at most two people at the same time, provided the sum of the weight of those people is at most limit. Return the minimum number of boats to carry every given person.  ",boats-to-save-people,Boats to Save People,"Array, Two Pointers, Greedy, Sorting",2
"Given the head of a singly linked list, return the middle node of the linked list. If there are two middle nodes, return the second middle node.  ",middle-of-the-linked-list,Middle of the Linked List,"Linked List, Two Pointers",2
"Given a 2D integer array matrix, return the transpose of matrix. The transpose of a matrix is the matrix flipped over its main diagonal, switching the matrix's row and column indices.   ",transpose-matrix,Transpose Matrix,"Array, Matrix, Simulation",2
"Given two strings s and goal, return true if and only if s can become goal after some number of shifts on s. A shift on s consists of moving the leftmost character of s to the rightmost position.  For example, if s = ""abcde"", then it will be ""bcdea"" after one shift.   ",rotate-string,Rotate String,"String, String Matching",2
"Given a string s, you can transform every letter individually to be lowercase or uppercase to create another string. Return a list of all possible strings we could create. Return the output in any order.  ",letter-case-permutation,Letter Case Permutation,"String, Backtracking, Bit Manipulation",2
"Given the root of a Binary Search Tree (BST), return the minimum difference between the values of any two different nodes in the tree.  ",minimum-distance-between-bst-nodes,Minimum Distance Between BST Nodes,"Tree, Depth-First Search, Breadth-First Search, Binary Search Tree, Binary Tree",2
"An integer has monotone increasing digits if and only if each pair of adjacent digits x and y satisfy x <= y. Given an integer n, return the largest number that is less than or equal to n with monotone increasing digits.  ",monotone-increasing-digits,Monotone Increasing Digits,"Math, Greedy",2
"Given an array of integers nums, calculate the pivot index of this array. The pivot index is the index where the sum of all the numbers strictly to the left of the index is equal to the sum of all the numbers strictly to the index's right. If the index is on the left edge of the array, then the left sum is 0 because there are no elements to the left. This also applies to the right edge of the array. Return the leftmost pivot index. If no such index exists, return -1.  ",find-pivot-index,Find Pivot Index,"Array, Prefix Sum",2
"Design a HashSet without using any built-in hash table libraries. Implement MyHashSet class:  void add(key) Inserts the value key into the HashSet. bool contains(key) Returns whether the value key exists in the HashSet or not. void remove(key) Removes the value key in the HashSet. If key does not exist in the HashSet, do nothing.   ",design-hashset,Design HashSet,"Array, Hash Table, Linked List, Design, Hash Function",2
"Given the root of a binary tree, return the length of the longest path, where each node in the path has the same value. This path may or may not pass through the root. The length of the path between two nodes is represented by the number of edges between them.  ",longest-univalue-path,Longest Univalue Path,"Tree, Depth-First Search, Binary Tree",2
"In this problem, a tree is an undirected graph that is connected and has no cycles. You are given a graph that started as a tree with n nodes labeled from 1 to n, with one additional edge added. The added edge has two different vertices chosen from 1 to n, and was not an edge that already existed. The graph is represented as an array edges of length n where edges[i] = [ai, bi] indicates that there is an edge between nodes ai and bi in the graph. Return an edge that can be removed so that the resulting graph is a tree of n nodes. If there are multiple answers, return the answer that occurs last in the input.  ",redundant-connection,Redundant Connection,"Depth-First Search, Breadth-First Search, Union Find, Graph",2
"Given the root of a binary search tree and the lowest and highest boundaries as low and high, trim the tree so that all its elements lies in [low, high]. Trimming the tree should not change the relative structure of the elements that will remain in the tree (i.e., any node's descendant should remain a descendant). It can be proven that there is a unique answer. Return the root of the trimmed binary search tree. Note that the root may change depending on the given bounds.  ",trim-a-binary-search-tree,Trim a Binary Search Tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",2
"An image smoother is a filter of the size 3 x 3 that can be applied to each cell of an image by rounding down the average of the cell and the eight surrounding cells (i.e., the average of the nine cells in the blue smoother). If one or more of the surrounding cells of a cell is not present, we do not consider it in the average (i.e., the average of the four cells in the red smoother).  Given an m x n integer matrix img representing the grayscale of an image, return the image after applying the smoother on each cell of it.  ",image-smoother,Image Smoother,"Array, Matrix",2
"A message containing letters from A-Z can be encoded into numbers using the following mapping:  'A' -> ""1"" 'B' -> ""2"" ... 'Z' -> ""26""  To decode an encoded message, all the digits must be grouped then mapped back into letters using the reverse of the mapping above (there may be multiple ways). For example, ""11106"" can be mapped into:  ""AAJF"" with the grouping (1 1 10 6) ""KJF"" with the grouping (11 10 6)  Note that the grouping (1 11 06) is invalid because ""06"" cannot be mapped into 'F' since ""6"" is different from ""06"". In addition to the mapping above, an encoded message may contain the '*' character, which can represent any digit from '1' to '9' ('0' is excluded). For example, the encoded message ""1*"" may represent any of the encoded messages ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", or ""19"". Decoding ""1*"" is equivalent to decoding any of the encoded messages it can represent. Given a string s consisting of digits and '*' characters, return the number of ways to decode it. Since the answer may be very large, return it modulo 109 + 7.  ",decode-ways-ii,Decode Ways II,"String, Dynamic Programming",2
"Given the root of a binary tree, return the average value of the nodes on each level in the form of an array. Answers within 10-5 of the actual answer will be accepted.  ",average-of-levels-in-binary-tree,Average of Levels in Binary Tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",2
"Given a characters array tasks, representing the tasks a CPU needs to do, where each letter represents a different task. Tasks could be done in any order. Each task is done in one unit of time. For each unit of time, the CPU could complete either one task or just be idle. However, there is a non-negative integer n that represents the cooldown period between two same tasks (the same letter in the array), that is that there must be at least n units of time between any two same tasks. Return the least number of units of times that the CPU will take to finish all the given tasks.  ",task-scheduler,Task Scheduler,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), Counting",2
"Given the coordinates of four points in 2D space p1, p2, p3 and p4, return true if the four points construct a square. The coordinate of a point pi is represented as [xi, yi]. The input is not given in any order. A valid square has four equal sides with positive length and four equal angles (90-degree angles).  ",valid-square,Valid Square,"Math, Geometry",2
"Given a n-ary tree, find its maximum depth. The maximum depth is the number of nodes along the longest path from the root node down to the farthest leaf node. Nary-Tree input serialization is represented in their level order traversal, each group of children is separated by the null value (See examples).  ",maximum-depth-of-n-ary-tree,Maximum Depth of N-ary Tree,"Tree, Depth-First Search, Breadth-First Search",2
